areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00008611,8.6,15.5,62.2,13.7
E00008619,9.3,14.4,64.9,11.3
E00008624,9.6,21.1,59.6,9.6
E00008634,11.8,19.8,59,9.4
E00008636,9.4,20.1,53.1,17.4
E00008641,10.9,17.8,55.8,15.5
E00008642,9.6,15,61.1,14.4
E00008906,10.4,17,64.4,8.1
E00008907,16,13,62,9
E00008908,9.7,23.4,58.9,8
E00008909,14.3,23.3,55.6,6.8
E00008910,14.3,25.3,60.4,0
E00008911,15.2,20.7,56.5,7.6
E00008912,12.7,38.2,45.1,4
E00008913,23.5,21.2,43.5,11.8
E00008914,20.6,14.3,55.6,9.5
E00008916,18.5,23.1,50.8,7.7
E00008918,12.9,25.8,55.3,6.1
E00008919,12.7,14.5,52.7,20
E00008920,20.7,20,55.7,3.6
E00008921,10.1,21.3,50,18.6
E00008922,6.5,19,60.3,14.1
E00008923,11.5,35.9,50,2.6
E00008924,12.6,19.6,53.3,14.6
E00008926,10.3,14.9,56.9,17.8
E00008928,10.4,13.4,61.2,14.9
E00008930,10.1,15.5,62.8,11.6
E00008935,7.5,25.8,52.2,14.5
E00008936,14.7,23.2,53.7,8.4
E00008937,15.7,17.2,56.9,10.3
E00008938,13.1,28.6,46.4,11.9
E00008939,11.6,16.7,57.7,14
E00008940,15.2,29.3,47.8,7.6
E00009155,7.6,18.2,60,14.1
E00009157,5.9,17.6,53.7,22.8
E00009163,5.6,18,70.8,5.6
E00009165,8.3,8.3,72,11.3
E00009168,21.3,26.2,47.5,4.9
E00009187,16.1,12.5,58.9,12.5
E00009188,11.6,16.4,55.5,16.4
E00009190,13.9,20.8,56.9,8.3
E00009191,9,14.4,66.7,10
E00009192,10.2,19.2,63.3,7.3
E00009194,10.1,17,63.6,9.3
E00009195,9.1,14.6,63.4,12.8
E00009196,10.6,18.3,60.6,10.6
E00009197,6,12.5,67.2,14.3
E00009198,11.6,17.4,54.7,16.3
E00009201,11.2,15,60.7,13.1
E00009202,15.8,29.8,45.6,8.8
E00009203,14.3,14.3,61.1,10.3
E00009204,6.1,13.9,61.7,18.3
E00009205,29.8,14.9,44.7,10.5
E00009206,8.3,22.2,62.5,6.9
E00009207,12.7,20.1,54.4,12.7
E00009208,10.2,20.4,59.2,10.2
E00009209,13.2,29.5,51.9,5.4
E00009210,11.5,20.6,55,12.8
E00009212,13,29.3,52.8,4.9
E00009213,14.7,23,53.4,8.8
E00009214,17.1,19.8,62.2,0.9
E00009215,16,22,52,10
E00009216,9.1,18.8,59.9,12.2
E00009217,14.3,15.2,50,20.5
E00009219,14.3,30.8,42.9,12.1
E00009221,14.3,12.9,71.4,1.4
E00009222,13.2,13.2,51.3,22.4
E00018226,19.4,18.5,51.4,10.6
E00018246,9.5,25.4,55.6,9.5
E00018253,12.2,17.3,63.7,6.8
E00018255,19.2,16.8,55.1,9
E00018257,10.4,21.2,57.9,10.4
E00021266,8.3,12.1,60.5,19.1
E00021267,14.4,30.4,47.2,8
E00021268,2.1,23.1,55.9,18.9
E00021271,13.1,22.9,52,12
E00021272,3.9,18.9,66.1,11
E00021807,11.8,15.7,60.8,11.8
E00021808,8.7,26.7,56.9,7.7
E00021821,11.3,19.8,57.1,11.9
E00021823,15.7,14.9,62.7,6.7
E00021824,10.1,24.8,54.2,10.8
E00021825,11.2,18.2,64.1,6.5
E00021828,16.8,20.5,59.6,3.1
E00021829,6.9,17.1,66.9,9.1
E00021832,14,18,55.3,12.7
E00021835,8,19.2,62.4,10.4
E00021837,9.7,18.8,65.3,6.3
E00021976,10.4,14.1,62.5,13
E00021980,10.9,21.9,57.8,9.4
E00021981,12.9,23.5,51.4,12.2
E00021982,15.6,12.8,59.7,11.8
E00021983,13.5,16,58.9,11.7
E00021984,11.4,13.3,60,15.2
E00021985,11.9,18.5,57.1,12.5
E00021986,11.2,16.7,59.7,12.4
E00021987,8.8,20.4,60.8,9.9
E00021988,9.8,19.3,61.1,9.8
E00022005,17.8,13.7,56.6,11.9
E00022006,10.3,20.5,54.1,15.1
E00022007,10.9,15.4,63.3,10.5
E00022009,6.3,19,65.2,9.5
E00022010,11.3,17.6,53.2,18
