areacd,sex-001,sex-002
E00075591,50.8,49.2
E00075592,49.8,50.2
E00075593,49.7,50.3
E00075601,49.7,50.3
E00075709,49.7,50.3
E00075710,71.7,28.3
E00075719,49.8,50.2
E00112976,51.3,48.7
E00112977,50.6,49.4
E00112978,47.1,52.9
E00112979,51.8,48.2
E00112980,50.6,49.4
E00112981,52,48
E00112982,51.7,48.3
E00112983,52.5,47.5
E00112984,52.6,47.4
E00112985,50.5,49.5
E00112986,48.3,51.7
E00112987,48.7,51.3
E00112988,51.4,48.6
E00112989,55.1,44.9
E00112991,52.1,47.9
E00112992,57.2,42.8
E00112993,52.9,47.1
E00112994,49.5,50.5
E00112995,53.3,46.7
E00113002,50.4,49.6
E00113003,52.2,47.8
E00113004,53.1,46.9
E00113005,49.1,50.9
E00113006,49.3,50.7
E00113007,51.9,48.1
E00113008,52.1,47.9
E00113009,51.7,48.3
E00113010,49.8,50.2
E00113011,47.2,52.8
E00113012,51.6,48.4
E00113019,52.3,47.7
E00113020,54,46
E00113021,47.8,52.2
E00113022,49.5,50.5
E00113023,53.1,46.9
E00113030,54.1,45.9
E00113031,52.6,47.4
E00113032,48.1,51.9
E00113033,49.6,50.4
E00113034,48.5,51.5
E00113035,46.4,53.6
E00113036,48.6,51.4
E00113037,52.9,47.1
E00113038,52.7,47.3
E00113039,52.7,47.3
E00113040,50.6,49.4
E00113041,46.4,53.6
E00113042,48.1,51.9
E00113043,55.3,44.7
E00113044,55.1,44.9
E00113045,49.4,50.6
E00113047,44.8,55.2
E00113048,51.9,48.1
E00113049,57.7,42.3
E00113050,57.3,42.7
E00113051,50.1,49.9
E00113052,47.4,52.6
E00113053,48.7,51.3
E00113054,48.6,51.4
E00113055,52,48
E00113056,51,49
E00113057,49,51
E00113058,52.7,47.3
E00113059,51.2,48.8
E00113060,50.9,49.1
E00113061,54.3,45.7
E00113062,50.2,49.8
E00113063,49.3,50.7
E00113064,53.8,46.2
E00113065,55,45
E00113066,52.5,47.5
E00113067,51.9,48.1
E00113068,48.6,51.4
E00113069,53,47
E00113070,52.2,47.8
E00113071,50,50
E00113072,52.4,47.6
E00113073,53.6,46.4
E00113074,51.6,48.4
E00113075,50.5,49.5
E00113076,49.3,50.7
E00113077,46,54
E00113078,49,51
E00113079,47.6,52.4
E00113080,52.7,47.3
E00113081,49.4,50.6
E00113082,50.8,49.2
E00113083,46.6,53.4
E00113084,50.3,49.7
E00113085,51.6,48.4
E00113086,53.3,46.7
E00113092,48.3,51.7
E00113093,51.3,48.7
E00113094,51.7,48.3
E00113095,50.2,49.8
E00113096,47.2,52.8
E00113097,50,50
E00113098,49.5,50.5
E00113099,49.9,50.1
E00113100,51.1,48.9
E00113101,53,47
E00113102,50.5,49.5
E00113103,49.8,50.2
E00113104,42.8,57.2
E00113106,53.2,46.8
E00113107,49.1,50.9
E00113108,54.2,45.8
E00113109,51.4,48.6
E00113116,53.9,46.1
E00113117,54.3,45.7
E00113121,50.6,49.4
E00113127,56.3,43.7
E00113128,51.1,48.9
E00113129,52.4,47.6
E00113130,50.6,49.4
E00113132,52.5,47.5
E00113133,52.9,47.1
E00113134,52.4,47.6
E00113135,55.8,44.2
E00113137,47.2,52.8
E00113138,48.1,51.9
E00113139,54.3,45.7
E00113140,45.5,54.5
E00113141,49.4,50.6
E00113142,48.5,51.5
E00113143,47.8,52.2
E00113144,48,52
E00113145,54.8,45.2
E00113146,53.3,46.7
E00113147,56.8,43.2
E00113148,52.5,47.5
E00113149,50.7,49.3
E00113175,50.8,49.2
E00113176,50.4,49.6
E00113177,52.4,47.6
E00113178,48.4,51.6
E00113179,52.1,47.9
E00113180,52,48
E00113181,47.2,52.8
E00113182,51.5,48.5
E00113183,55.1,44.9
E00113184,51.3,48.7
E00113185,52.8,47.2
E00113189,50.4,49.6
E00113201,49.7,50.3
E00113202,49.2,50.8
E00113203,53.6,46.4
E00113204,50.3,49.7
E00113205,48.1,51.9
E00113206,51.3,48.7
E00113207,53.2,46.8
E00113208,51.2,48.8
E00113209,52.6,47.4
E00113210,51.9,48.1
E00113211,47.2,52.8
E00113222,51.9,48.1
E00113224,52.5,47.5
E00113225,49.6,50.4
E00113226,49.5,50.5
E00113227,57.2,42.8
E00113228,50.7,49.3
E00113229,52.7,47.3
E00113230,52.9,47.1
E00113231,55.6,44.4
E00113232,51.7,48.3
E00113235,24.9,75.1
E00113237,49.4,50.6
E00113238,47.2,52.8
E00113239,54.2,45.8
E00113240,51.2,48.8
E00113615,49.5,50.5
E00113616,53.9,46.1
E00113625,47.3,52.7
E00113628,52.2,47.8
E00113629,47.5,52.5
E00113937,49.4,50.6
E00168938,52.7,47.3
E00168986,50.3,49.7
E00186342,49.5,50.5
E00186394,49.7,50.3
E00186426,53.2,46.8
E00186433,50,50
E00186451,49.3,50.7
E00186455,48.7,51.3
E00186468,48.9,51.1
E00186473,50.9,49.1
E00186476,54.4,45.6
E00186492,55.9,44.1
E00189464,49.7,50.3
E00189480,51.8,48.2
E00189485,50.5,49.5
E00189512,51.3,48.7
E00189536,49.1,50.9
E00189544,50.3,49.7
E00189561,53.6,46.4
W00008046,47.3,52.7
W00008081,48.2,51.8
W00008082,47.8,52.2
W00008083,50,50
W00008090,54.2,45.8
W00008091,54.2,45.8
W00008092,53.5,46.5
W00008093,47.1,52.9
W00008094,50.9,49.1
W00008096,53,47
W00008097,51.4,48.6
W00008099,55.6,44.4
W00008100,51.2,48.8
W00008101,41.7,58.3
W00008102,51.6,48.4
W00008103,51.6,48.4
W00008104,43.2,56.8
W00008129,50,50
W00008130,52.4,47.6
W00008131,53.5,46.5
W00008132,51.8,48.2
W00008170,49.9,50.1
W00008200,51,49
W00008201,49.7,50.3
W00008203,45.8,54.2
W00008204,52.8,47.2
W00008205,62.5,37.5
W00008206,58.8,41.2
W00008207,50.5,49.5
W00008208,54.6,45.4
W00008209,48.1,51.9
W00008210,54.7,45.3
W00008211,54.4,45.6
W00008212,52.5,47.5
W00008241,54.3,45.7
W00008242,48.8,51.2
W00008243,50.7,49.3
W00008244,51.6,48.4
W00008245,50.6,49.4
W00008246,46,54
W00008247,50.4,49.6
W00008248,55.8,44.2
W00008249,54.7,45.3
W00008250,53.6,46.4
W00008251,48.4,51.6
W00008252,47.6,52.4
W00008253,50.3,49.7
W00008254,53.2,46.8
W00008255,52.8,47.2
W00008256,50.9,49.1
W00008257,50.4,49.6
W00008258,51,49
W00008260,47.9,52.1
W00008261,48.7,51.3
W00008262,49.4,50.6
W00008263,52.3,47.7
W00008264,52.4,47.6
W00008265,50,50
W00008266,44.9,55.1
W00008278,51.8,48.3
W00008279,48.3,51.7
W00008280,50.4,49.6
W00008281,49.2,50.8
W00008282,51.9,48.1
W00008283,49.7,50.3
W00008288,56.3,43.7
W00008289,53.1,46.9
W00008290,53.5,46.5
W00008291,47.8,52.2
W00008292,52.9,47.1
W00008293,53.4,46.6
W00008294,50.2,49.8
W00008295,50.6,49.4
W00008296,53.7,46.3
W00008297,52.4,47.6
W00008298,48.8,51.2
W00008299,48.4,51.6
W00008300,49.2,50.8
W00008301,50.3,49.7
W00008302,57.8,42.2
W00008303,50.8,49.2
W00008304,50.5,49.5
W00008305,47.6,52.4
W00008306,50.1,49.9
W00008320,54.8,45.2
W00008321,51.3,48.7
W00008322,49.8,50.2
W00008323,53.6,46.4
W00008324,48.4,51.6
W00008325,47.6,52.4
W00008326,49.4,50.6
W00008327,49.1,50.9
W00009803,51.8,48.2
W00009804,48.7,51.3
W00009805,51,49
W00009807,48.8,51.2
W00009808,51.3,48.7
W00009810,49,51
W00009811,53.3,46.7
W00009813,54.4,45.6
W00009815,55.5,44.5
W00009816,51,49
W00010328,50.9,49.1
W00010337,52.8,47.2
W00010348,53.4,46.6
W00010353,51,49
