areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00075591,93.5,0.8,5.6
E00075592,85.1,5.1,9.8
E00075593,91.4,2.6,6
E00075601,89.2,2.4,8.4
E00075709,84.3,3.7,12
E00075710,78.6,1.6,19.8
E00075719,80.5,6.5,13
E00112976,74.8,3.4,21.8
E00112977,82,1.1,16.9
E00112978,83.2,1.5,15.3
E00112979,73.4,2.4,24.3
E00112980,75.2,2.3,22.5
E00112981,80.7,1,18.3
E00112982,74.3,1.4,24.3
E00112983,71.5,2.9,25.6
E00112984,78.6,3,18.4
E00112985,73.6,4.3,22.1
E00112986,83.3,1.9,14.8
E00112987,68.6,1.5,29.9
E00112988,62.9,2.9,34.3
E00112989,75.5,1.1,23.4
E00112991,73.1,0.4,26.5
E00112992,76.4,1.4,22.2
E00112993,88.2,0,11.8
E00112994,79.4,1.7,18.9
E00112995,81.2,0.4,18.3
E00113002,78.6,0.7,20.7
E00113003,77.7,1.9,20.4
E00113004,73.7,0.4,26
E00113005,80.1,2,17.8
E00113006,78.3,0,21.7
E00113007,81.4,0.7,17.9
E00113008,77.4,1.8,20.7
E00113009,69.5,0,30.5
E00113010,81,0.7,18.3
E00113011,57.6,0.7,41.7
E00113012,70.9,2.3,26.9
E00113019,81.5,0.8,17.7
E00113020,78.2,2.1,19.6
E00113021,88.3,0.7,11
E00113022,77,0.5,22.5
E00113023,80.6,0.6,18.8
E00113030,73.2,2.1,24.6
E00113031,68.6,2.1,29.3
E00113032,78.6,0.4,21.1
E00113033,75.8,3,21.2
E00113034,60.1,1.7,38.2
E00113035,57.6,11.1,31.3
E00113036,63.4,1.7,34.9
E00113037,56.9,0.7,42.4
E00113038,76.7,0.3,23
E00113039,77.1,0.4,22.5
E00113040,71.7,3.6,24.8
E00113041,81.2,2.4,16.4
E00113042,74,4.6,21.4
E00113043,66,2.7,31.3
E00113044,78.7,1.8,19.5
E00113045,79.7,4.3,16
E00113047,60.7,17.2,22.1
E00113048,67.7,3.2,29.1
E00113049,59.4,2.2,38.4
E00113050,65.9,3,31
E00113051,71.2,4,24.8
E00113052,63.6,5.6,30.8
E00113053,59.6,14.1,26.3
E00113054,73.9,2.5,23.6
E00113055,62.3,3.1,34.5
E00113056,80.3,0.7,19
E00113057,74.1,3.2,22.7
E00113058,71.1,1.3,27.6
E00113059,73.3,1,25.7
