areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00075591,8.2,35.1,6.2,49.5,1
E00075592,12.4,41.4,6.2,38.6,1.4
E00075593,11.8,41.7,5.4,38.7,2.4
E00075601,6.9,37.9,2.1,51,2.1
E00075709,13.1,47.9,4.7,32.6,1.7
E00075710,16.8,42.8,6.4,30.9,3
E00075719,7.5,43.3,8.7,39,1.6
E00112976,23.4,48.2,7.1,18.3,3
E00112977,23.9,37,8.6,27.8,2.8
E00112978,13.3,41.3,4.2,39.9,1.4
E00112979,17.8,44.2,5.1,30.8,2.2
E00112980,19.8,48.7,5.7,22.8,3
E00112981,16.5,39.5,7.5,33.5,3
E00112982,19.7,48.5,7.9,22.2,1.7
E00112983,28.9,41.2,9,17.5,3.3
E00112984,19.6,40,9.1,28.3,3
E00112985,19.5,44.3,7.7,25.6,2.8
E00112986,11,40.8,7,38.6,2.7
E00112987,23.4,33.1,4.2,38.1,1.3
E00112988,27,45.1,3.9,19.1,4.9
E00112989,14.3,39.5,5.3,38.2,2.7
E00112991,24.7,44.4,6.2,22,2.7
E00112992,19.5,46.1,3.9,28.1,2.3
E00112993,13.6,44.3,8.1,32.6,1.4
E00112994,18.3,46.3,10.3,23,2.1
E00112995,20,43.5,8,25,3.5
E00113002,22.9,39.4,7.5,27.7,2.5
E00113003,17.6,39.8,9.2,31.4,1.9
E00113004,22.6,42.6,7.8,25.2,1.7
E00113005,13.9,43.1,7.6,33,2.4
E00113006,10.9,47.1,6.7,31.9,3.4
E00113007,16,47.5,5.1,31.1,0.4
E00113008,15.5,45.2,6.7,28.2,4.4
E00113009,34.5,42.9,9.4,9.4,3.9
E00113010,12.3,49.2,9.9,26.6,2
E00113011,24,52.9,8.3,13.2,1.5
E00113012,16.8,52.7,7.7,20.5,2.2
E00113019,15.7,40,6.4,34.8,3.2
E00113020,19.6,35.8,4.7,34.8,5.1
E00113021,19.6,36.9,9.2,31.9,2.3
E00113022,16.1,36.2,6.9,37.4,3.4
E00113023,20,43.8,10.3,24.1,1.7
E00113030,20.3,49.8,4.4,22.9,2.6
E00113031,27.7,46.9,6.7,17,1.8
E00113032,19.2,41,7.1,28.9,3.8
E00113033,18.3,46.3,7.8,24.6,3
