geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00039240,11.3,19,51.4,18.3
E00039241,11.3,22.6,55.6,10.5
E00039242,9.3,11.2,63.6,15.9
E00039243,6,21.7,59,13.3
E00039244,14.1,25.9,47.4,12.6
E00039245,9.4,17.8,60.6,12.2
E00039246,8,21,58,13
E00040632,8.9,23.8,55.1,12.1
E00040633,10.4,20,63.2,6.4
E00040634,11.5,28.7,52.9,6.9
E00040637,5.4,27.7,61.6,5.4
E00040638,6.7,19.6,65.6,8
E00040639,9.6,21,62.4,7
E00040640,18.3,19.4,55.9,6.5
E00040641,8.1,16.7,66.1,9.1
E00040669,8.4,23.2,56.1,12.3
E00040673,7.3,17.7,64.6,10.4
E00040676,10.5,12.4,70.5,6.7
E00040677,8.8,14.7,71.3,5.1
E00040678,12.8,22.3,54.7,10.1
E00040679,13.2,34,46.2,6.6
E00040681,9.5,17.2,66.4,6.9
E00040683,12.3,22.6,55.7,9.4
E00040684,5.7,16.1,73.6,4.6
E00040685,9.3,10.4,71.6,8.7
E00040686,8,17.8,63.2,10.9
E00040687,11.5,32.3,47.9,8.3
E00040688,7.5,25.4,56.7,10.4
E00040689,9.1,18.2,62.7,10
E00040690,8.8,17.6,54.9,18.7
E00040691,11.3,26.1,57.4,5.2
E00040693,10.6,21.2,58.7,9.6
E00040695,3.3,19.4,70.6,6.6
E00098508,14.1,19.2,52.5,14.1
E00098509,10.5,17.1,56.3,16.1
E00098510,13.2,21.5,56.2,9.1
E00098511,10.7,15.5,60.4,13.4
E00098512,6.5,18.7,63.5,11.3
E00098513,13.4,23.1,50.7,12.7
E00098514,8.9,14.4,58.9,17.8
E00098515,4.2,26,55.2,14.6
E00098516,5.8,12.3,64.3,17.5
E00098517,10,20,60.9,9.1
E00098532,8.5,21.7,54.9,14.9
E00098533,6,19,62.1,12.9
E00098534,6.2,22.7,60.8,10.3
E00098535,7.6,22.8,58.6,11
E00098536,13,16.8,55.9,14.3
E00098537,6.2,21.8,60.9,11.1
E00098538,11.1,26,57.7,5.3
E00098539,10.8,23.3,59.2,6.7
E00098540,6.9,20.8,66,6.3
E00098541,14.4,20.7,58.6,6.3
E00098542,11.3,12.3,65.6,10.8
E00098543,7.8,20.4,65.3,6.6
E00098544,12,25,57,6
E00098545,8.6,18,61.9,11.5
E00098546,7.3,25,57.3,10.4
E00098547,10.6,34,48.9,6.4
E00098548,4.8,22.9,68.1,4.2
E00098549,16.2,25,45.6,13.2
E00098550,9.6,16.8,63.2,10.4
E00098551,6.2,27.4,61.1,5.3
E00098554,6.7,23.5,58.4,11.4
E00098555,10.2,17.8,66.1,5.9
E00098556,7.7,24.5,56.1,11.6
E00098557,15.5,19,62.1,3.4
E00098565,8.9,23.7,58.5,8.9
E00098566,12.4,24.8,50.4,12.4
E00098567,8.3,24.2,58.3,9.2
E00098568,13.3,29.2,51.3,6.2
E00098569,6,21.7,63.4,8.9
E00098571,3.6,16.3,70.4,9.7
E00098572,4.1,23.3,63,9.6
E00098573,6.7,24.7,59.3,9.3
E00098574,8.7,16.3,61,14
E00098575,9.8,17.5,60.1,12.6
E00098576,7.2,17.8,65.8,9.2
E00098577,7.5,19.8,62.3,10.4
E00098578,3,18.9,68.3,9.8
E00098579,9.9,24.8,57.4,7.8
E00098580,11,16.5,61.6,11
E00098581,8.1,22.6,59.7,9.7
E00098582,6.1,18.9,65.8,9.2
E00098583,12.8,16.2,55.6,15.4
E00098584,5.5,24.9,58,11.6
E00098585,6.3,25,58.8,10
E00098586,20.6,22.1,47.1,10.3
E00098587,7.3,19.1,62.7,10.9
E00098588,13.6,24,51.9,10.4
E00098590,6.9,18.3,58.9,15.8
E00098591,3.8,26,60.3,9.9
E00098592,8.8,18.4,59.2,13.6
E00098593,18,22,44,16
E00098594,14.7,20.9,53.5,10.9
E00098595,8.8,16.2,67.6,7.4
E00098610,16.7,11.7,51.7,20
E00098751,9.5,20.6,56.1,13.8
E00098752,10.3,17.5,57.9,14.3
E00098753,7.7,21.5,61.5,9.2
