geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00039240,89.9,6.3,1.4,2.4
E00039241,87,7,3.7,2.2
E00039242,87,8.3,2.6,2.1
E00039243,87.9,1.6,5.3,5.3
E00039244,91.9,4.4,1.1,2.6
E00039245,90,5,2.6,2.4
E00039246,89.9,4.4,2,3.7
E00040632,90.3,3.9,0.8,5
E00040633,87.2,3.7,3.3,5.9
E00040634,86.3,5.2,2.8,5.6
E00040637,86.1,8,3.8,2.1
E00040638,93.5,3.9,1,1.6
E00040639,90.2,7,0.6,2.2
E00040640,91.5,3.9,0.4,4.2
E00040641,90.3,6.3,1.5,1.9
E00040669,88.3,7,1.3,3.3
E00040673,88.9,6.8,2.4,2
E00040676,84.3,5.1,4.7,5.9
E00040677,86.7,9.7,1.8,1.8
E00040678,89.6,3.5,2.7,4.2
E00040679,85.4,8.4,2.9,3.3
E00040681,88.7,2.9,2.9,5.5
E00040683,88.1,5.3,0.8,5.7
E00040684,93.1,3.2,2.3,1.4
E00040685,87.7,8.9,1,2.3
E00040686,92.7,3.3,2,2
E00040687,88.2,3.1,2.2,6.6
E00040688,92.5,3.5,2,2
E00040689,89.7,4.5,3.1,2.7
E00040690,87.6,4.3,3.8,4.3
E00040691,88.7,5.4,1.6,4.3
E00040693,90.2,5.3,2.6,1.9
E00040695,90,7.6,0.9,1.5
E00098508,86.9,8.6,2.3,2.3
E00098509,93.2,4.4,1.1,1.3
E00098510,92.9,3.3,2.2,1.5
E00098511,92,4.7,1.7,1.7
E00098512,93,4.1,2.2,0.8
E00098513,88.7,4.7,2.2,4.4
E00098514,87.7,6,0.9,5.5
E00098515,92.1,2.2,1.7,3.9
E00098516,89.9,4.5,1.9,3.7
E00098517,89.5,4.3,2.3,3.9
E00098532,90,3.8,2.3,3.8
E00098533,83.6,5.6,3.2,7.6
E00098534,88.7,4.1,1.4,5.9
E00098535,78.7,8.3,7,6
E00098536,90.5,4.3,2,3.2
E00098537,91,4.3,2.6,2.1
E00098538,90.7,2.9,3.8,2.5
E00098539,90.7,3.1,2.1,4.2
E00098540,89,3.7,4,3.3
E00098541,88.4,2.7,3.4,5.5
E00098542,94.2,4.4,0.8,0.6
E00098543,87.5,5.4,1.8,5.4
E00098544,88.2,5.7,1.2,4.9
E00098545,87.6,7.7,1.7,3.1
E00098546,88.7,4.8,2.2,4.3
E00098547,93.8,2.5,3.1,0.6
E00098548,86.9,8.2,1.9,3
E00098549,88,6.9,1.1,4
E00098550,91.4,3.1,2.3,3.1
E00098551,93.4,1.6,1.2,3.7
E00098554,88.5,6.1,2.2,3.2
E00098555,87.2,3.9,3.5,5.4
E00098556,88.8,2.8,3.8,4.5
E00098557,86.5,4,4.5,5
E00098565,89.6,2.6,2.9,4.9
E00098566,84.8,7.4,2.3,5.5
E00098567,87.5,5.7,3.4,3.4
E00098568,86.9,5.6,3.7,3.7
E00098569,88.2,6.1,3.1,2.6
E00098571,95,1.6,0.9,2.5
E00098572,85.2,5.2,3.9,5.7
E00098573,89.5,4.1,3,3.4
E00098574,89.1,5.6,3.1,2.2
E00098575,89.9,6.2,1.9,1.9
E00098576,90.6,2.8,2.2,4.4
E00098577,85,8.3,3.6,3.2
E00098578,88.8,3.6,3,4.6
E00098579,90.2,1.7,2.1,5.9
E00098580,91.1,3.5,2.4,3
E00098581,90.8,3.5,2.5,3.2
E00098582,90.9,6.2,2.4,0.5
E00098583,88,3.5,1.6,7
E00098584,89.7,3.6,2.8,3.9
E00098585,88.4,6.1,1.2,4.4
E00098586,89,4.5,1,5.5
E00098587,90.8,5.2,2.4,1.6
E00098588,85.9,7.7,3.2,3.2
E00098590,90.9,4.6,1.8,2.7
E00098591,87.8,5.2,1.4,5.6
E00098592,87,6.5,3.2,3.2
E00098593,87.7,6.2,2.5,3.7
E00098594,90.5,2.5,1.8,5.3
E00098595,92,2.3,1.1,4.6
E00098610,87,9.8,0.8,2.4
E00098751,84.3,9,1.7,5
E00098752,87,7.2,2.9,2.9
E00098753,91.6,4.2,1.7,2.5
E00098754,91.9,3.4,1.7,3
E00098755,92.2,3.7,2.3,1.8
E00098757,82.5,9.7,2.6,5.2
E00098760,90,3.3,4.2,2.5
E00098762,92.4,4.2,2.1,1.3
E00098766,90.1,4,2.2,3.6
E00098767,89.6,4.7,1.9,3.8
E00098768,85.7,2.3,7.4,4.6
E00098769,88.8,1.4,5.6,4.2
E00098770,89.8,1.2,2.4,6.5
E00098771,88,3.9,3.3,4.7
E00098772,91.7,5.4,0.7,2.2
E00098773,89.8,5.3,1.1,3.8
E00098774,91,4.7,1.3,3
E00098775,89.4,2.7,4.2,3.6
E00098776,89.3,5.2,1.1,4.4
E00098777,92.5,3.9,1.4,2.2
E00098778,89.8,5.6,2.8,1.8
E00098779,92.1,3.9,1.3,2.6
E00098780,91.7,2.6,3.1,2.6
E00098781,89.6,6.1,2,2.3
E00098782,91.2,4,2,2.7
E00098783,93,4,0.7,2.3
