geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00033012,17.9,23.1,3.7,54.5,0.7
E00033692,6.9,23.4,3.6,61.7,4.3
E00034353,36.5,34.5,3.5,22,3.5
E00034358,32.9,39.2,3.1,22.4,2.4
E00034359,27.6,37.3,3.7,30.4,0.9
E00034361,40.1,29.4,3.7,24.6,2.1
E00034362,37.9,34.5,5.2,21.8,0.6
E00036010,15.9,46.1,6.5,29.3,2.2
E00036011,12.3,42.7,8.5,34.6,1.9
E00036012,14.8,48.3,7.3,27.8,1.9
E00036013,25.1,50.2,4.3,18.5,1.9
E00036014,7.1,42.5,3.5,43.8,3.1
E00036015,16.3,39.4,4.9,39.4,0
E00036016,12.5,34.9,4.6,46.7,1.3
E00036017,9,49.8,4.3,34.9,2
E00036018,8.1,35.5,10,44.8,1.5
E00036019,13.7,45.6,4.2,33.5,3
E00036020,20.2,44,5.3,28,2.5
E00036021,9.1,41.3,5.2,40.4,3.9
E00036022,12.4,44.8,6.6,34,2.1
E00036023,12,39.3,7.3,39.7,1.7
E00036024,11.1,35,8.8,39.4,5.8
E00036025,30,40.4,3.1,24.2,2.3
E00036026,10.2,41.9,7.4,40.5,0
E00036027,9.7,42.4,5.4,41,1.4
E00036028,19,34.1,7.8,35.1,3.9
E00036029,16.2,42.4,5.7,32.8,3.1
E00036030,10.1,40.1,4.5,43.7,1.6
E00036031,7.6,48.2,5.4,37.4,1.4
E00036032,11.9,43.2,6.5,37.4,1.1
E00036033,26,40.1,5.3,27.3,1.3
E00036034,9.2,39.8,7.2,41.4,2.4
E00036035,21.5,45.4,6,23.9,3.2
E00036036,13.1,47.7,8.9,26.2,4.2
E00036037,16.4,45.6,5.1,30.7,2.2
E00036038,16.7,50.7,4.5,24.4,3.6
E00036039,6.7,43.7,5.5,42.1,2
E00036040,7.9,35.7,3.2,53.1,0
E00036041,11.2,43,4.7,41.1,0
E00036042,10,40.9,5.3,41.9,2
E00036043,11.9,39.1,7.9,38.3,2.8
E00036044,13.8,38.1,5.3,41.3,1.6
E00036045,12.3,32.8,6.4,48.5,0
E00036046,12.2,41,3.5,41,2.2
E00036047,12.8,39.6,6.4,38.3,3
E00036048,14.6,43.7,7.7,31.6,2.4
E00036049,13.7,38.9,2.6,42.6,2.1
E00036050,24.7,39,3.8,30.2,2.2
E00036051,14,42.6,4.4,36,2.9
E00036052,19.7,45.2,3.7,28.2,3.2
E00036053,14.6,45.6,7.3,31,1.5
E00036054,8.2,42.2,5.5,43,1.2
E00036055,13.6,51.4,4.5,28,2.5
E00036056,31.7,51.5,4.4,12.3,0
E00036057,29.8,39.5,5,22.3,3.5
E00036058,38.2,41.8,5.3,12.9,1.8
E00036059,31.9,51.2,5.2,9.7,2
E00036060,30.6,46.9,5.6,15.3,1.7
E00036061,31.7,39.4,8.3,18.3,2.2
E00036062,26.6,41.3,8.1,22.5,1.6
E00036063,17.9,46.3,7.4,26.8,1.6
E00036064,28.2,45.9,4.6,17.4,3.9
E00036066,10.9,37.9,4.5,44.1,2.6
E00036067,26.1,45.2,7.7,19.5,1.5
E00036069,30.5,43.2,4.7,21.6,0
E00036070,28.4,47.4,4.7,16.6,2.8
E00036071,29.8,42.3,5.1,19.1,3.7
E00036072,22.3,41.2,6.4,27.9,2.1
E00036073,44.2,34.7,3.7,15.3,2
E00036074,38.3,37.3,6.2,15,3.1
E00036075,31.7,49.7,3.4,13.1,2.1
E00036076,38.4,40.3,3.8,15.7,1.9
E00036077,27.4,43.3,3.4,23.6,2.4
E00036078,31.1,43.9,4.1,20.9,0
E00036079,28.8,44.8,4.7,19.7,1.9
E00036080,19,53,2.4,23.8,1.8
E00036081,24,53,6,16.4,0.5
E00036082,34.9,43.5,3.3,15.8,2.4
E00036083,17.8,53.4,3.4,24,1.4
E00036084,24.5,45.8,6.1,20.8,2.8
E00036085,27.8,46.9,6.6,17.4,1.4
E00036086,28.7,47.5,7.7,12.7,3.3
E00036087,23.8,44.8,8.1,21,2.4
E00036088,33.9,40.3,6.4,17,2.5
E00036089,25.8,42.8,10.4,18.7,2.3
E00036090,31.3,42.2,6.5,18.7,1.3
E00036091,34.1,35.9,3.2,26.7,0
E00036092,34.5,41.8,5.7,14.9,3.1
E00036093,41.1,29.8,8.9,20.2,0
E00036095,30.5,37.9,4.5,25.1,2.1
E00036096,18.9,51.4,4.8,22.9,2
E00036097,28.1,42.6,3.2,24.6,1.6
E00036098,25.8,39.9,5.2,26.2,3
E00036099,30.2,39.2,6.7,19.6,4.3
E00036100,26.2,43.6,6.5,20.4,3.3
E00036101,21.9,51.2,4.6,19.4,2.8
E00036102,25,49.5,6.9,16.7,1.9
E00036103,20,48.4,4.8,23.2,3.6
E00036104,28,51.6,6.5,12.4,1.6
E00036105,12.5,28.7,1.9,53.2,3.7
E00036107,30.6,46.1,7.8,12.1,3.4
E00036111,27,38.1,4.4,25.7,4.9
E00036112,21.2,40.7,4.4,31.1,2.6
E00036113,32.9,41.9,5.4,17.6,2.3
E00036114,27.2,45.3,6.7,19.3,1.6
E00036115,48.7,30.8,6.7,10.7,3.1
E00036116,20.2,42.1,6.8,27.1,3.8
E00036117,35.1,41.7,4.5,16.5,2.1
E00036118,30.5,40.9,3.2,22.1,3.2
