geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00033012,4.7,95.3,0
E00033692,3.4,96.6,0
E00034353,89.8,10.2,0
E00034358,92.1,7.9,0
E00034359,92.5,7.5,0
E00034361,90.1,9.9,0
E00034362,83.8,16.2,0
E00036010,82.2,17.8,0
E00036011,92.4,7.6,0
E00036012,99.4,0.6,0
E00036013,100,0,0
E00036014,100,0,0
E00036015,83,17,0
E00036016,100,0,0
E00036017,89.1,10.9,0
E00036018,98.5,1.5,0
E00036019,100,0,0
E00036020,100,0,0
E00036021,70.8,29.2,0
E00036022,97.6,2.4,0
E00036023,90.9,9.1,0
E00036024,80.9,19.1,0
E00036025,99.2,0.8,0
E00036026,97.5,2.5,0
E00036027,88,12,0
E00036028,87.4,12.6,0
E00036029,88.5,11.5,0
E00036030,99.2,0.8,0
E00036031,100,0,0
E00036032,100,0,0
E00036033,94,6,0
E00036034,100,0,0
E00036035,91.8,8.2,0
E00036036,93.7,6.3,0
E00036037,91.3,8.7,0
E00036038,81.6,18.4,0
E00036039,99.1,0,0.9
E00036040,100,0,0
E00036041,73.6,26.4,0
E00036042,100,0,0
E00036043,99.2,0.8,0
E00036044,95.8,4.2,0
E00036045,100,0,0
E00036046,100,0,0
E00036047,100,0,0
E00036048,95.8,4.2,0
E00036049,91.3,8.7,0
E00036050,44.3,55.7,0
E00036051,16.4,83.6,0
E00036052,95.3,4.7,0
E00036053,91.5,8.5,0
E00036054,100,0,0
E00036055,100,0,0
E00036056,100,0,0
E00036057,93.5,6.5,0
E00036058,55,45,0
E00036059,100,0,0
E00036060,98.6,1.4,0
E00036061,93.5,6.5,0
E00036062,96.9,3.1,0
E00036063,61.7,38.3,0
E00036064,100,0,0
E00036066,94.2,5.8,0
E00036067,95.6,4.4,0
E00036069,100,0,0
E00036070,100,0,0
E00036071,67.8,32.2,0
E00036072,99.3,0.7,0
E00036073,97.8,2.2,0
E00036074,75,25,0
E00036075,100,0,0
E00036076,48.3,51.7,0
E00036077,100,0,0
E00036078,100,0,0
E00036079,76.5,23.5,0
E00036080,100,0,0
E00036081,100,0,0
E00036082,71.5,28.5,0
E00036083,100,0,0
E00036084,98.5,1.5,0
E00036085,94.7,5.3,0
E00036086,100,0,0
E00036087,94.1,5.9,0
E00036088,71.2,28.8,0
E00036089,100,0,0
E00036090,97.1,2.9,0
E00036091,91.7,8.3,0
E00036092,79.5,20.5,0
E00036093,58,42,0
E00036095,56.8,43.2,0
E00036096,59.7,40.3,0
E00036097,35.2,64.8,0
E00036098,64.2,35.8,0
E00036099,83.3,16.7,0
E00036100,70.4,29.6,0
E00036101,93.9,6.1,0
E00036102,94.9,5.1,0
E00036103,85.8,14.2,0
E00036104,94.1,5.9,0
E00036105,22.5,77.5,0
E00036107,99.1,0.9,0
E00036111,90.3,9.7,0
E00036112,98,2,0
E00036113,37.7,62.3,0
E00036114,93.3,6.7,0
E00036115,60.1,39.9,0
E00036116,78.7,20.8,0.6
E00036117,97.4,2.6,0
E00036118,26.7,73.3,0
E00036119,11.4,88.6,0
E00036120,90.9,9.1,0
E00036121,76.3,23.7,0
E00036122,99.3,0.7,0
E00036123,53.2,46.8,0
E00036124,68.6,31.4,0
E00036125,80.6,18.6,0.8
E00036126,57.6,42.4,0
E00036127,77.1,22.9,0
E00036128,100,0,0
E00036129,88.5,11.5,0
E00036130,53.6,46.4,0
E00036131,72.4,27.6,0
E00036132,30.6,69.4,0
E00036133,23.4,76.6,0
E00036134,39.7,59.6,0.7
E00036135,51,49,0
E00036136,67.8,32.2,0
E00036137,97.9,2.1,0
E00036138,90.3,9.7,0
E00036139,45.3,54,0.7
E00036140,92.8,7.2,0
E00036141,75,25,0
E00036146,76.8,23.2,0
E00036147,100,0,0
E00036148,62.7,37.3,0
E00036149,91.4,8.6,0
E00036156,94.9,5.1,0
E00036157,100,0,0
E00036163,85.8,14.2,0
E00036172,64,36,0
E00036173,100,0,0
E00036174,34.1,65.9,0
E00036175,68.4,31.6,0
E00036176,100,0,0
E00036177,65,35,0
E00036178,89.1,10.9,0
E00036179,68.2,31.8,0
E00036180,100,0,0
E00036181,92.9,7.1,0
E00036182,100,0,0
E00036183,87.8,12.2,0
E00036184,66.7,33.3,0
E00036185,92.1,7.9,0
E00036186,61.4,38.6,0
E00036187,95.1,4.9,0
E00036188,100,0,0
E00036189,79.4,20.6,0
E00036190,89.1,10.9,0
E00036191,100,0,0
E00036192,100,0,0
E00036193,70.2,29.8,0
E00036195,100,0,0
E00036196,99.2,0.8,0
E00036197,100,0,0
E00036199,65.7,34.3,0
E00036200,91.5,8.5,0
E00036201,100,0,0
E00036202,100,0,0
E00036203,99.3,0.7,0
E00036220,58.1,41.9,0
E00036221,100,0,0
E00036222,51.6,48.4,0
E00036223,100,0,0
E00036224,80.9,19.1,0
E00036225,100,0,0
E00036226,98,2,0
E00036227,95.6,4.4,0
E00036228,54.7,45.3,0
E00036229,100,0,0
E00036230,100,0,0
E00036231,100,0,0
E00036232,100,0,0
E00036233,66.3,33.7,0
E00036234,100,0,0
E00036235,78.7,21.3,0
E00036236,100,0,0
E00036237,99.1,0.9,0
E00036238,100,0,0
E00036239,88.9,11.1,0
E00036240,100,0,0
E00036241,100,0,0
E00036242,64.1,35.9,0
E00036243,99.2,0.8,0
E00036244,100,0,0
E00036245,38.3,61.7,0
E00036246,45,54.3,0.8
E00036247,71.2,28.8,0
E00036248,99.1,0.9,0
E00036249,88.8,11.2,0
E00036251,100,0,0
E00036252,99.2,0.8,0
E00036253,35.9,64.1,0
E00036254,71.5,28.5,0
E00036255,54.3,45.7,0
E00036256,81.3,18.7,0
E00036257,30.9,69.1,0
E00036258,7.3,92.7,0
E00036259,90.2,9.8,0
E00036260,26.5,73.5,0
E00036261,28.6,71.4,0
E00036262,59.7,40.3,0
E00036263,99.3,0.7,0
E00036264,64.1,35.9,0
E00036265,64.7,35.3,0
E00036266,95.8,4.2,0
E00036267,80.5,19.5,0
E00036268,85.6,14.4,0
E00036269,29.8,70.2,0
E00036270,34.1,65.9,0
E00036271,99.1,0.9,0
E00036272,83.6,16.4,0
E00036273,99,1,0
E00036274,99,1,0
E00036275,100,0,0
E00036276,94.6,5.4,0
E00036277,100,0,0
E00036278,98.3,1.7,0
E00036279,99,1,0
E00036280,90.6,9.4,0
E00036281,95.6,4.4,0
E00036282,97.8,2.2,0
E00036283,98.3,1.7,0
E00036284,97.4,2.6,0
E00036285,100,0,0
E00036286,92.6,6.7,0.7
E00036287,36.7,63.3,0
E00036288,92.9,7.1,0
E00036289,51,49,0
E00036290,99.2,0.8,0
E00036291,99.1,0.9,0
E00036338,98.4,1.6,0
E00036339,42.5,57.5,0
E00036340,79.9,20.1,0
E00036341,90,10,0
E00036342,68.3,31.7,0
E00036343,94.5,5.5,0
E00036344,96.9,3.1,0
E00036345,100,0,0
E00036346,92.7,6.5,0.8
E00036347,44.9,55.1,0
E00036348,95.9,4.1,0
E00036349,94.9,5.1,0
E00036350,87.7,12.3,0
E00036351,99.3,0.7,0
E00036352,98.2,1.8,0
E00036353,100,0,0
E00036354,46.7,53.3,0
E00036355,98.5,0.7,0.7
E00036356,91.9,7.4,0.7
E00036357,65.9,34.1,0
E00036358,99.1,0.9,0
E00036359,96.3,3.7,0
E00036360,100,0,0
E00036361,60,40,0
E00036362,90.3,9.7,0
E00036363,27,73,0
E00036364,89.8,10.2,0
E00036365,93.7,6.3,0
E00036366,79.5,20.5,0
E00036367,98.2,1.8,0
E00036368,69,31,0
E00036369,75.4,24.6,0
E00036370,41.7,58.3,0
E00036371,64,36,0
E00036372,95.2,4.8,0
E00036373,73.5,26.5,0
E00036374,59.7,40.3,0
E00036375,93.3,6.7,0
E00036376,87.9,12.1,0
