geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00033012,1.4,0,0,98.6,0
E00033692,3.9,0,2.3,90.6,3.2
E00034353,0.3,1,0.3,98.3,0
E00034358,2.4,0.3,0,93.2,4.2
E00034359,0.8,2,1.6,95.3,0.4
E00034361,1.4,0,0.9,96.8,0.9
E00034362,0,0,3.1,95.9,1
E00036010,2.6,0.4,0.4,96.6,0
E00036011,3.6,0,0.3,96.1,0
E00036012,1,0,0,99,0
E00036013,1,0,2,97,0
E00036014,2.7,0,0,97.3,0
E00036015,2,0,2.7,93.9,1.4
E00036016,0.6,0,2.3,97.1,0
E00036017,7.1,0.6,2.3,90,0
E00036018,3.4,1.2,2.5,92.5,0.3
E00036019,2,0,0.3,97.7,0
E00036020,0.6,0,2.3,96.9,0.3
E00036021,9.6,0.7,1.5,87.1,1.1
E00036022,2.9,0,2.9,94.2,0
E00036023,0,0.3,1.7,97.9,0
E00036024,0.8,0,0.4,98.8,0
E00036025,0.3,0.3,0.6,98.8,0
E00036026,2.5,1.1,2.1,92.9,1.4
E00036027,5.2,0.6,2.6,91.3,0.3
E00036028,0.9,0,0,99.1,0
E00036029,1.5,0.7,0.7,97,0
E00036030,1.3,0.3,2.6,95.8,0
E00036031,3.9,0,0.3,95.5,0.3
E00036032,2.6,0,0,97.4,0
E00036033,3.6,0,2.9,93.5,0
E00036034,2.1,0,0.7,97.2,0
E00036035,0.3,0.3,1.6,97.7,0
E00036036,2.5,0.4,3.5,92.6,1.1
E00036037,0,0,1.5,96,2.5
E00036038,1.7,0.7,1.7,95.8,0
E00036039,2,0,0.7,97.4,0
E00036040,4.8,0,0.3,93.7,1.2
E00036041,2.4,0.4,0,96.8,0.4
E00036042,0.3,0,0.3,99.4,0
E00036043,0.3,0,2.1,97.6,0
E00036044,0,0.3,0,99,0.7
E00036045,2.6,0.3,1,96.1,0
E00036046,2.6,0,0.4,97,0
E00036047,3.4,0,2,94.2,0.3
E00036048,1.4,0.4,3.5,94.3,0.4
E00036049,2.2,0,2.6,94.7,0.4
E00036050,5,0.5,2,92.5,0
E00036051,4,0,2.7,92.7,0.7
E00036052,0.3,0,4.4,92.9,2.4
E00036053,2.4,2.1,1.2,94.3,0
E00036054,0.7,0.3,3.1,95.9,0
E00036055,1.6,0,2.6,95.8,0
E00036056,0.3,1.2,0.9,97.5,0
