areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00072704,15.9,15,63.7,5.3
E00072705,8.8,22,59.5,9.8
E00072706,11.9,26.6,54.1,7.3
E00072707,10.5,21.1,61.8,6.6
E00072708,8.3,19.7,64.4,7.6
E00072709,9.4,22.5,57.6,10.5
E00072710,10.8,23.8,56.9,8.5
E00072711,13.3,22.4,58,6.3
E00072712,14,29.5,41.1,15.5
E00072713,15,22.1,53.6,9.3
E00072715,13.3,24.1,52.7,9.9
E00072716,9.3,18.5,64.8,7.4
E00072717,10.8,21.3,55.6,12.2
E00072718,8,13.8,68.8,9.4
E00072719,9.1,20.2,51.5,19.2
E00072720,11.6,26.3,52.6,9.5
E00072721,9.7,19.5,61,9.7
E00072722,12.3,21.7,59,7.1
E00072723,11,21.4,60,7.6
E00072725,10.3,20.6,61.3,7.7
E00072726,11.5,23,54.6,10.9
E00072727,8.9,21.2,60.3,9.6
E00072728,8,22.1,60.1,9.8
E00072729,11.9,22.7,55.1,10.3
E00072730,19,21.4,53.2,6.3
E00072731,14.9,19.8,62.8,2.5
E00072732,14.1,26.3,50.6,9
E00072733,8,23.9,56.4,11.7
E00072734,10.4,21.6,60.4,7.7
E00072736,12.4,22.5,57.4,7.8
E00072737,13.5,21.5,53.4,11.7
E00072738,10.1,18.6,60.5,10.9
E00072739,6.7,21.6,66.4,5.2
E00072741,3.8,22.6,69.8,3.8
E00072742,11.7,20.5,59.1,8.8
E00072743,5.9,23.8,63.4,6.9
E00072744,12.7,22.2,58.9,6.3
E00072745,8.6,14.7,63.5,13.2
E00072746,13.7,22.9,55,8.4
E00072747,9.5,15.5,69.8,5.2
E00072748,11.9,25.2,54.7,8.2
E00072749,8.9,17.8,67.4,5.9
E00072750,17.6,19,54.2,9.2
E00072751,10.9,21.7,59.4,8
E00072752,10.1,31.4,47.2,11.3
E00072753,10.9,22.8,60.1,6.2
E00072993,12.2,23.2,51.8,12.8
E00072994,14.2,19.5,58.4,8
E00072996,9.6,23.7,55.3,11.4
E00072998,10.8,27,49.2,13
E00072999,14.4,27.4,47.3,11
E00073000,11.7,24,55.2,9.1
E00073338,8.1,19.6,64.9,7.4
E00073340,4.5,12.1,79.6,3.8
E00073341,6.3,23.6,64.9,5.2
E00073342,15.2,21.3,56.4,7.1
E00073343,5.3,20.9,67.5,6.3
E00073345,6.6,18.9,65.1,9.4
E00073346,8.4,19.7,62.1,9.9
E00073347,6.9,18.1,74.1,0.9
E00073349,11.4,16.2,64.7,7.8
E00073351,7.9,25.8,60.3,6
E00073352,5.3,29.2,58.4,7.1
E00073354,13.4,21,59.9,5.7
E00073355,3.8,20,66.5,9.7
E00073356,9.5,17.9,62.2,10.4
E00073357,10.7,20.1,56,13.2
E00073358,10.5,20.3,61,8.1
E00073359,6.2,16.7,70.4,6.8
E00073360,9,21.3,61.3,8.4
E00073362,5.8,17.3,71.2,5.8
E00073363,14.3,20.9,57.7,7.1
E00073364,13.6,19,61.9,5.4
E00073365,7.1,20.7,66.9,5.3
E00073367,10.4,18.4,66.3,4.9
E00073368,5.7,22.3,66.9,5.1
E00073369,6.8,23.6,62.7,6.8
E00073370,10.7,29.8,51.2,8.3
E00073371,8.2,25.9,63.5,2.4
E00073372,6,34.9,50.6,8.4
E00073375,9.8,17.9,64.7,7.5
E00073376,3.5,17,71.6,7.8
E00073385,4.9,30.8,56.6,7.7
E00073386,6.3,15.2,67.9,10.7
E00073387,9.8,23,60.7,6.6
E00074134,6.7,23,61.8,8.5
E00074136,8.5,20.3,61,10.2
E00074138,4.9,25.9,61.1,8
E00074139,6.4,16.4,65.8,11.4
E00074140,7.1,19.9,66.7,6.4
E00074141,7.6,22.2,63.2,7
E00074142,12.6,15.8,64.2,7.4
E00074143,9.9,21.4,62.5,6.3
E00074144,13.4,18.6,59.9,8.1
E00074145,6.3,21.9,66.3,5.6
E00074266,9,22.4,60.4,8.2
E00074267,8.5,21.4,55.6,14.5
E00074269,11.2,19.2,60,9.6
E00074270,6.8,24.8,60.2,8.1
E00074271,13.9,20.3,48.1,17.7
E00074276,8,27.8,59.7,4.5
E00074278,11.3,25.2,52.3,11.3
E00074280,8.7,28.3,53.6,9.4
E00074281,5.4,20.9,65.9,7.8
E00074282,8.4,22.6,62.1,6.8
E00074283,10.3,20.7,63.4,5.5
E00074284,10.5,23.3,54.7,11.6
E00074285,16.7,23.3,51.3,8.7
E00074289,9.4,20.1,55.7,14.8
E00074292,14.3,23.4,57.1,5.2
E00074293,9.7,23.6,53.9,12.7
E00074295,5.5,25.8,58.9,9.8
E00075114,14.6,22.8,55.3,7.3
E00075115,9.5,22.1,55.8,12.6
E00075116,9.7,25.7,55.4,9.1
E00075117,12.2,19,54.4,14.3
E00075118,9.9,18.2,62.8,9.1
E00075119,10,18,60.5,11.5
E00075120,10.6,24.2,58.6,6.6
E00075121,12.5,27.8,54,5.7
E00075361,17.5,24.5,52.4,5.6
E00075362,10.6,21.8,60.6,7
E00075363,8,26.1,57.4,8.5
E00075364,12.7,25.4,55.6,6.3
