areacd,in_full_time_education-001,in_full_time_education-002
E00072704,16.1,83.9
E00072705,19.2,80.8
E00072706,13.6,86.4
E00072707,18.5,81.5
E00072708,13.1,86.9
E00072709,22.3,77.7
E00072710,10.5,89.5
E00072711,21.8,78.2
E00072712,15.9,84.1
E00072713,14,86
E00072715,15.3,84.7
E00072716,13.6,86.4
E00072717,20.1,79.9
E00072718,14.2,85.8
E00072719,13.2,86.8
E00072720,22.9,77.1
E00072721,15.4,84.6
E00072722,14.8,85.2
E00072723,12,88
E00072725,16.1,83.9
E00072726,20.7,79.3
E00072727,20.4,79.6
E00072728,23.4,76.6
E00072729,18.4,81.6
E00072730,12.6,87.4
E00072731,18.5,81.5
E00072732,30.4,69.6
E00072733,19.9,80.1
E00072734,18.9,81.1
E00072736,14.6,85.4
E00072737,16.4,83.6
E00072738,15.4,84.6
E00072739,10.9,89.1
E00072741,4.8,95.2
E00072742,12.6,87.4
E00072743,8.3,91.7
E00072744,13.5,86.5
E00072745,8.4,91.6
E00072746,19.4,80.6
E00072747,12.6,87.4
E00072748,20.6,79.4
E00072749,17.6,82.4
E00072750,23,77
E00072751,20.2,79.8
E00072752,24.7,75.3
E00072753,21.5,78.5
E00072993,17,83
E00072994,10.4,89.6
E00072996,15.7,84.3
E00072998,20.6,79.4
E00072999,21.1,78.9
E00073000,22.2,77.8
E00073338,10.6,89.4
E00073340,11.2,88.8
E00073341,16,84
E00073342,20.6,79.4
E00073343,15.9,84.1
E00073345,14.5,85.5
E00073346,14.3,85.7
E00073347,10.5,89.5
E00073349,25.5,74.5
E00073351,24.4,75.6
E00073352,19.4,80.6
E00073354,24.3,75.7
E00073355,22.6,77.4
E00073356,16.3,83.7
E00073357,22.1,77.9
E00073358,17.8,82.2
E00073359,16.5,83.5
E00073360,16.9,83.1
E00073362,18.3,81.7
E00073363,18.2,81.8
E00073364,20.6,79.4
E00073365,21,79
E00073367,13.8,86.2
E00073368,18.3,81.7
E00073369,23.5,76.5
E00073370,8.1,91.9
E00073371,7.6,92.4
E00073372,26.6,73.4
E00073375,17.7,82.3
E00073376,16.7,83.3
E00073385,16.8,83.2
E00073386,16.2,83.8
E00073387,13.8,86.2
E00074134,15,85
E00074136,11.7,88.3
E00074138,14.5,85.5
E00074139,14.1,85.9
E00074140,11.6,88.4
E00074141,16.6,83.4
E00074142,17.9,82.1
E00074143,21.9,78.1
E00074144,16.2,83.8
E00074145,16.8,83.2
E00074266,11.9,88.1
E00074267,17,83
E00074269,13.8,86.2
E00074270,16.3,83.7
E00074271,7.7,92.3
E00074276,18.8,81.2
E00074278,16.8,83.2
