areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00072704,84,1.6,14.3
E00072705,93.2,1,5.8
E00072706,87.6,0,12.4
E00072707,81.7,8.1,10.2
E00072708,83.7,3.8,12.5
E00072709,93,1.8,5.2
E00072710,92.6,1.8,5.7
E00072711,86.2,1.3,12.5
E00072712,90.4,2.2,7.4
E00072713,90.5,2.5,6.9
E00072715,84.7,2.9,12.4
E00072716,81.5,5.6,12.9
E00072717,84.3,5,10.7
E00072718,74.4,15.2,10.4
E00072719,84.2,4.1,11.6
E00072720,87.8,2.5,9.6
E00072721,78.3,10,11.7
E00072722,87.7,2.5,9.8
E00072723,71.4,2.5,26.1
E00072725,83.2,2,14.8
E00072726,79.8,2.1,18.2
E00072727,86.5,3.5,10
E00072728,75.4,4.3,20.2
E00072729,83.9,1.4,14.7
E00072730,88,2.5,9.5
E00072731,81,5.3,13.7
E00072732,66.7,9.3,24.1
E00072733,80.9,0.9,18.3
E00072734,86.8,4.6,8.6
E00072736,74.9,6.3,18.7
E00072737,87.9,1.6,10.5
E00072738,80.6,5.2,14.2
E00072739,85.7,3.6,10.7
E00072741,54.5,7.7,37.8
E00072742,79.1,3.9,17
E00072743,76.3,3.1,20.5
E00072744,86.2,2.1,11.7
E00072745,81,8.8,10.2
E00072746,77.7,3.8,18.5
E00072747,76.3,6.8,16.9
E00072748,78.8,3.6,17.6
E00072749,78.7,5.1,16.2
E00072750,64.3,9,26.7
E00072751,71.9,3.9,24.2
E00072752,77.3,4.1,18.5
E00072753,76.9,4.3,18.8
E00072993,94,2.9,3.2
E00072994,75.4,2.9,21.7
E00072996,88.4,3,8.6
E00072998,91.1,2.8,6.1
E00072999,89.1,3.3,7.6
E00073000,93.9,1.5,4.5
E00073338,81.5,5.8,12.7
E00073340,76.4,12.6,11
E00073341,80.8,12,7.2
E00073342,78.7,6.8,14.5
E00073343,81.8,6.6,11.6
E00073345,76.3,8.7,15
E00073346,79.9,6.9,13.2
E00073347,64.3,18.9,16.8
E00073349,70.6,9.6,19.8
E00073351,69.8,9.9,20.3
E00073352,58.3,14.5,27.2
E00073354,61.4,14.7,23.9
E00073355,71.9,11.8,16.3
E00073356,76,11.9,12.1
E00073357,81.1,5.4,13.5
E00073358,75.9,9,15.1
E00073359,75.8,5.7,18.4
E00073360,78.5,11.6,9.8
E00073362,77.7,9.2,13.1
E00073363,76.6,5.3,18.1
E00073364,67.6,7.7,24.7
E00073365,77.6,7.8,14.6
E00073367,83,4.9,12.1
E00073368,74.9,4,21.1
E00073369,68.6,12.2,19.2
E00073370,66.4,9,24.7
E00073371,73.8,9.9,16.2
E00073372,57.2,8.8,33.9
E00073375,74.2,10.9,14.8
E00073376,79.4,4.5,16.1
E00073385,72.7,10.8,16.6
E00073386,77.9,6.8,15.3
