areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00072704,83.6,13.1,3.3
E00072705,89.9,8.8,1.3
E00072706,75.2,20.5,4.3
E00072707,81.9,14.5,3.5
E00072708,78.5,12.1,9.4
E00072709,90.4,7.3,2.3
E00072710,82.9,12.5,4.6
E00072711,84.3,12.2,3.4
E00072712,84.3,10.2,5.6
E00072713,84,13.5,2.5
E00072715,82.5,11.4,6.1
E00072716,84.9,10.4,4.8
E00072717,89.2,8.6,2.2
E00072718,81.5,14.5,4
E00072719,80.4,13.8,5.8
E00072720,89.4,7.8,2.8
E00072721,80.9,13.8,5.4
E00072722,88.4,9.3,2.3
E00072723,70.8,18.8,10.3
E00072725,80.7,14.3,5
E00072726,80.2,14.2,5.6
E00072727,85,10.3,4.7
E00072728,84.5,11.1,4.4
E00072729,85.6,12.2,2.2
E00072730,82.6,12.7,4.7
E00072731,84.5,13.4,2.1
E00072732,80.5,14.1,5.3
E00072733,79.8,13.8,6.3
E00072734,86.1,11.4,2.5
E00072736,75.4,17,7.6
E00072737,84.5,13.6,1.9
E00072738,81,15.7,3.4
E00072739,81,12.7,6.3
E00072741,46.1,34.3,19.6
E00072742,82.3,12.9,4.8
E00072743,67.4,22.3,10.3
E00072744,83,12,5
E00072745,76.8,19,4.2
E00072746,72.2,20.4,7.4
E00072747,77.3,15.9,6.8
E00072748,79.4,15,5.6
E00072749,84.7,10.4,4.9
E00072750,83.7,10.2,6
E00072751,79.6,13.6,6.8
E00072752,76.9,16.5,6.6
E00072753,81.1,13.2,5.8
E00072993,91.4,6.6,2
E00072994,65.7,21.2,13.1
E00072996,83.4,12.3,4.3
E00072998,90.2,7,2.8
E00072999,86.8,11.4,1.8
E00073000,92.1,7.9,0
E00073338,82.2,11.3,6.5
E00073340,79.8,13.8,6.3
E00073341,89.8,8.5,1.7
E00073342,81.6,13.5,4.8
E00073343,85.8,11.6,2.6
E00073345,82,15.7,2.3
E00073346,85.6,10.9,3.4
E00073347,83.1,13.2,3.7
E00073349,81.1,12.6,6.3
E00073351,76.2,16.4,7.4
E00073352,74.9,14.9,10.2
E00073354,71.9,19.2,8.9
E00073355,81.8,13.3,5
E00073356,81.3,13.6,5.1
E00073357,83.8,13.2,3
E00073358,84.1,10.4,5.5
E00073359,82.9,12.3,4.8
E00073360,81.9,15.9,2.2
E00073362,82,11.5,6.6
E00073363,79.8,13.2,7
E00073364,77.2,14.4,8.3
E00073365,85.4,10,4.7
E00073367,82.2,15.1,2.6
E00073368,83.4,10.3,6.3
E00073369,80.9,14.2,4.9
E00073370,69.2,20.1,10.7
E00073371,67.9,20.5,11.6
E00073372,76.2,13.8,9.9
E00073375,84.2,13.3,2.4
E00073376,81.5,13,5.6
E00073385,68.6,11.4,20
E00073386,77.1,13.4,9.5
E00073387,72.5,21.2,6.4
E00074134,81,14.4,4.6
E00074136,80.1,15.1,4.7
E00074138,84.1,13.4,2.4
E00074139,87.9,9.7,2.4
E00074140,78.7,16.2,5.1
E00074141,80.8,15.9,3.2
E00074142,84.4,11.4,4.2
E00074143,84.6,11.5,3.8
E00074144,84.4,12.2,3.4
E00074145,84.2,11.6,4.2
E00074266,77.6,16.7,5.7
E00074267,82.3,15.5,2.2
E00074269,82.6,12.5,4.9
E00074270,84.9,10.7,4.4
E00074271,58.5,22.8,18.7
E00074276,77.7,16,6.3
E00074278,84,12.2,3.7
E00074280,78.8,16.7,4.5
E00074281,86.8,9.8,3.4
E00074282,87.5,9.8,2.7
E00074283,80.8,15.1,4.2
E00074284,69.3,17.3,13.4
E00074285,82,11.9,6.1
E00074289,84.3,12.9,2.8
E00074292,81.9,13.5,4.6
E00074293,81.7,13.6,4.7
E00074295,75.8,14.8,9.4
E00075114,86.6,10.1,3.2
E00075115,77.3,15.9,6.9
E00075116,88.1,9.5,2.4
E00075117,83.9,11.9,4.2
E00075118,73.8,19.7,6.6
E00075119,83.5,12.4,4.1
E00075120,84.2,11.4,4.3
E00075121,80,14.8,5.3
E00075361,84.1,11.6,4.3
E00075362,82.1,13.1,4.8
E00075363,80.7,16,3.3
E00075364,81.4,12.8,5.8
E00075365,85.9,10,4.1
E00075366,83.5,13,3.5
E00075367,86.3,11.6,2.1
E00075368,77,16.4,6.6
E00075369,80.5,15.8,3.7
E00075370,85.9,10.8,3.3
E00075371,79.1,12.8,8.1
E00075372,83.5,14.1,2.4
E00075373,85.6,10.4,4
E00075374,89,8.5,2.5
E00075375,86.9,8.5,4.6
E00075376,72.2,14.7,13.1
E00075377,84,12.9,3.1
E00075378,79.9,15.8,4.3
E00075379,88.5,8.4,3.1
E00075380,77.7,15.9,6.5
E00075381,84,10.5,5.4
E00075382,81.9,12.5,5.6
E00075383,83.7,9.8,6.5
E00075384,75.6,19,5.4
E00075385,76.9,15.5,7.5
E00075386,72,19.2,8.9
E00075387,78.6,15.2,6.2
E00075388,85.9,10.8,3.3
E00075389,77.2,16.6,6.3
E00075390,84.5,10.4,5.1
E00075391,87.5,8.6,3.9
E00075441,87.8,9.5,2.8
E00075442,79.1,14.9,6
E00075443,82.2,13.6,4.1
E00075444,81.6,13.7,4.7
E00075445,80.1,16.8,3.1
E00075446,85.2,11,3.8
E00075447,81.2,14,4.8
E00075448,81.4,16.3,2.3
E00075449,78.7,17.4,3.8
E00075450,82.3,15.6,2.1
E00075451,83.2,11.5,5.2
E00075452,87.9,8.9,3.2
E00075453,74.5,18.9,6.6
E00075454,84.9,10,5.2
E00075455,80.7,14.3,5
E00075456,88.4,10.4,1.2
E00075457,89.2,8.9,2
E00075458,79.8,15.4,4.8
E00075459,74.7,20,5.3
E00075460,83,12.9,4.1
E00075461,87.4,9.4,3.1
E00075462,82,11.7,6.4
E00075463,87.8,10.2,2
E00075464,82.7,13.7,3.7
E00075465,84.8,11.4,3.8
E00075466,84.2,12.7,3.2
E00075467,85.8,7.5,6.7
E00075468,80.6,13.1,6.3
E00075469,84.6,11.8,3.6
E00075470,79.1,16.1,4.7
E00075471,78.2,16.6,5.2
E00075472,86.3,9.6,4.2
E00075473,86.1,10.5,3.4
E00075474,90.3,6.9,2.8
E00075475,88.7,8.5,2.8
E00075476,81.9,11.1,7
E00075477,89,7.9,3.1
E00075478,82,13,5
E00075479,86.9,10.2,2.9
E00075480,79.3,14.8,5.9
E00075481,85,11.5,3.5
E00075482,85.5,10.9,3.5
E00075483,80.5,13.8,5.7
E00075484,85.9,10.6,3.5
E00075485,83.5,14.1,2.4
E00075486,78.8,14.5,6.7
E00075487,84.2,11.1,4.7
E00075488,85.1,12.1,2.9
E00075489,88.8,7.3,3.9
E00075490,80.9,14.2,4.9
E00075491,84.8,12.2,3
E00075492,85.8,9.3,4.9
E00075493,81,14.3,4.8
E00075494,79.6,15.1,5.3
E00075495,72.9,18.3,8.8
E00075496,76.3,15,8.7
E00075497,76.2,16.8,7
E00075498,86.5,10.3,3.1
E00075499,77.2,14.8,8
E00075500,77.6,14.3,8.2
E00075501,75.5,16.5,7.9
E00075502,74,17.6,8.4
E00075503,81.4,13.3,5.3
E00075504,79.4,15.2,5.3
E00075506,85.2,13.4,1.3
E00075507,82.6,13.6,3.8
E00075508,89.7,9.1,1.2
E00075509,86.4,10.7,2.8
E00075510,93.7,4.4,1.9
E00075511,90.3,9.4,0.3
E00075642,74.8,12.8,12.4
E00075797,75.8,15.8,8.4
E00075798,85.8,11,3.2
E00075809,87.1,12.6,0.4
E00075811,86.6,11.1,2.3
E00075812,86.4,11.2,2.4
E00075813,80.1,16,3.9
E00075827,80.7,16.4,2.9
E00189459,92.1,4.9,3
E00189472,79.9,13.9,6.3
E00189489,92.5,6.1,1.4
E00189494,90.1,5.4,4.5
E00189503,93.5,4.7,1.8
E00189507,83.4,10.5,6.1
E00189514,86.3,11,2.6
E00189520,87.9,7.7,4.4
E00189526,80.1,17.3,2.7
E00189532,51.9,31.2,16.9
E00189533,88.7,8.2,3
E00189540,84.2,10.5,5.3
E00189562,92.1,6.7,1.2
E00189569,91.9,4.8,3.3
E00189571,88.9,7.4,3.7
E00189587,85.7,10.7,3.6
