geography_code,heating_type_3a-001,heating_type_3a-002
E02002910,2.9,97.1
E02002924,3.4,96.6
E02003069,0.7,99.3
E02003071,1.2,98.8
E02003074,1.6,98.4
E02003076,0.6,99.4
E02003078,1.1,98.9
E02003079,0.8,99.2
E02003080,0.7,99.3
E02003081,0.8,99.2
E02003082,2.4,97.6
E02003084,1.9,98.1
E02003085,1.4,98.6
E02003086,1.6,98.4
E02003087,0.7,99.3
E02003089,0.8,99.2
E02003931,1.9,98.1
E02003932,3.6,96.4
E02004129,3.6,96.4
E02004130,1.5,98.5
E02004131,1.1,98.9
E02004132,2.5,97.5
E02004133,1.7,98.3
E02004135,2.2,97.8
E02004136,1.4,98.6
E02004149,1.2,98.8
E02004150,2.2,97.8
E02004151,1.4,98.6
E02004164,4,96
E02004165,1.5,98.5
E02004166,2.6,97.4
E02004167,2.1,97.9
E02004168,2.4,97.6
E02004169,2.1,97.9
E02004170,1.5,98.5
E02004171,2.7,97.3
E02004172,4.7,95.3
E02004173,3.8,96.2
E02004174,1.8,98.2
E02004175,3.6,96.4
E02004176,3.6,96.4
E02004177,2.7,97.3
E02004178,2.5,97.5
E02004179,1.3,98.7
E02004180,3.1,96.9
E02004181,1.8,98.2
E02004182,2.8,97.2
E02004183,1.3,98.7
E02004184,1.5,98.5
E02004185,1.3,98.7
E02004186,1.6,98.4
E02004187,3.5,96.5
E02004188,4.2,95.8
E02004220,2.2,97.8
E02004221,1.5,98.5
E02004222,2.9,97.1
E02004223,1.9,98.1
E02004224,4.2,95.8
E02004225,1.9,98.1
E02004226,4.8,95.2
E02004227,3.3,96.7
E02004228,5.2,94.8
E02004229,3.5,96.5
E02004230,2.1,97.9
E02006044,3.4,96.6
E02006062,1.1,98.9
E02006063,1.3,98.7
E02006064,1.7,98.3
E02006065,2,98
E02006066,1.5,98.5
E02006067,2.4,97.6
E02006068,2.7,97.3
E02006069,2.5,97.5
E02006070,2.2,97.8
E02006071,1.1,98.9
E02006072,1.9,98.1
E02006073,2.9,97.1
E02006074,1.6,98.4
E02006078,1.6,98.4
E02006081,1.6,98.4
E02006084,1.5,98.5
E02006093,1.2,98.8
E02006096,1,99
E02006097,1.5,98.5
E02006098,2.3,97.7
E02006099,1.4,98.6
E02006100,1.2,98.8
E02006101,2.5,97.5
E02006102,1.3,98.7
E02006103,1.6,98.4
E02006104,1.3,98.7
E02006105,2,98
E02006106,0.9,99.1
E02006107,1.5,98.5
E02006108,1.7,98.3
E02006109,1.2,98.8
E02006110,1.9,98.1
E02006111,1.3,98.7
E02006112,1.7,98.3
E02006113,2,98
E02006114,1.9,98.1
E02006115,2.3,97.7
E02006116,2.9,97.1
E02006117,3.7,96.3
E02006845,0.7,99.3
E02006846,0.8,99.2
E02007027,1.9,98.1
E02007028,0.4,99.6
W02000106,1.9,98.1
W02000107,2.3,97.7
W02000108,1.9,98.1
W02000109,1.4,98.6
W02000110,1.7,98.3
W02000111,2,98
W02000113,1.2,98.8
W02000114,1.4,98.6
W02000116,3.3,96.7
W02000117,2.6,97.4
W02000118,2,98
W02000120,2.5,97.5
W02000122,2.7,97.3
W02000123,2.7,97.3
W02000124,1.4,98.6
W02000125,2.9,97.1
W02000126,3.1,96.9
W02000127,2.2,97.8
W02000128,2,98
W02000129,1.9,98.1
W02000130,1.6,98.4
W02000131,1,99
W02000132,2,98
W02000133,1.7,98.3
