geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E02002910,97.2,2.3,0.5
E02002924,99.2,0.6,0.2
E02003069,98.3,1.5,0.2
E02003071,97.5,2.1,0.4
E02003074,96.9,2.6,0.6
E02003076,98.6,1.4,0.1
E02003078,98.5,1.3,0.2
E02003079,97.5,2.1,0.4
E02003080,96.4,3.2,0.4
E02003081,97.5,2.2,0.3
E02003082,92.4,6.3,1.3
E02003084,86.2,11.1,2.7
E02003085,92.9,5.9,1.3
E02003086,93.1,5.6,1.3
E02003087,97.7,2,0.3
E02003089,94.3,5,0.7
E02003931,98.9,0.9,0.2
E02003932,99.6,0.4,0.1
E02004129,98.5,1.3,0.3
E02004130,97.6,1.8,0.6
E02004131,98.8,1.1,0.1
E02004132,99.3,0.6,0.1
E02004133,98.2,1.6,0.2
E02004135,99.2,0.6,0.1
E02004136,98.5,1.3,0.1
E02004149,91.4,7.9,0.7
E02004150,90.4,7.7,1.8
E02004151,95.5,4,0.5
E02004164,99.4,0.5,0.1
E02004165,97.2,2.3,0.5
E02004166,98.9,0.9,0.2
E02004167,95.3,3.6,1
E02004168,94.6,4.2,1.2
E02004169,98.1,1.5,0.5
E02004170,94.7,3.7,1.6
E02004171,98.8,1.1,0.1
E02004172,99.3,0.6,0.1
E02004173,98.6,1.2,0.2
E02004174,96.3,3,0.8
E02004175,98.5,1.3,0.2
E02004176,98.9,0.9,0.1
E02004177,98.5,1.2,0.3
E02004178,98.6,1.2,0.2
E02004179,97.9,1.9,0.2
E02004180,99,0.9,0.2
E02004181,96.6,2.9,0.5
E02004182,95,4.1,0.9
E02004183,96.9,2.5,0.6
E02004184,97.7,1.8,0.6
E02004185,99.1,0.8,0.1
E02004186,98.7,1.1,0.1
E02004187,98.2,1.6,0.2
E02004188,99.3,0.6,0.1
E02004220,99.1,0.7,0.2
E02004221,99.3,0.6,0.1
E02004222,98.3,1.4,0.3
E02004223,99,0.9,0.2
E02004224,99,0.7,0.3
E02004225,98.5,1.4,0.1
E02004226,99.2,0.6,0.2
E02004227,98.9,0.8,0.3
E02004228,99.4,0.5,0.1
E02004229,98.4,1.4,0.2
E02004230,96.9,2.5,0.5
E02006044,99.2,0.7,0.1
E02006062,98.8,0.9,0.2
E02006063,99.3,0.6,0.1
E02006064,97.5,2.1,0.4
E02006065,96.9,2.7,0.4
E02006066,98.7,1.1,0.2
E02006067,98.7,1.2,0.1
E02006068,92,6.1,1.9
E02006069,84.5,12.2,3.3
E02006070,92.2,6.7,1.1
E02006071,95.7,3.6,0.7
E02006072,99.2,0.7,0.2
E02006073,91.1,6.9,2.1
E02006074,93.3,5.8,0.9
E02006078,97.9,1.7,0.4
E02006081,99.2,0.7,0.2
E02006084,99.3,0.7,0
E02006093,99.1,0.8,0.1
E02006096,92.9,5.6,1.6
E02006097,90.3,7.4,2.3
E02006098,99,0.8,0.2
E02006099,98.6,1.3,0.1
E02006100,94.1,5,0.9
E02006101,99.1,0.8,0.1
E02006102,94.3,4.7,1.1
E02006103,98.6,1.1,0.2
E02006104,95,4.5,0.6
E02006105,87.7,10.4,1.8
E02006106,94.7,4.7,0.6
E02006107,92.4,6.4,1.2
E02006108,89.3,8.9,1.8
E02006109,95.3,4.1,0.6
E02006110,96,3.3,0.7
E02006111,97.9,1.8,0.3
E02006112,97.2,2.6,0.2
E02006113,96.2,3.3,0.5
E02006114,97.3,2.5,0.3
E02006115,99.3,0.7,0.1
E02006116,98.8,1.1,0.1
E02006117,99.1,0.8,0.1
E02006845,95.7,3.7,0.6
E02006846,89.9,9.1,1
E02007027,97.9,1.9,0.3
E02007028,94.4,5,0.6
W02000106,98.5,1.1,0.4
W02000107,98.8,0.9,0.3
W02000108,99.3,0.5,0.2
W02000109,97.3,2.1,0.6
W02000110,99.1,0.6,0.3
W02000111,99.3,0.7,0.1
W02000113,93.3,5.6,1
W02000114,99,0.8,0.1
W02000116,98.7,1.1,0.2
W02000117,90.8,8.8,0.5
