geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E02002910,4.2,30.9,65
E02002924,5.2,28.5,66.4
E02003069,2.9,30.7,66.4
E02003071,3.6,37.3,59.1
E02003074,3.5,31.6,64.8
E02003076,4.9,25.8,69.4
E02003078,6.2,26.5,67.2
E02003079,4.3,24.7,71
E02003080,4.5,34.1,61.4
E02003081,4.7,28.5,66.8
E02003082,5.5,46.9,47.7
E02003084,7.2,46,46.8
E02003085,6,35.4,58.6
E02003086,6.6,39.3,54.1
E02003087,4.7,26.2,69.1
E02003089,5.8,29.1,65.2
E02003931,4.7,33.6,61.7
E02003932,6,23.3,70.7
E02004129,6.9,24.4,68.7
E02004130,4.5,39.9,55.7
E02004131,3.5,28.6,67.8
E02004132,4.6,23.6,71.8
E02004133,4.6,31.4,64
E02004135,3.8,27.6,68.5
E02004136,4.5,26.7,68.8
E02004149,10,27,63
E02004150,14.4,29.1,56.5
E02004151,6.1,24.9,69
E02004164,5.8,25.1,69.1
E02004165,5,24.8,70.3
E02004166,4.9,27,68.1
E02004167,4.4,33.7,61.9
E02004168,4.6,38.1,57.3
E02004169,5.4,24.6,69.9
E02004170,4.9,30.7,64.4
E02004171,4.7,26.4,68.9
E02004172,5.7,24.8,69.4
E02004173,5.7,25.7,68.6
E02004174,4,34.6,61.4
E02004175,5.1,41.6,53.3
E02004176,5.9,30.8,63.3
E02004177,5.3,33.3,61.4
E02004178,5.8,26.3,68
E02004179,3.8,29.7,66.5
E02004180,6,22.1,72
E02004181,4.3,33.8,61.9
E02004182,5.5,43.2,51.3
E02004183,5.3,33.3,61.3
E02004184,4.5,30.8,64.7
E02004185,4.7,26,69.3
E02004186,4.6,26,69.4
E02004187,5.3,28.5,66.2
E02004188,5.8,28.4,65.8
E02004220,3.1,38.2,58.7
E02004221,4,33.4,62.6
E02004222,4.7,40.3,55
E02004223,4.9,29.8,65.3
E02004224,6.5,25.1,68.3
E02004225,4.7,31.7,63.6
E02004226,6,26.8,67.2
E02004227,5.6,28.2,66.1
E02004228,6.3,25,68.7
E02004229,7,24.3,68.7
E02004230,3.9,35,61
E02006044,3.4,27,69.6
E02006062,5.3,26.1,68.6
E02006063,5.8,21.9,72.3
E02006064,4.6,39.7,55.7
E02006065,4.8,31,64.2
E02006066,5.3,25.8,68.9
E02006067,5.4,29.2,65.4
E02006068,7.1,28.8,64.1
E02006069,7.4,39.2,53.3
E02006070,4.5,27.4,68.1
E02006071,5.4,24.8,69.7
E02006072,5.4,23.9,70.6
E02006073,7.4,32.3,60.3
