geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E02002910,49.9,35.2,12.1,2.6,0.2
E02002924,50,35.5,12.2,2.2,0.1
E02003069,61.1,30.9,7,1,0.1
E02003071,47.7,34.9,13.3,3.8,0.3
E02003074,51.8,33.7,12.4,1.9,0.1
E02003076,54.6,33.2,9.9,2.3,0.1
E02003078,51,34.9,12,1.9,0.2
E02003079,51.5,36.1,10.6,1.8,0.1
E02003080,40.1,38.8,17.8,3.1,0.1
E02003081,49.3,36.2,12.4,2,0.2
E02003082,46.5,34.2,14.1,4.7,0.5
E02003084,38.4,34.9,19,6.7,1.1
E02003085,33.3,33.6,23.8,8.5,0.8
E02003086,43.7,37,14.9,4.2,0.3
E02003087,48.8,36.3,12.6,2.2,0.1
E02003089,44.7,36.1,15.6,3.5,0
E02003931,44.8,35.9,14.8,4.1,0.4
E02003932,49,35.9,12.8,2.2,0.2
E02004129,51.4,35.7,11.6,1.3,0
E02004130,41.2,39.2,15.9,3.6,0.2
E02004131,49.9,36.3,11.8,1.8,0.2
E02004132,55.1,33.9,9.8,1.2,0
E02004133,47.6,36,13.9,2.5,0.1
E02004135,50.8,37.1,10.6,1.5,0.1
E02004136,54.2,34.5,9.3,1.9,0.1
E02004149,55.1,34.9,8.6,1.4,0.1
E02004150,44.5,34.1,15.5,5.3,0.5
E02004151,50.7,32.4,13,3.5,0.3
E02004164,52.4,35.1,10.8,1.6,0.1
E02004165,52.6,35.6,10.1,1.6,0.1
E02004166,51.7,34.7,11.2,2.5,0
E02004167,41.4,34.8,18.9,4.6,0.3
E02004168,39.1,37.3,17.9,5.3,0.3
E02004169,52.3,34.4,11.4,1.9,0
E02004170,47.3,36.3,13.9,2.4,0.1
E02004171,55.4,32.2,10.7,1.6,0.1
E02004172,48.2,35.2,14.3,2.1,0.2
E02004173,51,34.8,11.7,2.4,0.1
E02004174,47.5,35.6,13.4,3.3,0.2
E02004175,41.5,36.2,15.9,5.7,0.7
E02004176,47.3,35.5,14.2,3,0.2
E02004177,43.8,36.2,15.8,3.8,0.3
E02004178,57.3,33.8,7.8,1,0.1
E02004179,52.5,34.2,11.6,1.6,0.1
E02004180,54.5,33.3,10.2,1.9,0
E02004181,48.3,33.1,14.9,3.5,0.2
E02004182,37.2,36.5,20.3,5.5,0.5
E02004183,43.1,38.3,15.4,3.1,0.2
E02004184,47.6,32,15.9,4.4,0.2
E02004185,49.1,37.1,12.3,1.5,0.1
E02004186,52.3,33.5,11.8,2.3,0.1
E02004187,48.1,35.6,13.5,2.6,0.2
E02004188,46.4,36.1,15.3,2,0.2
E02004220,44,37.5,15.2,3.2,0.2
E02004221,48.6,37,12.2,2.2,0.1
E02004222,44.2,33.4,17.3,4.5,0.5
E02004223,45.6,34.5,15.7,4,0.2
E02004224,49.5,35.9,12.4,2,0.1
E02004225,45.2,36.4,15.6,2.5,0.2
E02004226,48.4,36.3,12.9,2.2,0.2
E02004227,44.8,36.4,15.6,3,0.2
E02004228,45.7,36.9,14.9,2.4,0.1
E02004229,48.9,35,13,2.8,0.3
E02004230,43.8,36.6,16,3.4,0.3
E02006044,52.4,36.4,9.7,1.5,0
E02006062,47.3,37.4,12.9,2.3,0.2
E02006063,57,33.4,8.7,0.9,0
E02006064,41.3,37.5,17.7,3.3,0.2
E02006065,36.4,37.5,20.5,5.3,0.3
E02006066,47.5,36.3,13.8,2.3,0.1
E02006067,52.2,34,11.9,1.9,0.1
E02006068,35.4,36.9,20.3,7,0.5
E02006069,41.3,36.3,17.2,5,0.2
E02006070,52.8,33.1,12,2,0.1
E02006071,56,32.3,10,1.6,0.1
E02006072,51.2,35.9,11.1,1.7,0.1
E02006073,36.3,34.8,21.8,6.6,0.5
E02006074,54.4,33,10.2,2.3,0.1
E02006078,51.2,36.1,11.1,1.6,0.1
E02006081,51.8,34.9,11.4,1.8,0.2
E02006084,52.3,36,9.8,1.8,0.1
E02006093,50.4,35.1,11.8,2.7,0.1
E02006096,45.3,36.1,14.9,3.5,0.2
E02006097,39.1,39.4,16.9,4.3,0.2
E02006098,52.3,35.1,10.5,2,0.1
E02006099,57.1,31.7,9.7,1.6,0
E02006100,56.2,32.4,9.5,1.8,0
E02006101,53.3,34.1,10.6,2,0
E02006102,38.8,36.9,18.1,6.1,0.2
E02006103,51.4,35.2,11.4,1.9,0.1
E02006104,58.6,29.4,10.2,1.8,0.1
E02006105,54.3,30.9,12,2.7,0.1
E02006106,54.9,31.7,11.2,2.2,0
E02006107,39,35.2,19.6,5.8,0.4
E02006108,48.6,34.4,13.5,3.4,0.2
E02006109,57.5,33,8.7,0.7,0.1
E02006110,48.6,33.6,14.3,3.3,0.2
E02006111,52.3,35.7,10.1,1.8,0.1
E02006112,57.8,31.5,9.3,1.4,0.1
E02006113,42.8,38.6,15.2,3.2,0.2
E02006114,43.3,37.8,15.7,3.2,0.1
E02006115,40.6,36.6,18.2,4.5,0.1
E02006116,49.2,36.7,11.8,2.2,0
E02006117,48.3,35.9,13.2,2.6,0
E02006845,54.2,32.1,11.4,2.2,0
E02006846,57.2,30.3,10.1,2.3,0.2
E02007027,57.5,30.3,10.2,1.9,0.1
E02007028,65.2,25.8,7.1,1.7,0.3
W02000106,49.5,34.8,13.3,2.3,0.1
W02000107,48.6,36.1,13.3,2,0.1
W02000108,47.7,35.8,13.8,2.6,0.1
W02000109,42.9,33.8,17.4,5.5,0.3
W02000110,50,33.9,13.8,2.3,0
W02000111,52.3,35.3,10.3,2.1,0.1
W02000113,48.5,34.5,13.9,2.9,0.2
W02000114,54.9,34,9.2,1.9,0.1
W02000116,51.6,33.7,12.4,2.2,0.1
W02000117,46.2,37.2,13.5,3,0.2
W02000118,48.6,33.6,13.8,3.9,0.1
