geography_code,disability_3a-001,disability_3a-002
E02002910,19.5,80.5
E02002924,18.2,81.8
E02003069,17.9,82.1
E02003071,21.5,78.5
E02003074,16.6,83.4
E02003076,17.6,82.4
E02003078,18.8,81.2
E02003079,16.8,83.2
E02003080,23.9,76.1
E02003081,19.8,80.2
E02003082,24.2,75.8
E02003084,26.1,73.9
E02003085,26.6,73.4
E02003086,26.1,73.9
E02003087,20,80
E02003089,21.8,78.2
E02003931,22,78
E02003932,18.7,81.3
E02004129,17,83
E02004130,24,76
E02004131,19.4,80.6
E02004132,16,84
E02004133,20.4,79.6
E02004135,19.8,80.2
E02004136,17.2,82.8
E02004149,15.2,84.8
E02004150,18.7,81.3
E02004151,18.8,81.2
E02004164,17.2,82.8
E02004165,17.6,82.4
E02004166,16.8,83.2
E02004167,20.8,79.2
E02004168,21.9,78.1
E02004169,16.5,83.5
E02004170,18.8,81.2
E02004171,17.1,82.9
E02004172,19.1,80.9
E02004173,18.8,81.2
E02004174,19.5,80.5
E02004175,24.3,75.7
E02004176,20,80
E02004177,21.5,78.5
E02004178,15.4,84.6
E02004179,17.2,82.8
E02004180,17.3,82.7
E02004181,19.5,80.5
E02004182,23,77
E02004183,21.8,78.2
E02004184,20,80
E02004185,20,80
E02004186,17.4,82.6
E02004187,19.3,80.7
E02004188,20.2,79.8
E02004220,24.1,75.9
E02004221,23.1,76.9
E02004222,22.6,77.4
E02004223,20.5,79.5
E02004224,19.4,80.6
E02004225,22.6,77.4
E02004226,19.1,80.9
E02004227,20.5,79.5
E02004228,21,79
E02004229,20.3,79.7
E02004230,21.6,78.4
E02006044,17.6,82.4
E02006062,20.8,79.2
E02006063,15.9,84.1
E02006064,26.4,73.6
E02006065,24.3,75.7
E02006066,19.4,80.6
E02006067,18.1,81.9
E02006068,22,78
E02006069,19.3,80.7
E02006070,15.5,84.5
E02006071,15.4,84.6
E02006072,17.4,82.6
E02006073,21.5,78.5
E02006074,16.1,83.9
E02006078,19.2,80.8
E02006081,17.9,82.1
E02006084,19.1,80.9
E02006093,18.4,81.6
E02006096,19.1,80.9
E02006097,20.8,79.2
E02006098,18.6,81.4
E02006099,16.5,83.5
E02006100,16.3,83.7
E02006101,18.5,81.5
E02006102,23.6,76.4
E02006103,18.4,81.6
E02006104,15,85
E02006105,16.7,83.3
E02006106,17.1,82.9
E02006107,21.8,78.2
E02006108,20.9,79.1
E02006109,15.5,84.5
E02006110,19.5,80.5
E02006111,19.3,80.7
E02006112,16.3,83.7
E02006113,23,77
E02006114,24.5,75.5
E02006115,24.7,75.3
E02006116,20.5,79.5
E02006117,20.8,79.2
E02006845,17.2,82.8
E02006846,14.3,85.7
E02007027,15.5,84.5
E02007028,12.8,87.2
W02000106,18.7,81.3
W02000107,19.9,80.1
W02000108,21.1,78.9
W02000109,25.2,74.8
W02000110,19.2,80.8
W02000111,19.2,80.8
W02000113,20.1,79.9
W02000114,18,82
W02000116,20.1,79.9
W02000117,21.9,78.1
W02000118,21.3,78.7
W02000120,21.7,78.3
W02000122,20.7,79.3
W02000123,22.2,77.8
W02000124,25,75
W02000125,23.6,76.4
W02000126,20.3,79.7
W02000127,21.4,78.6
W02000128,20,80
W02000129,19.1,80.9
W02000130,22.6,77.4
W02000131,21.5,78.5
W02000132,20.5,79.5
W02000133,20.8,79.2
W02000134,21.5,78.5
W02000135,24.2,75.8
W02000136,23.4,76.6
W02000137,23.8,76.2
W02000138,24.5,75.5
W02000139,21.6,78.4
W02000140,24.2,75.8
W02000141,22.7,77.3
W02000142,22.7,77.3
W02000143,20.8,79.2
W02000144,22.9,77.1
W02000145,21.5,78.5
W02000146,20.2,79.8
W02000147,19.1,80.9
W02000148,20.7,79.3
W02000149,22.5,77.5
W02000151,25.7,74.3
W02000152,24.9,75.1
W02000153,22.1,77.9
W02000154,25.1,74.9
W02000156,23.1,76.9
W02000157,22.2,77.8
W02000158,19.7,80.3
W02000159,27.5,72.5
W02000160,21.9,78.1
W02000161,24.9,75.1
W02000162,25.6,74.4
W02000163,23,77
W02000164,22.4,77.6
W02000165,24.6,75.4
W02000166,23.2,76.8
W02000167,27.1,72.9
W02000168,22.5,77.5
W02000169,24.1,75.9
W02000170,21.9,78.1
W02000171,17.2,82.8
W02000172,23.4,76.6
W02000173,18.3,81.7
W02000174,20.3,79.7
W02000175,26.4,73.6
W02000176,25.6,74.4
W02000177,21.3,78.7
W02000178,25.9,74.1
W02000179,21.8,78.2
W02000180,26.5,73.5
W02000181,26.5,73.5
W02000182,23.3,76.7
W02000183,24.4,75.6
W02000184,25.2,74.8
W02000185,19.2,80.8
W02000186,27,73
W02000188,21.8,78.2
W02000189,24.3,75.7
W02000191,19.4,80.6
W02000192,26.9,73.1
W02000193,19.6,80.4
W02000194,18.7,81.3
W02000195,16.5,83.5
W02000196,23.6,76.4
W02000197,19,81
W02000198,18.2,81.8
W02000200,26.4,73.6
W02000201,24.9,75.1
W02000202,23.5,76.5
W02000204,19.4,80.6
W02000205,26.5,73.5
W02000206,30.8,69.2
W02000207,22.2,77.8
W02000208,20.7,79.3
W02000210,25.5,74.5
W02000211,28,72
W02000212,24.9,75.1
W02000213,21.3,78.7
W02000214,30.2,69.8
W02000215,26.6,73.4
W02000216,23.4,76.6
W02000217,21.6,78.4
W02000218,27.5,72.5
W02000219,24.4,75.6
W02000220,25.4,74.6
W02000221,25.8,74.2
W02000222,22.7,77.3
W02000223,22.3,77.7
W02000224,23.1,76.9
W02000225,24.9,75.1
W02000226,20.4,79.6
W02000227,22.7,77.3
W02000228,18.8,81.2
W02000229,25.1,74.9
W02000230,19.5,80.5
W02000231,24.4,75.6
W02000232,18.8,81.2
W02000233,23.4,76.6
W02000234,17.7,82.3
W02000235,22.6,77.4
W02000236,24.7,75.3
W02000237,14.4,85.6
W02000238,17.1,82.9
W02000239,14.8,85.2
W02000240,18,82
W02000241,18.7,81.3
W02000242,18.5,81.5
W02000243,25.5,74.5
W02000244,17.9,82.1
W02000245,22.4,77.6
W02000246,18.3,81.7
W02000247,20.1,79.9
W02000248,23.7,76.3
W02000249,25.3,74.7
W02000250,18.9,81.1
W02000251,21.3,78.7
W02000252,27.9,72.1
W02000253,24.9,75.1
W02000254,25.1,74.9
W02000255,24.8,75.2
W02000256,24.6,75.4
W02000257,25.2,74.8
W02000258,27.7,72.3
W02000259,27.9,72.1
W02000260,28.9,71.1
W02000261,23.8,76.2
W02000262,22.9,77.1
W02000263,24.4,75.6
W02000264,26.1,73.9
W02000265,26.1,73.9
W02000266,25,75
W02000267,24.4,75.6
W02000268,25.2,74.8
W02000269,25.8,74.2
W02000270,21.8,78.2
W02000271,26.6,73.4
W02000272,23,77
W02000273,22.7,77.3
W02000274,23.7,76.3
W02000275,24.4,75.6
W02000276,21.2,78.8
W02000277,22.8,77.2
W02000278,15.3,84.7
W02000279,21.2,78.8
W02000280,17.7,82.3
W02000281,21.3,78.7
W02000282,17.3,82.7
W02000284,22.8,77.2
W02000285,21.7,78.3
W02000286,27.3,72.7
W02000287,20.2,79.8
W02000288,26,74
W02000289,23.1,76.9
W02000290,27.8,72.2
W02000291,26.3,73.7
W02000292,27.1,72.9
W02000293,26.9,73.1
W02000294,24.9,75.1
W02000295,21.1,78.9
W02000296,26.9,73.1
W02000297,25.3,74.7
W02000298,21.7,78.3
W02000299,24.5,75.5
W02000300,23.1,76.9
W02000301,22.5,77.5
W02000302,21.7,78.3
W02000303,21.6,78.4
W02000304,23.4,76.6
W02000305,23.7,76.3
W02000306,24.4,75.6
W02000307,23,77
W02000308,24.2,75.8
W02000309,23.2,76.8
W02000310,20.8,79.2
W02000311,24.3,75.7
W02000312,24,76
W02000313,18.5,81.5
W02000314,24.8,75.2
W02000315,24.3,75.7
W02000316,25.6,74.4
W02000317,23.6,76.4
W02000318,24.6,75.4
W02000319,25.2,74.8
W02000320,23.3,76.7
W02000321,25.4,74.6
W02000322,27.6,72.4
W02000323,23.2,76.8
