geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E02002910,73,3.8,23.2
E02002924,77.9,1.8,20.3
E02003069,86.3,3.9,9.8
E02003071,81.8,3.7,14.6
E02003074,82.1,4.5,13.3
E02003076,85.6,2.2,12.2
E02003078,86,2.2,11.8
E02003079,83.2,3.3,13.5
E02003080,76.7,4.5,18.8
E02003081,82.4,3,14.6
E02003082,75.7,9.6,14.6
E02003084,64.4,16,19.6
E02003085,61.1,8.3,30.6
E02003086,75.4,8.4,16.2
E02003087,82.4,3.3,14.4
E02003089,74.9,5.9,19.3
E02003931,77.2,1.7,21.1
E02003932,75.5,1.3,23.2
E02004129,80.5,2.5,17
E02004130,74.9,3.4,21.7
E02004131,78.4,2.1,19.5
E02004132,84.7,1.7,13.7
E02004133,76.6,2.9,20.5
E02004135,83,1.9,15.1
E02004136,84.1,2.5,13.5
E02004149,82.6,11.6,5.7
E02004150,74,10.3,15.7
E02004151,78.6,5.3,16.1
E02004164,81.6,1.4,17
E02004165,79.7,3.7,16.6
E02004166,80.4,2.1,17.5
E02004167,68.5,5.7,25.8
E02004168,69.6,6.6,23.8
E02004169,80.3,2.7,17
E02004170,74.5,6.1,19.4
E02004171,83.9,2.4,13.7
E02004172,79.3,1.6,19.1
E02004173,80,2.8,17.2
E02004174,73.9,4.7,21.5
E02004175,74.1,2.7,23.2
E02004176,79.6,2.3,18.1
E02004177,78.2,2.2,19.6
E02004178,86.5,2.7,10.8
E02004179,82.1,3.3,14.7
E02004180,81,1.9,17.1
E02004181,75.4,5.1,19.5
E02004182,67.1,6.4,26.5
E02004183,75.4,4.6,20
E02004184,73.5,3,23.5
E02004185,80.5,1.4,18.1
E02004186,79.9,2.2,17.9
E02004187,74.1,2.7,23.2
E02004188,76.6,1.5,21.9
E02004220,78.1,1.5,20.4
E02004221,82.7,1.5,15.8
E02004222,75.9,2.6,21.5
E02004223,72.5,1.8,25.7
E02004224,77.3,2.1,20.5
E02004225,71.6,2.2,26.2
E02004226,77.2,1.5,21.3
E02004227,74.1,1.7,24.3
E02004228,76.3,1.4,22.3
E02004229,75.1,2.6,22.3
E02004230,72.7,3.9,23.4
E02006044,79.1,1.9,18.9
E02006062,82.4,2.1,15.5
E02006063,88.2,1.5,10.3
E02006064,76.3,3.1,20.6
E02006065,71.5,4.3,24.2
E02006066,78,1.9,20.2
E02006067,81.3,2.6,16.1
E02006068,58,10.3,31.8
E02006069,57,20.4,22.6
E02006070,71.3,9.3,19.3
E02006071,80.3,5.7,14
E02006072,83.4,1.4,15.2
E02006073,59.9,10.9,29.2
E02006074,73.7,8.3,18
E02006078,79.9,3.2,16.9
E02006081,81.5,1.6,16.9
E02006084,82,1.7,16.4
E02006093,77.9,1.8,20.3
E02006096,70.9,7.9,21.2
E02006097,62.9,11.4,25.8
E02006098,80.6,2,17.4
E02006099,83,2.6,14.4
E02006100,78.1,7.8,14.1
E02006101,81.4,2.1,16.5
E02006102,65.6,6.6,27.8
E02006103,82.6,2.2,15.2
E02006104,79.4,6.3,14.3
E02006105,69.6,15,15.4
E02006106,76.8,7.1,16.1
E02006107,64.5,8.2,27.3
E02006108,70.6,13.5,15.8
E02006109,81.7,6.2,12.1
E02006110,72.1,5.1,22.8
E02006111,80.1,3.3,16.6
E02006112,83.9,4.2,11.9
E02006113,73.8,5.4,20.8
E02006114,72.7,3.7,23.6
E02006115,72.7,1.6,25.7
E02006116,79.5,2.1,18.4
E02006117,77.1,1.3,21.7
E02006845,80.3,5.4,14.3
E02006846,74.9,11.9,13.2
E02007027,83,3.1,13.9
E02007028,80.3,6.2,13.5
W02000106,75.5,2.8,21.7
W02000107,73.2,2,24.8
W02000108,72.9,1.3,25.8
W02000109,68,3.9,28.1
W02000110,75.6,1.8,22.6
W02000111,78.9,1.7,19.4
W02000113,72.9,7.2,19.9
W02000114,84.5,2.1,13.4
W02000116,76.3,2.5,21.2
W02000117,73.1,14.7,12.2
W02000118,72,7.8,20.2
W02000120,72.5,2,25.5
W02000122,74.1,1.7,24.2
W02000123,65.6,5.7,28.6
W02000124,70.2,2.2,27.6
W02000125,69.6,2.2,28.2
W02000126,75.4,1.7,22.8
W02000127,71.9,2.7,25.4
W02000128,76.3,1.6,22.1
W02000129,75.9,2.2,21.9
W02000130,67.7,4.9,27.4
W02000131,70.1,2.8,27.2
W02000132,77.1,1.9,21
W02000133,77.3,2.1,20.6
W02000134,78,1.5,20.6
W02000135,69,3.4,27.6
W02000136,77.5,2.4,20.1
W02000137,67.2,2.5,30.4
W02000138,68.5,2.1,29.4
W02000139,81.1,1.4,17.5
W02000140,69.5,1.9,28.6
W02000141,80,2.7,17.3
W02000142,66.3,3.9,29.8
W02000143,71.4,2.7,25.9
W02000144,71.1,1.6,27.3
W02000145,74.8,2,23.2
W02000146,78.2,2.1,19.7
W02000147,74.9,4.7,20.4
W02000148,70,6.7,23.3
W02000149,72.5,4.8,22.7
W02000151,71.8,1.4,26.7
W02000152,76.9,1.5,21.6
W02000153,76.9,1.7,21.4
W02000154,75.1,2.1,22.8
W02000156,76.5,1.6,22
W02000157,76.9,1.4,21.8
W02000158,81.4,2.1,16.5
W02000159,73,1.3,25.7
W02000160,81.5,2,16.5
W02000161,73.5,3.2,23.3
W02000162,78.4,1.6,20
W02000163,72.4,5.4,22.2
W02000164,77.2,4,18.8
W02000165,70.5,7.1,22.4
W02000166,74.8,3.1,22.2
W02000167,64.9,9.3,25.8
W02000168,79.5,1.3,19.1
W02000169,78.4,2.3,19.3
W02000170,80.1,4.2,15.7
W02000171,85.9,2.2,11.8
W02000172,79.2,2.3,18.4
W02000173,83.5,2.9,13.6
W02000174,84.5,1.2,14.3
W02000175,73.5,5.9,20.6
W02000176,77.2,3.7,19.2
W02000177,78.9,4,17.1
W02000178,61.5,8.9,29.6
W02000179,84.3,1.8,13.9
W02000180,73.8,4.4,21.9
W02000181,72,5,23.1
W02000182,79.3,3.7,17
W02000183,70.3,10.1,19.6
W02000184,78.7,4.1,17.2
W02000185,85.8,1.5,12.7
W02000186,61.1,9.8,29.1
W02000188,71.9,10.5,17.6
W02000189,82.5,5.1,12.4
W02000191,81.9,8.6,9.5
W02000192,66.7,17.5,15.8
W02000193,79.4,11.3,9.4
W02000194,84.3,7.9,7.8
W02000195,88.5,2.5,9.1
W02000196,83.4,3.3,13.3
W02000197,87.9,1.9,10.2
W02000198,89.2,3.3,7.5
W02000200,77.6,1.1,21.3
W02000201,78.8,0.8,20.4
W02000202,81,1.3,17.7
W02000204,87.2,1.1,11.7
W02000205,81.5,1.5,17
W02000206,73.6,2.3,24.2
W02000207,85.4,0.8,13.8
W02000208,80,4.1,15.9
W02000210,76.8,1.9,21.3
W02000211,73,2.4,24.6
W02000212,80.7,0.8,18.5
W02000213,85.4,2.1,12.5
W02000214,73.6,1.8,24.6
W02000215,73.8,3.5,22.7
W02000216,78.4,2.5,19.1
W02000217,80.7,1.7,17.6
W02000218,71.6,1.2,27.2
W02000219,81.1,0.9,18
W02000220,75.2,0.9,23.9
W02000221,72.5,1.3,26.3
W02000222,82.1,0.9,17.1
W02000223,78.1,1.8,20.1
W02000224,78.3,2.1,19.6
W02000225,77.4,1.3,21.3
W02000226,83.2,1.6,15.2
W02000227,77.4,1.6,21
W02000228,82,4,13.9
W02000229,76.3,3.2,20.5
W02000230,86.1,2.2,11.7
W02000231,71.1,6.9,22
W02000232,83.5,3.3,13.2
W02000233,75.7,4.2,20.1
W02000234,84.7,3.2,12
W02000235,86.5,1.1,12.4
W02000236,84,1.1,14.9
W02000237,90,1.5,8.5
W02000238,90.1,2.5,7.4
W02000239,90.5,1.8,7.7
W02000240,84.7,3.7,11.6
W02000241,85,5.1,10
W02000242,87,2.2,10.7
W02000243,75.3,1.9,22.9
W02000244,88.2,2.5,9.3
W02000245,82.7,1.7,15.6
W02000246,90,1.3,8.7
W02000247,82.6,4.2,13.2
W02000248,77.2,2.5,20.3
W02000249,78.2,2.1,19.7
W02000250,85,1.8,13.2
W02000251,83.1,2.6,14.3
W02000252,75.5,1.1,23.4
W02000253,76.1,2.2,21.7
W02000254,78.2,1.5,20.3
W02000255,79.7,1.2,19.1
W02000256,74,1.9,24.1
W02000257,77,1.4,21.6
W02000258,73.4,1.5,25.1
W02000259,72.6,2.2,25.2
W02000260,70.9,1.1,28
W02000261,78,0.9,21
W02000262,77.3,0.9,21.7
W02000263,78.7,1.6,19.7
W02000264,72,1.7,26.4
W02000265,75.6,1.1,23.3
W02000266,75.5,2.2,22.3
W02000267,75,2.3,22.7
W02000268,76.1,1.4,22.5
W02000269,75.1,1.3,23.5
W02000270,78.6,2.7,18.7
W02000271,74.6,1.6,23.9
W02000272,79,4.1,16.9
W02000273,67.8,12.2,20
W02000274,79.3,1.4,19.2
W02000275,78.4,2.1,19.5
W02000276,81.5,2.1,16.4
W02000277,80.1,1.9,18
W02000278,89.2,1.5,9.3
W02000279,81.9,1.6,16.5
W02000280,83.7,1.7,14.6
W02000281,83.9,2.6,13.5
W02000282,85.9,1.9,12.2
W02000284,73.7,6,20.3
W02000285,81.9,3.4,14.8
W02000286,69,7.9,23.1
W02000287,81.4,2.6,16
W02000288,74.8,1.6,23.7
W02000289,79.9,1.3,18.8
W02000290,72.7,1,26.4
W02000291,70.4,0.8,28.8
W02000292,75.3,1.2,23.5
W02000293,70.5,1.7,27.8
W02000294,79.1,1,19.9
W02000295,79.5,1.1,19.4
W02000296,75,1.6,23.4
W02000297,78.4,0.8,20.7
W02000298,79.2,2.2,18.6
W02000299,76.2,1.3,22.5
W02000300,76.9,1.5,21.5
W02000301,79.2,1.3,19.5
W02000302,81.3,1.7,17
W02000303,78.8,1.9,19.3
W02000304,77.9,1.5,20.6
W02000305,75.6,2.7,21.7
W02000306,78.7,1.9,19.4
W02000307,76.1,1.3,22.5
W02000308,78.2,2,19.8
W02000309,80.9,1.6,17.5
W02000310,79.1,2,18.9
W02000311,77.7,2.4,19.9
W02000312,81,1.6,17.4
W02000313,86.1,2,11.9
W02000314,72.8,1.7,25.6
W02000315,72.2,1.9,25.8
W02000316,74.6,2,23.4
W02000317,74,1.7,24.3
W02000318,71.5,1.4,27.2
W02000319,74.1,2.1,23.8
W02000320,72.5,2.8,24.8
W02000321,70.4,3,26.5
W02000322,69.7,2.4,27.9
W02000323,72.5,1.3,26.1
W02000324,72.9,1.1,26
W02000325,69.1,1.3,29.6
W02000326,74.5,1.7,23.7
W02000327,83.4,1.1,15.5
W02000328,80.7,1.2,18.2
W02000329,77.8,1.7,20.5
W02000330,81.3,1.9,16.8
W02000331,70.1,2.2,27.7
W02000332,72,2.7,25.2
W02000333,79.6,1.5,18.9
W02000334,82.7,1.8,15.5
W02000335,83.3,3.4,13.3
W02000336,80.7,3.9,15.4
W02000337,74,2.7,23.3
W02000338,80.8,1.6,17.6
W02000340,82.9,1.4,15.7
W02000341,84.7,1.9,13.4
W02000346,86.7,1.7,11.5
W02000347,85.6,2.5,11.9
W02000348,80,3.3,16.8
W02000349,70.1,4.6,25.2
W02000350,83.7,3.8,12.6
W02000351,77.2,4.7,18.1
W02000352,74.1,6,19.9
W02000353,78.1,6.4,15.5
W02000354,80.6,4.6,14.8
W02000355,86.6,2.9,10.5
W02000356,68.9,4.8,26.3
W02000357,74.2,12,13.8
W02000358,86,4.2,9.8
W02000359,67.8,17,15.2
W02000360,68.6,14.4,17.1
W02000361,72.3,7.4,20.3
W02000362,85.7,2.7,11.6
W02000363,79.8,3.8,16.4
W02000364,67.7,16.5,15.8
W02000365,71.9,7,21.1
W02000366,87.6,3.9,8.6
W02000367,90.2,3.7,6.1
W02000368,87,3.5,9.5
W02000369,83.9,7.7,8.4
W02000370,89.2,2.5,8.3
W02000371,81.3,4.7,14
W02000372,89.3,3.3,7.4
W02000373,74.9,5.3,19.8
W02000374,88.8,4.4,6.8
W02000375,76.2,7.7,16.1
W02000376,83.5,3.7,12.8
W02000377,80.1,6.7,13.2
W02000378,86.3,3.9,9.8
W02000379,70.5,7.8,21.7
W02000380,89.2,2.9,7.9
W02000381,77.5,6,16.5
