geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E02002910,93.8,3.9,1.2,0.7,0.4
E02002924,95.4,3.8,0.4,0.2,0.2
E02003069,93.1,4.2,1.2,0.9,0.5
E02003071,93.2,4.3,1.3,0.7,0.5
E02003074,93,4.4,1.6,0.7,0.3
E02003076,94.8,3.9,0.6,0.5,0.2
E02003078,95.3,3.2,0.7,0.5,0.4
E02003079,94.1,3.6,1.2,0.7,0.4
E02003080,92.6,5.2,0.9,1,0.3
E02003081,93.7,4.5,0.9,0.5,0.3
E02003082,86.4,6.6,3,2.2,1.9
E02003084,79.4,9.1,4.7,4,2.7
E02003085,89,6.2,2.3,1.7,0.8
E02003086,88,6.6,2.3,1.8,1.3
E02003087,94.2,4.2,1,0.4,0.3
E02003089,90.3,5.3,1.8,1.3,1.2
E02003931,96,2.6,0.5,0.6,0.4
E02003932,96.4,2.8,0.3,0.2,0.2
E02004129,93.7,4.3,0.9,0.4,0.6
E02004130,93.5,4,1.3,0.6,0.6
E02004131,95.4,3.2,0.7,0.5,0.2
E02004132,95.1,3.8,0.4,0.4,0.2
E02004133,93.8,4.1,1.2,0.4,0.5
E02004135,94.9,3.8,0.8,0.3,0.3
E02004136,93.9,4.3,0.8,0.5,0.4
E02004149,81.9,6.1,2.2,2.2,7.6
E02004150,83.9,7.5,3.6,2.7,2.3
E02004151,91,5.5,1.4,1.2,0.8
E02004164,95.7,3.6,0.2,0.4,0.2
E02004165,93.9,4.2,1.1,0.5,0.3
E02004166,95.2,3.6,0.5,0.4,0.3
E02004167,92.1,4.2,1.7,1,1.1
E02004168,91.4,4.2,2,1.6,0.8
E02004169,95.1,3.4,0.6,0.4,0.4
E02004170,91.8,4.4,1.8,1.4,0.6
E02004171,94,4.3,0.9,0.5,0.2
E02004172,95.9,3.1,0.6,0.2,0.3
E02004173,94,4.2,0.7,0.6,0.4
E02004174,92.5,4.3,1.5,1,0.7
E02004175,95.4,3,0.5,0.7,0.4
E02004176,95.1,3.4,0.8,0.4,0.3
E02004177,95.9,2.7,0.7,0.3,0.4
E02004178,94.8,3.7,0.5,0.6,0.5
E02004179,93,4.2,0.9,0.9,1
E02004180,95.4,3.7,0.4,0.1,0.4
E02004181,91.8,4.5,0.8,1.1,1.8
E02004182,90.4,5,1.2,1.4,2
E02004183,92.6,4.4,0.8,1.1,1
E02004184,94.7,3.4,0.9,0.5,0.5
E02004185,96.3,2.8,0.4,0.3,0.2
E02004186,95.6,3.1,0.7,0.4,0.3
E02004187,95,3.1,0.6,0.5,0.8
E02004188,96.3,2.8,0.4,0.4,0.2
E02004220,96.2,3,0.3,0.3,0.2
E02004221,96,3,0.4,0.2,0.3
E02004222,94.9,3.2,0.7,0.3,0.9
