geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E02002910,6.2,23.1,42.6,28.1
E02002924,4.7,18.9,42,34.5
E02003069,8.3,25.2,31.9,34.5
E02003071,16.6,27,39,17.4
E02003074,10.5,26.1,45.1,18.3
E02003076,5.2,19,40.9,34.9
E02003078,5.7,20.7,34.6,38.9
E02003079,6.1,23.4,38.4,32.1
E02003080,8.2,29.2,50.3,12.2
E02003081,6.2,23,50.1,20.7
E02003082,26,40.9,18.6,14.5
E02003084,28.5,33.5,24.2,13.8
E02003085,13.3,43.8,34.3,8.6
E02003086,19.9,33,23.5,23.6
E02003087,5.2,30.1,40.1,24.6
E02003089,4.3,28.6,46.5,20.5
E02003931,11.1,28.4,38.3,22.2
E02003932,3.4,23.6,42.6,30.3
E02004129,3.8,26.7,37,32.4
E02004130,12.5,38.1,34.6,14.8
E02004131,3.2,32.3,45.4,19.1
E02004132,3.2,22.3,38.9,35.7
E02004133,7.8,30,43.5,18.7
E02004135,3.9,23.3,41.5,31.3
E02004136,5.2,23.1,37.2,34.4
E02004149,7.3,17.4,37.9,37.4
E02004150,12.5,25.3,44.7,17.5
E02004151,5.3,25,47.1,22.6
E02004164,4.6,18.4,38.2,38.9
E02004165,3.6,26,40.8,29.6
E02004166,7.1,25.5,35.5,32
E02004167,13.8,32.8,40.6,12.8
E02004168,16.3,32,37.2,14.5
E02004169,5.2,20.3,38.2,36.3
E02004170,9.6,29.8,39.5,21.1
E02004171,4.8,23.4,38.9,33
E02004172,5.2,20.9,39.7,34.3
E02004173,5.6,18.4,38.3,37.7
E02004174,12.3,28.5,38.2,21.1
E02004175,21.5,28,32.7,17.8
E02004176,8.2,24.9,38.3,28.5
E02004177,13.3,28.1,34.5,24.1
E02004178,4.5,20,36.3,39.1
E02004179,6.6,27.7,43.2,22.5
E02004180,3.7,18.8,37.3,40.2
E02004181,13.3,23.9,47.2,15.6
E02004182,25.6,26.4,38.1,10
E02004183,11,28.1,39.4,21.5
E02004184,8.7,29.8,41.9,19.6
E02004185,2.6,25.4,43.4,28.7
E02004186,3.8,27.2,43.3,25.8
E02004187,5.6,26.8,41.5,26.1
E02004188,5.8,25.1,38,31.1
E02004220,6.5,37.7,39.8,16
