geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E02002910,18.4,31,31.3,19.3
E02002924,11.7,30.5,40.3,17.6
E02003069,20.6,22.1,45.1,12.2
E02003071,28.8,23.7,32.8,14.7
E02003074,30.1,25.7,29.9,14.3
E02003076,23.9,23.5,39.9,12.7
E02003078,25.8,21.4,37.1,15.7
E02003079,36.8,21.2,25.4,16.6
E02003080,42.7,23.7,18.9,14.7
E02003081,38.4,23.7,23.6,14.3
E02003082,32.5,26.2,26.1,15.2
E02003084,39.5,27.2,18.3,14.9
E02003085,44.7,26.4,13.1,15.7
E02003086,37.2,23.7,24.6,14.5
E02003087,28.9,22.9,31.2,17
E02003089,41.6,23,21.2,14.2
E02003931,35.1,23.8,22,19.2
E02003932,20.9,25.2,34.9,19.1
E02004129,15.5,26.9,40.1,17.5
E02004130,28.6,30.6,22.3,18.5
E02004131,29.3,33.9,20.6,16.2
E02004132,19.7,28.3,36.4,15.6
E02004133,28.3,28.6,23.9,19.2
E02004135,23.3,23.5,35.1,18.1
E02004136,23.3,26,36.3,14.4
E02004149,35.6,12.6,41.8,10
E02004150,50,9.4,24,16.6
E02004151,44.2,11,30.3,14.5
E02004164,14.8,27.6,41,16.6
E02004165,34.9,23.5,25.9,15.6
E02004166,17.3,28.7,36.5,17.5
E02004167,45.6,23.3,16.1,15
E02004168,42,23,19.3,15.7
E02004169,25.8,25.1,32.9,16.3
E02004170,31.3,31.1,22,15.6
E02004171,17.3,31,37.9,13.8
E02004172,12.2,35,34.8,18
E02004173,19.4,28.1,37,15.5
E02004174,29.6,31.2,23.5,15.8
E02004175,37.3,24.6,20.4,17.6
E02004176,21.3,29.6,31.7,17.5
E02004177,36.1,27,19.3,17.6
E02004178,32,19.2,33.1,15.6
E02004179,45.2,13.9,24.4,16.5
E02004180,31,19.7,32.7,16.6
E02004181,55.4,16.2,15,13.5
E02004182,54.8,17.8,12,15.4
E02004183,50.1,15,19.1,15.8
E02004184,51.2,17.6,16.6,14.6
E02004185,44.6,13.1,25.4,17
E02004186,43.7,16.8,23.2,16.3
E02004187,23.4,29.7,28.1,18.9
E02004188,12.5,31.8,37.2,18.5
E02004220,34.2,23.7,23.3,18.8
E02004221,29.2,28.3,25.2,17.3
E02004222,38.1,26.1,18.5,17.3
E02004223,37.5,26.1,17.9,18.6
E02004224,18.7,28.5,33,19.8
E02004225,33.3,32.8,15.8,18.2
E02004226,12.1,32.9,35.4,19.5
E02004227,25.1,28.1,28.7,18
E02004228,15.3,29.9,36.5,18.3
E02004229,19.2,29,32.8,19
E02004230,34.1,27.6,20.9,17.4
E02006044,12.4,31.6,37.4,18.6
E02006062,27.3,28.2,26.9,17.6
E02006063,17.4,27.9,39.8,14.9
E02006064,32.9,29.3,20.3,17.5
E02006065,38.6,27.7,15.8,17.9
E02006066,33,24.3,24,18.7
E02006067,29.5,23.6,30.2,16.7
E02006068,49.9,23.3,10.7,16.1
E02006069,47,25,13.1,14.8
E02006070,42.8,25.8,15.9,15.6
E02006071,35.6,25.9,23.1,15.5
E02006072,21.5,28.4,33,17.2
E02006073,44.9,25.9,12.8,16.4
E02006074,33.2,28.3,23.7,14.9
E02006078,17.8,31.3,33,18
E02006081,16.2,31.7,33.9,18.1
E02006084,18.8,31.2,33.6,16.4
E02006093,25.7,30,27.8,16.5
E02006096,40.4,25.3,18.6,15.7
E02006097,45,25.7,13.9,15.3
E02006098,21.9,26.7,32.7,18.7
E02006099,31.3,21.1,32.7,14.8
E02006100,37.2,19.8,29.5,13.4
E02006101,20.3,27.2,34.8,17.7
E02006102,49.3,20.1,14.1,16.5
E02006103,26.8,26,31.6,15.6
E02006104,40.2,22,24,13.7
E02006105,42,20.2,25.3,12.6
E02006106,45.2,15.9,25,13.9
E02006107,49.8,20.6,14.6,15.1
E02006108,46.3,17.4,26,10.3
E02006109,42.9,15.5,28.6,13
E02006110,39.6,22.6,20.7,17.1
E02006111,31.3,22.6,29,17.1
E02006112,29.5,20.7,34.7,15.1
E02006113,43.2,22.8,18.3,15.8
E02006114,33.2,23.9,24.2,18.7
E02006115,25.7,32.1,23.6,18.6
E02006116,16,31.9,35.4,16.6
E02006117,19.6,25,36,19.4
E02006845,33.8,23.9,27,15.3
E02006846,33.8,30.5,21.4,14.3
E02007027,35.2,16.9,34.1,13.8
E02007028,38.6,20.3,28,13.1
W02000106,22,29.9,31.4,16.7
W02000107,19.2,30.7,31.8,18.3
W02000108,22.8,27.1,33.5,16.7
W02000109,34.5,20.8,26.6,18.2
W02000110,16.7,27.8,36.7,18.8
W02000111,19.7,25.2,37.2,17.8
W02000113,39,22.2,24.9,13.9
W02000114,18.8,27.1,38.8,15.3
W02000116,34.4,17.4,33.1,15
W02000117,48,13.6,30.1,8.2
W02000118,52.5,11.4,24.4,11.8
W02000120,14.6,34,32.9,18.6
W02000122,13.1,28.3,38.7,19.9
W02000123,23.8,31.1,29.2,15.9
W02000124,32.7,22.5,26.6,18.3
W02000125,17.4,31.1,32.3,19.2
W02000126,19.5,26.9,33.8,19.8
W02000127,19.1,31.2,28.3,21.3
W02000128,18.2,30.3,33,18.4
W02000129,22.3,31,30.9,15.7
W02000130,44.8,24.2,15.1,15.8
W02000131,47.3,23.5,14.1,15.1
W02000132,21.2,31.5,30,17.4
