areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
W00006955,34.9,43.7,16.7,4.8,0
W00006956,31.4,35,24.3,9.3,0
W00006957,40.3,25.2,25.2,9.2,0
W00006958,45.1,32.3,17.3,5.3,0
W00006959,40.4,32.4,21.3,5.9,0
W00006960,50.7,33.6,15,0.7,0
W00006961,46.5,31.5,19.7,2.4,0
W00006962,37.2,32.7,20.4,8.8,0.9
W00006963,42.8,42.1,12.4,2.8,0
W00006964,45.2,35.7,19,0,0
W00006965,43.8,33.9,15.7,6.6,0
W00006966,38.6,37.1,20.5,3.8,0
W00006968,39.5,31,24,5.4,0
W00006969,40.7,31,22.1,6.2,0
W00006970,50,29,16.8,4.2,0
W00007093,47.2,36.1,12.5,4.2,0
W00007094,35.3,40.6,17.3,6.8,0
W00007095,46.5,38.9,11.1,3.5,0
W00007096,35.4,30.8,22.3,11.5,0
W00007097,42.9,28.6,21.1,7.5,0
W00007098,43.1,31.3,24.3,1.4,0
W00007101,54.6,31.6,11.5,2.3,0
W00007102,42.5,36.6,16.4,4.5,0
W00007103,33.3,35.2,24.8,6.7,0
W00007104,31.6,39.3,21.4,7.7,0
W00007105,24.6,41,29.5,4.9,0
W00007106,46.9,40.8,9.2,3.1,0
W00007108,39.4,40.4,15.4,4.8,0
W00007109,55.5,33.5,7.7,3.2,0
W00007111,50,31.3,16.4,2.3,0
W00007112,57.4,27.1,13.2,2.3,0
W00007113,44,33.6,19,3.4,0
W00007114,46.8,31,19.8,2.4,0
W00007115,45.2,31.8,15.3,7.6,0
W00007116,48.1,33.3,17.6,0.9,0
W00007117,40.4,39.5,17.5,2.6,0
W00007118,30.9,43.4,21.3,4.4,0
W00007119,48.7,26.3,19.7,5.3,0
W00007120,31.7,36,25.2,6.5,0.7
W00007121,19.3,44,26.6,10.1,0
W00007122,27.3,35.5,26.4,10.7,0
W00007229,29.2,40.8,22.5,7.5,0
W00007230,35.2,43.4,16.4,4.9,0
W00007231,54.3,32.5,12,1.3,0
W00007232,43.8,37.7,13.8,4.6,0
W00007233,34.8,42.6,17.4,5.2,0
W00007234,33.6,32.7,27.3,5.5,0.9
W00007235,30.4,35.1,22.3,12.2,0
W00007236,45.4,36.2,15.6,2.1,0.7
W00007237,26.6,32,29.7,11.7,0
W00007238,46.1,36.7,15.6,1.6,0
W00007239,31.8,33.6,29.1,5.5,0
W00007240,47,32.2,17.4,3.4,0
W00007241,48.9,30.5,16.8,3.8,0
W00007242,37.3,38,18.4,5.7,0.6
W00007243,35.3,46.6,14.7,3.4,0
W00007244,44.7,32.7,17.6,4.4,0.6
W00007245,44,34.5,17.2,4.3,0
W00007246,40.3,35.3,20.2,3.4,0.8
W00007502,51.9,33.1,10.5,3.8,0.8
W00007503,24,36.5,31.7,7.7,0
W00007504,39.6,35.1,20.1,5.2,0
W00007505,24.8,38.3,23.3,13.5,0
W00007506,35.2,35.8,21.6,7.4,0
W00007507,46.2,28.5,17.7,6.2,1.5
W00007508,42.3,30.8,19.2,7.7,0
W00007509,39.2,29.2,25.4,6.2,0
W00007510,50.8,27.3,18.2,3,0.8
W00007511,32.3,41.9,23.4,2.4,0
W00007512,44.6,38.8,12.4,4.1,0
