areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00006955,20.5,40.2,27.6,11.8
W00006956,29.1,48.9,17.7,4.3
W00006957,25.2,43.7,23.5,7.6
W00006958,23.4,50.4,19,7.3
W00006959,19.9,47.1,22.1,11
W00006960,12.1,39.3,37.1,11.4
W00006961,11,39.4,35.4,14.2
W00006962,17.7,55.8,21.2,5.3
W00006963,20.5,47.9,20.5,11
W00006964,16.8,39.2,23.2,20.8
W00006965,12.7,50.8,26.3,10.2
W00006966,21.2,35.6,31.1,12.1
W00006968,14.7,34.9,33.3,17.1
W00006969,15.9,57.2,19.3,7.6
W00006970,17.2,45.6,29.8,7.4
W00007093,12.1,44.3,32.1,11.4
W00007094,17.6,47.8,27.2,7.4
W00007095,12.8,46.8,30.5,9.9
W00007096,32.3,41.5,17.7,8.5
W00007097,19.4,55.2,19.4,6
W00007098,20.8,38.2,29.9,11.1
W00007101,9.2,43.1,35.6,12.1
W00007102,14.3,45.9,30.1,9.8
W00007103,25.5,51,14.7,8.8
W00007104,23.1,42.7,22.2,12
W00007105,33.1,36.3,19.4,11.3
W00007106,9.2,43.5,38.2,9.2
W00007108,24,39.4,26.9,9.6
W00007109,10.3,34.2,40.6,14.8
W00007111,16.7,39.4,30.3,13.6
W00007112,7.8,38.8,33.3,20.2
W00007113,12.9,42.2,31.9,12.9
W00007114,11.2,33.6,37.6,17.6
W00007115,21,47.1,24.8,7
W00007116,8.3,44,29.4,18.3
W00007117,15.2,41.1,32.1,11.6
W00007118,8.3,39.1,37.6,15
W00007119,7.1,45.7,37.1,10
W00007120,31.4,41.4,20,7.1
W00007121,30.9,44.5,18.2,6.4
W00007122,24.8,46.3,19,9.9
W00007229,27.9,41,24.6,6.6
W00007230,22,41.5,25.2,11.4
W00007231,9.9,40.9,33.6,15.5
W00007232,12.1,35.6,39.4,12.9
W00007233,22.4,50.9,20.7,6
W00007234,19.3,45.9,30.3,4.6
W00007235,26.7,44.5,21.2,7.5
W00007236,23.6,46.4,26.4,3.6
W00007237,22.9,49.6,17.6,9.9
W00007238,9.4,40.2,36.2,14.2
W00007239,30.6,42.3,22.5,4.5
W00007240,16.8,45.6,28.9,8.7
W00007241,13.7,46.6,21.4,18.3
W00007242,27.2,38.6,19.6,14.6
W00007243,21.1,53.5,18.4,7
W00007244,15.7,36.5,37.7,10.1
W00007245,17.1,45.3,30.8,6.8
W00007246,26.1,52.1,17.6,4.2
W00007502,12.8,47.4,26.3,13.5
W00007503,39.6,40.6,14.2,5.7
W00007504,28.1,45.2,18.5,8.1
W00007505,38.5,50.8,10,0.8
W00007506,32.1,45.7,17.3,4.9
W00007507,17.8,47.3,26.4,8.5
W00007508,16.8,32.8,33.6,16.8
W00007509,14.7,47.3,24.8,13.2
W00007510,14.6,35.4,39.2,10.8
W00007511,28.8,47.2,16.8,7.2
W00007512,22.3,43.8,24,9.9
W00007513,32,44.8,20.8,2.4
W00007514,17.7,47.6,22.6,12.1
W00007515,34.2,42.7,17.1,6
W00007516,21.1,43,27.3,8.6
W00007540,18.6,41.5,33.1,6.8
W00007541,22.1,41.8,25.4,10.7
W00007542,29.8,44.6,20.7,5
W00007543,16.7,48.1,31.5,3.7
W00007544,37.2,45,13.2,4.7
W00007545,55.8,34.6,7.7,1.9
W00007546,16.8,51.2,24.8,7.2
W00007547,5.5,28.7,41.4,24.5
W00007548,17.1,38.2,33.3,11.4
W00007549,26.9,42.6,22.2,8.3
W00007550,21.6,44,24.8,9.6
W00007551,11.1,40,33.3,15.6
W00007552,14.5,47,26.5,12
W00007553,18.6,36.4,33.9,11
W00007554,18.8,45.3,27.3,8.6
W00007555,23.2,45.8,25.8,5.2
W00007590,12.3,33.1,38.5,16.2
W00007591,40.8,41.5,14.6,3.1
W00007592,30.2,42.9,21.4,5.6
W00007593,25.9,49.6,18.7,5.8
W00007594,8.3,44.6,33.9,13.2
W00007595,22.3,41.5,24.6,11.5
W00007596,16.9,41.2,32.4,9.6
W00007597,35.8,38.3,20,5.8
W00007598,26.1,38.7,23.2,12
W00007599,35.1,42.3,14.4,8.1
W00007600,24.6,39,28,8.5
W00007601,23.2,42.9,25,8.9
W00007602,32.4,37.8,22.5,7.2
W00007603,30.6,36.4,27.3,5.8
W00007604,31.8,30.9,21.8,15.5
W00007605,37.9,41.1,14.5,6.5
W00007648,25.6,58.1,12.8,3.4
W00007649,30.1,49.7,16.1,4.2
W00007650,37.5,45.3,13.3,3.9
W00007651,27.7,38.7,29.4,4.2
W00007652,30.2,47.3,16.3,6.2
W00007653,20.4,44.4,21,14.2
W00007654,34.1,44.2,16.3,5.4
W00007655,25,41.4,25,8.6
W00007656,11,60.2,25.4,3.4
W00007657,19.4,35.2,34.3,11.1
W00007658,22,41.5,28.5,8.1
W00007659,22.5,53.2,18,6.3
W00007660,16,51.9,19.8,12.3
W00007661,14.1,44.5,30.5,10.9
W00007662,37.2,32.2,23.1,7.4
W00007663,21.9,46.5,21.9,9.6
W00007664,26.1,57.7,12.6,3.6
W00007667,25.2,42.2,20,12.6
W00007669,22.6,43.4,17,17
W00007670,38.9,39.7,15.9,5.6
W00007710,17.3,40.9,27.3,14.5
W00007711,29.1,44.5,21.8,4.5
W00007712,42.2,37.3,14.7,5.9
W00007713,14.2,52.8,22.8,10.2
W00007714,9.8,36.6,34.8,18.8
W00007715,25.8,39.8,23.4,10.9
W00007716,16,48.1,27.5,8.4
W00007717,18.7,45.5,30.1,5.7
W00007718,18.3,46.7,28.3,6.7
W00007742,18.1,35.5,31.9,14.5
W00007743,14.1,45.1,29.6,11.3
W00007744,15.8,39.5,35.5,9.2
W00007745,33.3,39.9,19.6,7.2
W00007746,13.3,29.6,35.6,21.5
W00007747,12.4,41.9,33.3,12.4
W00007748,10.4,41.5,37,11.1
W00007749,32.7,44.4,18.3,4.6
W00007750,23.1,43.8,24,9.1
W00007751,8,31.5,44.4,16
W00007752,13.9,36.5,34.8,14.8
W00007753,11.8,39.5,36.1,12.6
W00007754,25.7,43.4,23,8
W00007755,16.7,37.7,34.8,10.9
W00007756,9.8,37.5,33.9,18.8
W00007757,26.9,43.4,21.4,8.3
W00007758,22.9,38.6,27.1,11.4
W00007759,16.4,42.6,31.1,9.8
W00007760,20.9,48.2,23.7,7.2
W00007761,29.7,43.7,20.3,6.3
W00007762,13.1,44.1,31.7,11
W00007763,11.5,38.8,30.2,19.4
W00007764,18.3,49.2,24.2,8.3
W00007765,46.1,40.9,11.3,1.7
W00007766,10.9,30.7,41.6,16.8
W00007767,11.8,40.3,30.6,17.4
W00007768,19.9,47.8,22.1,10.3
W00007769,27.2,51.2,17.6,4
W00007770,10.7,32.9,39.3,17.1
W00007771,8,41.6,38.1,12.4
W00007772,9.8,50.4,30.1,9.8
W00007773,11.5,54.9,23.9,9.7
W00007774,27.7,39.5,25.2,7.6
W00007775,25.9,44.6,18.8,10.7
W00007776,14.6,31.3,37.5,16.7
W00007777,19.7,42.6,27.9,9.8
W00007778,15.3,41,27.1,16.7
W00007779,10.3,49.6,25.6,14.5
W00007780,49.3,37.3,11.2,2.2
W00007781,19.6,55.8,19,5.5
W00007782,28.8,47,19.7,4.5
W00007783,40.3,43.8,13.2,2.8
W00007784,30.2,44.8,17.2,7.8
W00007785,31.8,41.8,18.2,8.2
W00007786,37.6,41.9,13.7,6.8
W00007787,19.3,51.8,21.1,7.9
W00007788,18.9,35.6,32.2,13.3
W00007789,26.1,47.1,17.6,9.2
W00007790,26.7,48.3,18.3,6.7
W00007791,18.4,52,22.4,7.2
W00007792,23.7,36.7,28.8,10.7
W00007793,21.6,42.2,31.4,4.9
W00007794,22,50,22,6.1
W00007795,15.9,49.2,27.3,7.6
W00007796,7.5,32.7,37.4,22.4
W00007797,6.4,26.4,42.4,24.8
W00007798,10.7,42.7,35.9,10.7
W00007799,14.9,33.3,33.3,18.5
W00007800,18.3,47.6,25.4,8.7
W00007801,17,47.2,30.2,5.7
W00007802,18.2,55.4,23.1,3.3
W00007803,26.5,41.9,28.4,3.2
W00007804,25.6,46.4,21.6,6.4
W00007805,19.2,42.5,30,8.3
W00007806,10.6,39.8,35.8,13.8
W00007807,15,38.6,35.4,11
W00007808,30.4,42.6,24.3,2.7
W00007809,24.6,43.2,26.3,5.9
W00007810,26.4,45.5,17.3,10.9
W00007811,18.4,43.3,29.8,8.5
W00007812,14,45.7,32.6,7.8
W00007813,28.2,42.7,21.4,7.6
W00007814,23,39.4,27.3,10.3
W00007815,11.2,48.8,24,16
W00007816,21.1,31.3,32.8,14.8
W00007817,14,36.4,33.1,16.5
W00007818,24.3,50.3,19.7,5.8
W00007819,3.6,36.4,29.1,30.9
W00007820,15,39.9,31.4,13.7
W00007821,38.4,39.7,17.8,4.1
W00007822,19.6,37.4,29.9,13.1
W00007823,5.4,33.1,41.5,20
W00007824,20.2,53.5,24,2.3
W00007825,5.9,31.1,40.3,22.7
W00007826,9.8,40.7,39.8,9.8
W00007827,7.2,44.1,36,12.6
W00007828,25.5,40.7,17.9,15.9
W00007829,18.7,40.3,31.3,9.7
W00007830,22.1,45.9,23.8,8.2
W00007831,15,52.3,22.4,10.3
W00007832,21.5,55.4,13.8,9.2
W00007833,7.7,45.4,34.6,12.3
W00007834,30.6,45.5,20.7,3.3
W00007835,33.9,38.7,19.4,8.1
W00007836,5.8,36.7,40.3,17.3
W00007837,21.6,47.2,25.6,5.6
W00007838,19.5,50.8,18.8,10.9
W00007839,6.5,39.9,31.9,21.7
W00007840,22.3,45.4,19.2,13.1
W00007841,19.4,50,24.6,6
W00007842,10.6,43.4,31.9,14.2
W00007843,32.5,43.9,19.5,4.1
W00007844,17.2,39.6,34.3,9
W00007845,5.8,41.7,34.2,18.3
W00007846,21.3,46.7,23,9
W00007847,17.4,43,27.3,12.4
W00007848,16,54.4,20.8,8.8
W00007849,23.8,41.8,26.2,8.2
W00007850,26.4,49.1,21.7,2.8
W00007851,20.7,40.5,31,7.8
W00007852,65.2,28.6,3.6,2.7
W00007853,37.7,41.8,15.9,4.5
W00007854,56.2,28.9,12.4,2.5
W00007855,30,40.9,25.5,3.6
W00007856,26,40,23,11
W00007857,7.1,44,32.7,16.1
W00007859,18,46.7,26.2,9
W00007860,33.8,33.1,26.3,6.8
W00007861,20,38.1,30.3,11.6
W00007863,25.7,48,20.4,5.9
W00007864,21.1,35.3,30.8,12.8
W00007865,26.4,35.2,29.6,8.8
W00007866,23.3,44.7,24.7,7.3
W00007868,15.6,41.8,32.8,9.8
W00007869,20,43.7,29.6,6.7
W00007870,14,46.5,27.1,12.4
W00007871,33.3,40.5,21.4,4.8
W00007872,15.4,35.8,35.8,13
W00007873,18.9,44.3,29.5,7.4
W00007874,17.2,50.8,24.6,7.4
W00007875,23.2,56.3,18.8,1.8
W00007876,14.3,46.6,30.1,9
W00007877,4.4,33.3,38.5,23.7
W00007878,12,38.3,30.8,18.8
W00007879,4.3,16.8,50.9,28
W00007880,11.5,23.1,42.3,23.1
W00007881,12.7,43.3,29.1,14.9
W00007882,7.5,32.5,43.3,16.7
W00007883,10.1,39.1,42.8,8
W00007884,8.6,36.7,38.8,15.8
W00007885,5.3,43,40.4,11.4
W00007886,14.3,37,36.1,12.6
W00007887,9.6,41.5,32.6,16.3
W00007888,27.4,42.5,23.9,6.2
W00007889,20.7,38,29.8,11.6
W00007890,20.6,40.5,25.4,13.5
W00007891,16.4,44.8,19.8,19
W00007892,24.1,48.1,19.4,8.3
W00007893,15,48,28.3,8.7
W00007894,8.3,36.1,41.4,14.3
W00007895,7.8,44.3,37,11
W00007896,38.3,46.7,15,0
W00007897,7.1,42,38.4,12.5
W00007898,7.8,38,36.4,17.8
W00007899,7.1,46.5,32.3,14.2
W00007900,6.7,21.8,51.3,20.2
W00007901,5.8,40,37.5,16.7
W00007902,6.2,41.5,43.8,8.5
W00007903,5.7,38.6,40,15.7
W00007904,4.8,37.6,36.8,20.8
W00007905,13.4,49.3,28.2,9.2
W00007906,13.2,38.8,33.9,14
W00007907,18,49.2,23.8,9
W00007908,10.4,40.8,37.6,11.2
W00007909,12.7,49.2,26.2,11.9
W00007910,10.2,48,33.1,8.7
W00007911,14.8,46.1,26.1,13
W00007912,7.1,51.8,29.8,11.3
W00007913,12.2,42.7,26.7,18.3
W00007914,25.4,39.1,26.1,9.4
W00007915,10.8,37.8,34.2,17.1
W00007916,10.7,38,37.2,14
W00007918,14.9,42.1,33.9,9.1
W00007919,23.6,38.2,30,8.2
W00007920,15,47.2,29.9,7.9
W00007921,22.9,47.5,23.7,5.9
W00007922,24.8,47.8,22.9,4.5
W00007923,9.6,36.5,40,13.9
W00007924,19.8,35.5,34.7,9.9
W00007925,14.1,57,20.3,8.6
W00007926,14.6,39.8,30.1,15.4
W00007927,10.1,53.5,25.6,10.9
W00007928,32.8,50,15.7,1.5
W00007929,24.4,39.7,28.2,7.7
W00007930,36,47.5,12.9,3.6
W00007931,50.4,32.8,15.1,1.7
W00007932,41.9,41.1,12.4,4.7
W00007933,22.8,39,28.5,9.8
W00007934,21.2,39.8,26.3,12.7
W00007935,19.1,40.7,29.9,10.3
W00007936,29.5,38,20.9,11.6
W00007937,25.9,43.8,27.7,2.7
W00007938,14.6,44.6,30.8,10
W00007939,16.8,46.2,25.2,11.8
W00007940,53.4,32.1,12.2,2.3
W00007941,14.2,43.3,27.6,15
