areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
W00006955,98.1,1.9,0,0,0
W00006956,96.7,2.9,0,0.4,0
W00006957,95.8,2.4,1.8,0,0
W00006958,96.6,1.4,0.7,0.3,1
W00006959,98.1,0.3,1.3,0.3,0
W00006960,97.1,2.6,0,0,0.3
W00006961,96.6,1.6,1.2,0.6,0
W00006962,97.3,2.3,0,0.4,0
W00006963,96.2,2.7,0.7,0.3,0
W00006964,97.1,2.9,0,0,0
W00006965,96.9,2.3,0.4,0.4,0
W00006966,95.9,2.7,0.7,0.7,0
W00006968,99.4,0.6,0,0,0
W00006969,98.9,0.7,0,0,0.4
W00006970,98.7,0.6,0,0,0.6
W00007093,96.8,2.2,0.6,0.3,0
W00007094,95.8,3.5,0.7,0,0
W00007095,92.3,3.7,2.8,0,1.2
W00007096,98.1,1.5,0,0.4,0
W00007097,95.5,4.1,0,0.3,0
W00007098,98.1,0.6,1,0.3,0
W00007101,95.1,3.1,1.6,0,0.2
W00007102,96.9,2.5,0.3,0,0.3
W00007103,95.3,3.7,0,0,1.1
W00007104,99.7,0.3,0,0,0
W00007105,99.3,0.7,0,0,0
W00007106,96.8,2.5,0.7,0,0
W00007108,98,0.5,0.5,0,1
W00007109,98.1,1.6,0.3,0,0
W00007111,98.9,1.1,0,0,0
W00007112,98.5,0.9,0.6,0,0
W00007113,97.7,1,1,0,0.3
W00007114,98.2,1.2,0.3,0.3,0
W00007115,97.1,2.1,0.9,0,0
W00007116,98.8,0.4,0.8,0,0
W00007117,98.9,1.1,0,0,0
W00007118,97.4,2.6,0,0,0
W00007119,96,3.4,0,0.6,0
W00007120,97,0.6,1.5,0.9,0
W00007121,98,0.4,0.8,0,0.8
W00007122,99.4,0.6,0,0,0
W00007229,97.3,1.5,0.4,0.4,0.4
W00007230,97,2.2,0.7,0,0
W00007231,99.3,0.2,0.5,0,0
W00007232,98.7,1.3,0,0,0
W00007233,94.9,2.6,0.6,1.9,0
W00007234,96.2,2.4,1.4,0,0
W00007235,95.8,2.6,0.3,1,0.3
W00007236,97.6,2.1,0,0.3,0
W00007237,95.5,2.6,1,0,1
W00007238,99.3,0.4,0,0,0.4
W00007239,95.8,1.9,1.2,1.2,0
W00007240,99.1,0.9,0,0,0
W00007241,98.7,1.3,0,0,0
W00007242,97.1,2.9,0,0,0
W00007243,99.3,0.7,0,0,0
W00007244,98.1,1.4,0,0.6,0
W00007245,97.9,2.1,0,0,0
W00007246,94.9,3.9,0,0.4,0.8
W00007502,97.9,0.7,0.7,0,0.7
W00007503,93.2,3,2.1,1.7,0
W00007504,94.3,2.8,2.1,0.7,0
W00007505,84.6,5.1,5.1,3,2.1
W00007506,94,2.1,3.3,0.6,0
W00007507,96.9,2.4,0.7,0,0
W00007508,95.2,2.2,2.2,0,0.4
W00007509,95.4,3.6,0.3,0.3,0.3
W00007510,97.8,2.2,0,0,0
W00007511,93.6,3.2,1.6,0.8,0.8
W00007512,89,4,4.3,1.3,1.3
W00007513,96.2,0,3.4,0.4,0
W00007514,98,2,0,0,0
W00007515,93.4,2.8,1.4,1.4,0.9
W00007516,93.8,3.1,1.7,1,0.3
W00007540,98.8,0,0.4,0,0.8
W00007541,99.3,0,0.3,0.3,0
W00007542,98.8,1.2,0,0,0
W00007543,97,2.3,0.8,0,0
W00007544,97.4,1.3,0,1.3,0
W00007545,92.8,5,2.2,0,0
W00007546,98.2,1.3,0,0.4,0
W00007547,99.3,0.3,0,0.3,0
W00007548,95.4,1.1,1.5,0.8,1.1
W00007549,99.2,0.4,0,0.4,0
W00007550,100,0,0,0,0
W00007551,98.7,1,0.3,0,0
W00007552,99.3,0.7,0,0,0
W00007553,95.8,2.7,1.5,0,0
W00007554,95.9,1.1,1.5,1.5,0
W00007555,97.2,2.3,0,0,0.6
W00007590,98,1,1,0,0
W00007591,99.6,0.4,0,0,0
W00007592,97.1,1.8,0,0.7,0.4
W00007593,91.3,3,3,2,0.7
W00007594,98.4,1.6,0,0,0
W00007595,95.5,3.6,1,0,0
W00007596,96.9,1.2,0.9,0.3,0.6
W00007597,92.7,2.3,2.3,2.8,0
W00007598,98.1,1.6,0,0,0.3
W00007599,98.2,1.4,0,0,0.5
W00007600,96.1,3.6,0,0,0.4
W00007601,99.6,0.4,0,0,0
W00007602,97.8,1.3,0,0.4,0.4
W00007603,97.7,1.2,0.4,0,0.8
W00007604,100,0,0,0,0
W00007605,96.5,2.3,0.8,0,0.4
W00007648,95.4,2.8,0.9,0.5,0.5
W00007649,98.8,1.2,0,0,0
W00007650,93.1,3.4,1.7,0.4,1.3
W00007651,96.1,1.7,2.2,0,0
W00007652,98.8,0.8,0.4,0,0
W00007653,94.5,2.9,2.6,0,0
W00007654,96.1,1.9,1.9,0,0
W00007655,94.5,2.7,0,2.4,0.3
W00007656,97.6,1.6,0,0.8,0
W00007657,94.2,2.1,0.8,2.1,0.8
W00007658,97.3,2,0.3,0,0.3
W00007659,99.1,0.9,0,0,0
W00007660,98.8,0.8,0,0,0.4
W00007661,97.4,2.2,0.4,0,0
W00007662,97.7,1.9,0.4,0,0
W00007663,99.2,0.4,0.4,0,0
W00007664,94.1,3.6,1.8,0.5,0
W00007667,97.6,1.8,0.6,0,0
W00007669,96.3,3.7,0,0,0
W00007670,97.4,2.3,0,0,0.3
W00007710,92.4,2.8,2,2.8,0
W00007711,95.7,3.8,0,0,0.5
W00007712,93.8,5.1,0.5,0.5,0
W00007713,97.8,1.1,1.1,0,0
W00007714,98.8,1.2,0,0,0
W00007715,97.2,2,0,0.4,0.4
W00007716,96.2,2.4,1.4,0,0
W00007717,96.4,3.2,0,0.4,0
W00007718,95.6,2.2,1.8,0.4,0
W00007742,98,2,0,0,0
W00007743,98.8,1.2,0,0,0
W00007744,98.5,0.3,0.3,0.9,0
W00007745,99.3,0,0,0.7,0
W00007746,99.7,0.3,0,0,0
W00007747,99.1,0.9,0,0,0
W00007748,99.7,0.3,0,0,0
W00007749,98.1,1.9,0,0,0
W00007750,99.6,0.4,0,0,0
W00007751,97.9,1.3,0.8,0,0
W00007752,96.9,2.4,0.7,0,0
W00007753,95.9,3.4,0,0.7,0
W00007754,94.3,3.3,0.8,0.8,0.8
W00007755,97.6,2.4,0,0,0
W00007756,97.9,0.8,0.8,0,0.4
W00007757,96.8,3.2,0,0,0
W00007758,98.8,0.3,0,0,0.9
