geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00128516,19.3,42.7,4.7,30.8,2.4
E00128568,14.1,36.7,6.3,40.6,2.3
E00128569,12.1,43.7,5.8,35.4,2.9
E00140296,6.2,39.5,2.6,49.7,2.1
E00140297,16.6,36.3,4.5,38.9,3.8
E00140304,18,37,4.5,38.6,1.9
E00140305,14.3,35.7,4.5,44.8,0.6
E00140306,15.1,37.3,2.2,41.6,3.8
E00140329,13.7,50.7,7,26.4,2.1
E00140330,18,44.5,9.5,26.5,1.5
E00140331,12.6,43.7,6.1,36.4,1.1
E00140332,10.7,40,4,44,1.3
E00140333,13.6,42.1,4.7,37.1,2.5
E00140334,9.8,35,3.1,51.6,0.4
E00140335,9.3,34.8,4.4,48.5,2.9
E00140336,13.1,35,5.9,44.4,1.6
E00140337,12.6,33,3,48.7,2.6
E00140340,14.2,41.7,3.8,36.2,4.1
E00140345,12.9,38.1,4,41.1,4
E00140347,14.3,37.1,4.3,40,4.3
E00140348,13.6,41.6,3.2,41.6,0
E00140349,11.5,28.9,7.4,50,2.2
E00140350,10.7,40.3,4.9,41.4,2.7
E00140351,18.2,32.7,6.9,38.4,3.8
E00140352,17.8,44.2,7.1,29.4,1.5
E00140353,9.2,41,7.7,39,3.1
E00140354,12.7,36.4,6.2,43.5,1.3
E00140355,16.6,37.5,4,39.4,2.5
E00140356,25.4,35.1,6.4,30.4,2.8
E00140357,25.8,27.7,6.3,33.6,6.6
E00140358,11.9,27.3,5.7,51.7,3.4
E00140359,18.5,37.8,5.9,32.3,5.5
E00140360,17.2,44.8,6.4,30.4,1.2
E00140361,17.9,44.1,5.1,31.9,1
E00140362,19.8,36.6,5.8,35.4,2.5
E00140363,21.1,38.2,7.2,31.9,1.6
E00140364,14.8,33,5.4,43.3,3.4
E00140365,17.4,44.8,5.5,29.9,2.3
E00189822,10.9,40.5,6.9,39.4,2.2
E00189867,17.7,47.9,8.4,23.3,2.8
