geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00128516,99.3,0.7,0,0
E00128568,98.4,1.6,0,0
E00128569,100,0,0,0
E00140296,97.8,2.2,0,0
E00140297,97.4,0,1.3,1.3
E00140304,100,0,0,0
E00140305,98.8,1.2,0,0
E00140306,98.8,1.2,0,0
E00140329,99.3,0,0,0.7
E00140330,100,0,0,0
E00140331,100,0,0,0
E00140332,99.4,0.6,0,0
E00140333,99.5,0.5,0,0
E00140334,96.7,2.4,0,0.8
E00140335,99.1,0,0,0.9
E00140336,99.3,0.7,0,0
E00140337,97.7,1.6,0,0.8
E00140340,99.4,0.6,0,0
E00140345,100,0,0,0
E00140347,98,0,0.7,1.3
E00140348,100,0,0,0
E00140349,99.3,0.7,0,0
E00140350,98.2,0.6,0,1.2
E00140351,100,0,0,0
E00140352,98,2,0,0
E00140353,100,0,0,0
E00140354,99.5,0,0,0.5
E00140355,100,0,0,0
E00140356,100,0,0,0
E00140357,99.4,0.6,0,0
E00140358,98.2,0.9,0,0.9
E00140359,95.7,1.4,0.7,2.2
E00140360,97.2,0.6,0.6,1.7
E00140361,97.6,1.8,0.6,0
E00140362,95,1.9,0.6,2.5
E00140363,96.3,2.2,0,1.5
E00140364,100,0,0,0
E00140365,99.4,0.6,0,0
E00189822,97.9,2.1,0,0
E00189867,97.5,2.5,0,0
