geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00128516,47.5,38.8,12.9,0.7,0
E00128568,63.1,23.1,13.8,0,0
E00128569,58.1,31.2,10.8,0,0
E00140296,64.4,25.6,10,0,0
E00140297,75.3,19.5,5.2,0,0
E00140304,61,28.9,10.1,0,0
E00140305,65.9,24.4,8.5,1.2,0
E00140306,57.6,28.2,12.9,1.2,0
E00140329,49.3,35.6,13.7,1.4,0
E00140330,28.7,47.8,22.6,0.9,0
E00140331,52.4,38.6,9,0,0
E00140332,55.5,32.9,10.3,1.3,0
E00140333,56,31.5,11.4,1.1,0
E00140334,65,27.6,6.5,0.8,0
E00140335,61.9,27.6,10.5,0,0
E00140336,59.9,30.9,8.6,0,0.7
E00140337,60.9,30.5,8.6,0,0
E00140340,50.9,38.3,9.7,1.1,0
E00140345,68.4,22.1,8.4,1.1,0
E00140347,59.6,34.4,6,0,0
E00140348,70.1,19.5,7.8,2.6,0
E00140349,70.9,22.4,6.7,0,0
E00140350,44.6,39.9,14.3,1.2,0
E00140351,37.3,41,20.5,1.2,0
E00140352,57,33,10,0,0
E00140353,52,41.8,6.1,0,0
E00140354,40.7,37.9,20.9,0.5,0
E00140355,61,30.9,5.9,2.2,0
E00140356,36.2,37.6,25.7,0.5,0
E00140357,47.2,25.2,27.6,0,0
E00140358,39.3,32.5,27.4,0,0.9
E00140359,31.9,47.8,19.6,0.7,0
E00140360,35,34.5,28.2,2.3,0
E00140361,48.8,33.3,16.1,1.8,0
E00140362,22.7,46,30.7,0.6,0
E00140363,56.2,29.2,13.9,0.7,0
E00140364,44.9,45.8,8.5,0.8,0
E00140365,50,39.4,9.4,1.2,0
E00189822,77.6,15.4,7,0,0
E00189867,23.5,47.9,26.9,1.7,0
