geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00128516,47.1,34.1,14.5,4.3,0
E00128568,60.9,28.1,10.9,0,0
E00128569,61.3,28,8.6,2.2,0
E00140296,72.8,22.8,4.3,0,0
E00140297,66.2,26,7.8,0,0
E00140304,61.1,26.1,10.2,1.9,0.6
E00140305,63.8,30,6.3,0,0
E00140306,50,45.2,4.8,0,0
E00140329,54.1,33.6,10.3,2.1,0
E00140330,53,28.7,15.7,2.6,0
E00140331,58,35.7,6.3,0,0
E00140332,62.8,28.2,7.1,1.9,0
E00140333,54.1,36.1,9.3,0.5,0
E00140334,62.6,27.6,5.7,4.1,0
E00140335,59.4,32.1,6.6,1.9,0
E00140336,57.2,30.9,11.8,0,0
E00140337,57,33.6,7.8,1.6,0
E00140340,61,30.2,8.1,0.6,0
E00140345,67.4,26.3,6.3,0,0
E00140347,52,38.5,9.5,0,0
E00140348,67.5,24.7,7.8,0,0
E00140349,60.4,35.1,3.7,0.7,0
E00140350,56.5,33.9,6,3.6,0
E00140351,54.8,32.1,10.7,2.4,0
E00140352,50.5,40.2,9.3,0,0
E00140353,60.8,29.9,8.2,1,0
E00140354,59.3,28.6,11.5,0.5,0
E00140355,55.9,36.8,5.9,1.5,0
E00140356,41.7,34.7,19.4,4.2,0
E00140357,46,34.4,12.9,5.5,1.2
E00140358,55.7,30.4,9.6,4.3,0
E00140359,50.7,34.8,10.9,2.9,0.7
E00140360,49.2,31.1,15.3,4.5,0
E00140361,52.7,34.7,10.8,1.8,0
E00140362,42.9,39.3,11.7,6.1,0
E00140363,50,39.1,9.4,1.4,0
E00140364,56.4,36.8,6.8,0,0
E00140365,51.5,37.9,10.1,0.6,0
E00189822,55.6,36.8,7.6,0,0
E00189867,52.1,33.6,10.1,4.2,0
