geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00128516,54.5,45.5
E00128568,49.2,50.8
E00128569,64.4,35.6
E00140296,67.2,32.8
E00140297,65.6,34.4
E00140304,57.1,42.9
E00140305,68,32
E00140306,59.2,40.8
E00140329,55.6,44.4
E00140330,54.1,45.9
E00140331,47.7,52.3
E00140332,55.1,44.9
E00140333,59.6,40.4
E00140334,58.4,41.6
E00140335,63.9,36.1
E00140336,62.7,37.3
E00140337,56.5,43.5
E00140340,61.1,38.9
E00140345,63.1,36.9
E00140347,67.7,32.3
E00140348,68.8,31.2
E00140349,65.2,34.8
E00140350,45.5,54.5
E00140351,48.1,51.9
E00140352,52.8,47.2
E00140353,57.4,42.6
E00140354,53.9,46.1
E00140355,64.7,35.3
E00140356,51.5,48.5
E00140357,55.6,44.4
E00140358,43.7,56.3
E00140359,51.2,48.8
E00140360,41.2,58.8
E00140361,49.7,50.3
E00140362,45,55
E00140363,48.6,51.4
E00140364,49,51
E00140365,61.6,38.4
E00189822,64.2,35.8
E00189867,40.7,59.3
