geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00075206,4.3,31.9,45.7,18.1
E00075207,0,28.6,48.2,23.2
E00075208,1.7,24.3,50.8,23.2
E00075210,8.2,28.7,45.1,18
E00075211,1.8,37.5,35.7,25
E00075212,21.9,39.7,24.7,13.7
E00075213,1.6,29.4,42.1,27
E00075214,3.7,28.1,41.5,26.7
E00075217,1.7,43.3,33.3,21.7
E00112689,4.3,33.3,40.4,22
E00112690,9.8,33.6,42,14.7
E00112692,4.3,36,43.5,16.1
E00112694,2.3,32.2,50.6,14.9
E00112857,4.9,41,39.3,14.8
E00112858,3.3,29.5,42.6,24.6
E00112860,5.3,26.5,43.4,24.8
E00112927,11.5,48.5,32.3,7.7
E00112928,3.5,32.5,42.1,21.9
E00112930,8.7,36.5,41.3,13.5
E00112931,23.6,44.7,24.8,6.8
E00112932,10.2,37.8,42.5,9.4
E00112934,25.2,34.1,24.4,16.3
E00112935,18.8,42.8,30.4,8
E00112936,6.5,42.3,37.8,13.4
E00112937,29.3,45.6,19,6.1
E00112938,19.5,52.2,20.4,8
E00112939,6,37.7,40.1,16.2
E00112940,18.1,48.8,26.8,6.3
E00112941,20.1,46.8,23,10.1
E00112942,3.1,36.6,43.5,16.8
E00112944,16.5,43,31.7,8.7
E00112950,3.3,35.5,39.3,21.9
E00112990,6.3,25.2,40.6,28
E00113186,17.1,46.3,25.6,11
E00113187,6.2,44.3,42.8,6.7
E00113188,12.9,36.8,31,19.4
E00113190,5.3,28.2,31.3,35.1
E00113191,7.5,25.9,34.7,32
E00113192,3.6,26.4,35.7,34.3
E00113194,8.9,35.8,37.4,17.9
E00113255,16.7,51.8,27.2,4.4
E00113256,8.4,34.7,38.9,17.9
E00113257,7.8,41.7,40,10.4
E00113350,14.4,51.7,26.3,7.6
E00113351,17.2,37.1,31.1,14.6
E00113352,36.2,57.4,6.4,0
E00113353,23.9,47,20.5,8.5
E00113354,15.4,49.2,22.3,13.1
E00113355,23.4,43.5,21.8,11.3
E00113356,15.5,35.9,37.3,11.3
E00113357,6.5,53.7,28.7,11.1
E00113358,19.2,47.2,23.2,10.4
E00113359,19.2,46.7,27.5,6.7
E00113360,9.7,45.1,34.5,10.6
E00113361,20.8,36.2,32.3,10.8
E00113362,12.8,54.4,24,8.8
E00113363,21.8,47.7,23.6,6.9
E00113364,23.7,47.4,23,5.9
E00113365,17.7,51.7,25.9,4.8
E00113366,17.4,32.2,32.2,18.2
E00113367,8.3,38.3,30,23.3
E00113368,13.9,43.1,34.7,8.3
E00113369,15.3,46.8,30.6,7.3
E00113456,14.1,39.7,33.2,13
E00113457,38.1,35.8,20.1,6
E00113458,38.5,45.3,12,4.3
E00113459,16.7,42.4,28.8,12.1
E00113460,34.7,48.4,11.6,5.3
E00113461,5,28.1,44.6,22.3
E00113462,25.2,38.2,23.6,13
E00113463,39.7,44.8,11.2,4.3
E00113531,8.3,45,35,11.7
E00113534,12.8,46.3,30.5,10.4
E00113535,10.3,43.1,37.1,9.5
E00113536,33.6,43.5,18.3,4.6
E00113537,18.7,72,8,1.3
E00113538,8.7,32,35.9,23.3
E00113539,16.1,41.5,33.9,8.5
E00113540,10.7,35.9,44.7,8.7
E00113541,7.6,40.5,39.7,12.2
E00113542,17.8,41.9,30.2,10.1
E00113543,7.6,47.6,38.1,6.7
E00113544,7.9,48.2,33.3,10.5
E00113545,17,38,34,11
E00113546,8.6,52.1,34.3,5
E00113547,14.9,59,24.6,1.5
E00113548,17.8,57.8,19.3,5.2
E00113549,12.2,59.3,22.8,5.7
E00113550,7.7,41.2,36.8,14.3
E00113551,5.6,23.5,56.8,14.2
E00113552,3.6,27.7,45.5,23.2
E00113553,3.3,34.7,50,12
E00113554,5.8,46.7,40.9,6.6
E00113555,6.8,51,36.1,6.1
E00113556,3.3,24.2,53.6,19
E00113557,12.1,53.8,20.5,13.6
E00113560,7.5,44.5,43.2,4.8
E00113561,2.9,26.5,52,18.6
E00113562,5.9,29.4,42.9,21.8
E00113563,7.1,43.4,37.2,12.4
E00113564,14,43.9,27.1,15
E00113565,15.1,38.7,31.1,15.1
E00113566,8,35,36,21
E00113567,11.7,46,32.8,9.5
E00113568,11.8,51.3,29.4,7.6
E00113569,12.2,45.9,31.6,10.2
E00113570,9.2,45.4,33.6,11.8
E00113571,32.3,36.9,25.4,5.4
E00113572,17.8,37.2,31.8,13.2
E00113573,10.1,44.7,31.8,13.4
E00113579,4.8,34.4,44,16.8
E00113580,7.2,49.6,34.4,8.8
E00113582,7.1,37.8,36.2,18.9
E00113583,16,29,39.7,15.3
E00113584,17.1,41.9,29.5,11.6
E00113585,33.3,40.9,18.9,6.8
E00113586,18.4,44.7,28.4,8.5
E00113587,30.3,47.5,16.4,5.7
E00113588,29.3,43.1,19,8.6
E00113589,37,35.7,19.5,7.8
E00113608,3,26.7,48.9,21.5
E00113609,12.6,31.5,38.6,17.3
E00113610,7.6,26.5,39.4,26.5
E00113611,5.2,29.6,46.7,18.5
E00113612,16.6,34.4,33.8,15.3
E00113613,11.3,36.3,40.3,12.1
E00113614,10.8,40.8,33.8,14.6
E00113617,9.1,48.3,32.9,9.8
E00113618,15,36.7,33.3,15
E00113620,5.5,39.6,46.4,8.5
E00113621,5.3,43.2,35.6,15.9
E00113623,3.1,25.8,45.3,25.8
E00113624,11.3,34.6,34.6,19.5
E00113626,6.5,33.8,32.5,27.3
E00113627,1.1,25.6,52.2,21.1
E00113630,6.8,34.5,44.6,14.1
E00113631,13.4,40.2,29.9,16.5
E00113632,5,40.3,39,15.7
E00113633,4.2,30.8,45.8,19.2
E00113634,5.9,31.6,41.2,21.3
E00113635,14.1,22.2,42.2,21.5
E00113636,9.6,28.9,39.5,21.9
E00113637,8.7,46.5,32.3,12.6
E00113638,8.3,45.8,29.2,16.7
E00113639,9.7,51.5,27.7,11.2
E00113640,8.9,41.5,26.8,22.8
E00113641,10.4,38.7,32.5,18.4
E00113642,13.6,44.8,34.4,7.2
E00113643,8.6,35.5,36.8,19.1
E00113644,17.9,45.4,26.6,10.1
E00113646,25.2,38.1,28.1,8.6
E00113647,15.2,36,36.8,12
E00113648,11,49.5,32.4,7.1
E00113649,10.3,46.3,31.6,11.8
E00113650,38.7,31.9,19.3,10.1
E00113651,12.8,43.9,29.1,14.2
E00113652,14.2,44,31.9,9.9
E00113653,16.8,36.6,34.4,12.2
E00113654,9.7,30.6,43.3,16.4
E00113655,15.8,39,28.8,16.4
E00113656,17.8,53.4,21.2,7.6
E00113657,12.6,43,32.5,11.9
E00113658,35.2,33.6,24.8,6.4
E00113659,19.8,42.5,21.7,16
E00113660,8.1,38.7,28.2,25
E00113661,18.9,38.6,26.5,15.9
E00113662,15.5,42.2,30.2,12.1
E00113663,7.9,37,37.8,17.3
E00113664,5,22.9,43.6,28.5
E00113665,14.2,27.6,41.7,16.5
E00113666,7.6,37.9,36.4,18.2
E00113667,10.6,37.1,35.1,17.2
E00113668,5.1,36.2,40.8,17.9
E00113669,6.5,41.8,37.9,13.7
E00113670,3,39.8,42.9,14.3
E00113671,23.2,37.8,28,11
E00113672,8.2,32.8,42.5,16.4
E00113673,7.2,45.6,36,11.2
E00113674,4.8,31.5,45.2,18.5
E00113675,3.9,35.9,46.1,14.1
E00113676,23.7,45,20.6,10.7
E00113677,5.7,27.1,45.7,21.4
E00113678,23.5,41.2,21.8,13.4
E00113679,12.7,47.2,23.2,16.9
E00113680,9.4,35.5,36.2,18.8
E00113681,17.2,44,25.9,12.9
E00113682,29.8,36.4,19,14.9
E00113683,4.5,33.2,47.1,15.2
E00113684,22.6,40.9,27,9.6
E00113685,8.8,45.6,30.6,15
E00113687,37.2,47.4,11.7,3.6
E00113688,25.7,38,25.1,11.2
