areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00084325,91.7,0,8.3,0
E00084326,87.7,0,10.4,1.9
E00084328,91.1,0,7.8,1.2
E00084329,82.8,0.3,16,0.9
E00084330,92.3,0,7.1,0.6
E00084331,81.4,0,18,0.6
E00084332,90.4,0,8.3,1.3
E00084333,91,0,6.8,2.3
E00084334,92.9,0,7.1,0
E00084336,90,0,8.8,1.2
E00084337,89.9,0,9.7,0.4
E00084338,94.4,0,4.3,1.3
E00084339,84.6,0.6,12.6,2.1
E00084340,87.5,0.5,10.9,1.1
E00084341,94.6,0,5.4,0
E00084342,92.5,0,6.9,0.6
E00084343,94.8,0,4.3,0.9
E00084344,96.8,0.3,2.9,0
E00084345,96.9,0,3.1,0
E00084347,84.4,1.5,9.6,4.5
E00084348,88.5,0,10.8,0.6
E00084349,95.1,0.7,4.2,0
E00084350,93.7,0,5.8,0.5
E00084351,89.8,0.3,9.8,0
E00084352,93.7,0,5.4,0.9
E00084353,91.4,0,8.4,0.2
E00084355,94.2,0,5.8,0
E00084356,97.5,0,2.5,0
E00084357,91.3,0,7.3,1.4
E00084358,91.7,0.3,7.3,0.6
E00084359,94.2,0,5.8,0
E00084360,95.1,0.3,4.5,0
E00084361,92,0.3,7.4,0.3
E00084362,92.9,0,6.8,0.3
E00084363,87.3,0,10,2.7
E00084365,92.4,0.3,4.2,3.1
E00084366,95.1,0,4.9,0
E00084367,95.2,0,3.9,0.9
E00084368,92.5,0,6.2,1.3
E00084369,93.8,0,5.6,0.6
E00084370,91.3,0,8,0.7
E00084371,84.9,0.4,13.8,0.8
E00084372,91.3,0,8.7,0
E00084373,90.3,0,8.8,0.9
E00084374,82.6,0,12.2,5.2
E00084375,96.1,0.3,3.6,0
E00084376,88,0.3,8.7,3.1
E00084377,86.4,0,11,2.6
E00084378,90.8,0.5,8.7,0
E00084379,90.2,0,8.1,1.6
E00084385,89.8,0.4,8.8,0.9
E00084386,91.3,0,8.4,0.3
E00084387,95.1,0,4.5,0.3
E00084388,92.3,0,6.9,0.8
E00084389,92,0,8,0
E00084391,89.6,0.6,8.9,0.9
E00084392,90.7,0.6,6.6,2.1
E00084393,90.1,0,9.3,0.7
E00084394,85.8,0,11.7,2.5
E00084395,91.4,0,4.6,3.9
E00084396,90.4,0,8.6,0.9
E00084397,84.1,0,14.3,1.6
E00084398,90.8,0,8.3,0.9
E00084399,89.5,1.1,7.7,1.8
E00084400,82.6,0.6,14,2.8
E00084401,87,0,11.1,1.9
E00084402,84.4,0,14,1.6
E00084403,80.9,0,13.7,5.4
E00084404,88.9,0,9.8,1.3
E00084405,86.4,0.2,11,2.4
E00084406,85.3,0.2,11.6,2.9
E00084407,89.3,0,9.3,1.4
E00084408,86.1,0.5,12.8,0.5
E00084409,87.7,0.3,11,1
E00084410,86.1,0.8,9.1,4
E00084411,82.9,0.5,10.1,6.5
E00084412,80.2,0.8,14.2,4.7
E00084413,94.7,0,3.7,1.5
E00084414,88.4,0.7,8.4,2.5
E00084415,87.4,0.3,11.5,0.8
E00084416,85,0,12.4,2.5
E00084417,92.8,0.5,5,1.7
E00084418,84.7,0,15.1,0.2
E00084419,91.9,0.7,6.3,1.1
E00084420,87.9,0,10.9,1.1
E00084421,91.2,0,8.5,0.3
E00084422,89.6,0.3,9.7,0.3
E00084423,93.3,0,6.3,0.4
E00084424,91.4,0.3,8.2,0
E00084425,90.3,0,9.1,0.6
E00084426,93.6,1,3.9,1.5
E00084427,89.9,0.2,9.2,0.8
E00084428,93.9,0,5,1.1
E00084429,86.2,0.3,12.7,0.8
E00084430,87.1,0.2,9.2,3.5
E00084431,86.4,0,11.4,2.2
E00084432,91.9,0.9,5.9,1.4
E00084433,85.6,0.2,11.5,2.6
E00084434,84.3,0.4,11.9,3.4
E00084435,97.7,0,2.3,0
E00084436,87.2,0.3,9.6,2.9
E00084437,85.8,0,11.3,3
E00084438,83.4,0.7,13.3,2.6
E00084439,63.4,1.2,33.5,1.8
E00084443,68,0.4,28.9,2.6
E00084444,78.3,1,17.9,2.9
E00084459,93.8,0,6.2,0
E00084460,91.3,0,8.7,0
E00084461,95.6,0,4.4,0
E00084462,94.8,0,5,0.3
E00084463,92.2,0,7.4,0.4
E00084464,92.9,0.3,6.2,0.6
E00084465,88.9,0,9.8,1.2
E00084466,95.6,0.2,4.1,0.2
E00084467,90.4,0.3,8.9,0.3
E00084468,90.8,0.2,8.5,0.5
E00084469,89.7,0,10.3,0
E00084470,87.9,0,10.6,1.5
E00084471,90.9,0,7.5,1.6
E00084472,90.3,0,9.7,0
E00084473,93.2,0.3,4.5,1.9
E00084474,90.5,0.3,9.2,0
E00084475,90.3,0,9.4,0.3
E00084476,93.5,0.7,5.9,0
E00084477,83.5,0,16.5,0
E00084478,93.5,0,6.5,0
E00084479,94.4,0,5,0.6
E00084480,91.9,0,8.1,0
E00084481,91.9,0.7,6.3,1.1
E00084482,96.2,0,3.6,0.3
E00084483,89.7,0.3,9.3,0.6
E00084484,90.5,0.3,8.3,0.9
E00084485,90.6,0.3,8.4,0.8
E00084486,89.4,0,9,1.6
E00084487,92.9,0,6.5,0.6
E00084488,87.9,0.8,10.5,0.8
E00084489,92.2,0,7.6,0.3
E00084490,92.4,0,7.2,0.3
E00084491,93.6,0.3,5.6,0.5
E00084492,93.6,0,6.4,0
E00084493,95.4,0,4.3,0.3
E00084495,89.9,0.3,9.5,0.3
E00084496,90.4,0,8.3,1.4
E00084497,94.8,0.5,3.8,0.8
E00084498,91.9,0,7.2,0.9
E00084499,97.9,0.3,1.9,0
E00084500,91.8,0,8,0.2
E00084501,86.9,0.2,11.9,1
E00084502,95.7,0.2,4.1,0
E00084503,92.4,0,7.3,0.3
E00084504,89.9,0.2,9.1,0.8
E00084505,95.2,0,4.8,0
E00084506,91.9,0,7.9,0.2
E00084508,94.1,0.7,4.8,0.5
E00084509,88.3,0.6,8.5,2.6
E00084510,86.3,0,10.5,3.2
E00084511,95.4,0,4.1,0.5
E00084513,86.2,0.6,9.6,3.6
E00084517,96.3,0.7,0.7,2.4
E00084518,86,0.3,12,1.6
E00084519,94.1,0,5.6,0.3
E00084520,91.1,0.8,8.1,0
E00084522,92,0,6.7,1.3
E00084523,91,0.4,7.9,0.7
E00084524,92.7,0.4,5.9,1.1
E00084525,85.3,0.7,13.3,0.7
E00084526,89.9,0.3,8.3,1.5
E00084527,89.2,0.3,8.5,2
E00084528,93.8,0,6.2,0
E00084529,91.8,0.3,7.9,0
E00084530,90.3,0.3,9.1,0.3
E00084531,89.8,0,8.1,2.1
E00084532,95.3,0,3.5,1.2
E00084533,90.5,0.6,8.4,0.6
E00084534,88.6,0.3,10.6,0.5
E00084535,91.3,0.6,7.4,0.6
E00084536,88.4,1,9.9,0.7
E00084537,91.4,0.3,8.3,0
E00084538,81.9,0.4,14.8,2.9
E00084539,91.8,0.5,5.3,2.4
E00084540,88.6,0.3,10.4,0.6
E00084541,90.9,0.3,7.9,0.9
E00084542,92.5,0,7.5,0
E00084543,86.6,0.3,12.5,0.5
E00084544,94.3,0.4,3.9,1.4
E00084546,93.2,0,6.8,0
E00084547,83.3,0,14.9,1.9
E00084548,88,0.6,9.6,1.9
E00084549,90.1,0.3,7,2.6
E00084550,84.5,0,12.7,2.8
E00084551,92.5,0.4,6,1.2
E00084552,94.2,0,5.8,0
E00084553,90.5,0,6.1,3.4
E00084554,85.1,1.7,11.5,1.7
E00084555,91.8,0.3,5.8,2.1
E00084556,93.5,0,6.5,0
E00084557,87.1,1.1,10.6,1.1
E00084558,94.6,0,5.4,0
E00084559,92,0,7.1,0.9
E00084560,89.8,0.3,7.7,2.2
E00084561,90.3,0,9.7,0
E00084562,86.2,0,13.4,0.4
E00084563,92,0.4,6.4,1.2
E00084564,94.3,0,5.4,0.3
E00084565,83.2,0,15.2,1.7
E00084566,84.7,0,15,0.3
E00084567,84.5,0.3,11,4.2
E00084624,87.7,0.3,11.8,0.3
E00084625,91.5,0,7.5,1
E00084636,88.4,0.7,9.2,1.7
E00084637,94.5,0.5,4.5,0.5
E00084638,86.9,0,12.4,0.7
E00084639,86.7,0,11.1,2.1
E00084640,84.4,0.3,13.1,2.2
E00084641,88.3,0,10.3,1.5
E00084642,92.3,0.5,5.5,1.8
E00084643,90.2,0.6,7.7,1.5
E00084644,87.7,0,8,4.3
E00084645,93,0,6.7,0.3
E00084646,86.9,0.3,10.3,2.6
E00084647,93.2,0.8,4.7,1.3
E00084648,94.7,0.3,5,0
E00084649,89.4,0.6,7.7,2.3
E00084650,83.8,0.8,12.7,2.7
E00084651,90.4,0.3,8.4,0.9
E00084652,90.2,0,7.8,2
E00084653,86.7,0.6,10.4,2.2
E00084654,82.8,0.6,14.1,2.5
E00084655,89,0.8,8.3,2
E00084656,94.1,0,5.7,0.2
E00084657,83.8,0,12,4.2
E00084658,91.8,0,8.2,0
E00084659,87.5,0,9,3.5
E00084660,87.3,0.3,11.1,1.2
E00084661,92.4,0,7.6,0
E00084662,89.9,0.3,9.4,0.3
E00084664,93.8,0,5.2,1
E00084666,79.7,0.3,20,0
E00084667,92.7,0,6.1,1.2
E00084668,85.2,1.2,13,0.6
E00084669,86.8,0.4,12,0.8
E00084670,89.5,0.3,9.3,0.8
E00084671,89.7,0,8.4,2
E00084678,89.2,1,8.6,1.3
E00084679,87.9,0,10.7,1.3
E00084680,81,0.6,15.1,3.3
E00084681,87.2,0,11.7,1
E00084682,94.4,0,5.6,0
E00084683,93.4,0.2,6.3,0
E00084812,92.8,0,4.8,2.4
E00084813,92.4,0,7.6,0
E00084814,87.1,0,11.7,1.2
E00084816,92.3,0,7.2,0.5
E00084817,94.1,0,5.9,0
E00084818,92,0.4,7.6,0
E00084819,85.8,0.8,10.8,2.5
E00084820,83.6,0.3,15.1,1
E00084821,75.7,0.5,23.8,0
E00084822,75.6,0,23.1,1.3
E00084823,86.6,1.1,11.5,0.7
E00084824,93.3,0,6.7,0
E00084825,81.2,0.6,13.6,4.6
E00084826,93.1,0,5.4,1.5
E00084827,91,0,7.5,1.4
E00084828,93.8,0.3,6,0
E00084829,91.8,0.3,6.6,1.3
E00084830,95.9,0,3.2,1
E00084834,94.9,0,4.6,0.5
E00084837,93.8,0.7,4,1.5
E00084838,92.7,0.9,6.4,0
E00084840,92.2,0.8,6.3,0.8
E00084841,89.9,0,10.1,0
E00084842,95.1,0,4.5,0.4
E00084843,87.1,0.3,12.6,0
E00084844,94.1,0,5.9,0
E00084845,95,0.2,4.7,0
E00084846,95.5,0,4,0.5
E00084905,90.2,0.5,8.7,0.5
E00084906,94.8,0.3,4.6,0.3
E00084907,89.9,0,9.6,0.6
E00084908,93.9,0,5.1,1
E00084909,90.9,0,9.1,0
E00084910,91.3,0,8.7,0
E00084911,91,0.7,8,0.3
E00084912,95.1,0,4.9,0
E00084913,93.7,0,5.5,0.8
E00084914,91.7,0,7.6,0.7
E00084915,95.5,0.3,3.1,1
E00084916,93.3,0,6.7,0
E00084917,91.5,0.7,6.5,1.4
E00084918,92.7,0,5.8,1.6
E00084919,93.2,0,6.6,0.3
E00084920,95.1,0,4.6,0.3
E00084921,88.4,0.3,9.7,1.6
E00084922,88.5,1,9.2,1.4
E00084923,93.7,0.3,6,0
E00084924,91.1,0.7,8.2,0
E00084925,90,0,9.3,0.7
E00084926,93.4,0,5.6,1
E00084927,92.8,0,6.8,0.3
E00084928,96.5,0.3,2.5,0.6
E00084929,92.2,0.3,7.1,0.3
E00084930,90.6,0,9.1,0.3
E00084931,95.3,0,4.7,0
E00084951,90,0.3,7.9,1.8
E00084952,89.4,0,9.7,0.9
