areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00084325,3.1,0.7,4.5,90.6,1
E00084326,10.5,26.5,4.8,52.7,5.4
E00084328,19.1,6,1.9,71.2,1.9
E00084329,13.3,11.5,4.9,70.3,0
E00084330,19.6,5.2,4,69.3,1.9
E00084331,12.6,12.1,0,75.3,0
E00084332,17.8,7.4,4.1,69,1.8
E00084333,14.7,3.7,3.7,77.4,0.6
E00084334,5.6,1.5,6.5,83.2,3.2
E00084336,12.4,12,4.8,66.7,4.1
E00084337,3.1,7,1.9,86,1.9
E00084338,3.9,4.9,5.6,82,3.6
E00084339,25.1,7.3,5.9,59.6,2.1
E00084340,12,6,3.7,75.1,3.1
E00084341,18.6,7.2,3.2,70.5,0.5
E00084342,49.5,3.1,4.3,41.4,1.7
E00084343,30.9,13.9,2.6,50.7,1.9
E00084344,21.2,6.7,2.9,67.2,2
E00084345,20.6,1.4,4.7,68.9,4.4
E00084347,7.6,3.9,1.5,84,3
E00084348,3.4,5.3,7.8,81.9,1.6
E00084349,6.1,8.1,5.1,80.2,0.5
E00084350,5.2,5.2,4.6,84.3,0.8
E00084351,11.3,3.4,2.8,79.7,2.8
E00084352,2.9,5.3,1.5,89.4,0.9
E00084353,6.3,10.9,7.4,74.3,1.2
E00084355,4.5,2.1,2.4,89.4,1.7
E00084356,2.2,4.3,1.8,91.4,0.4
E00084357,6.2,9.7,2.8,79.9,1.4
E00084358,1.6,1.3,3.2,92.7,1.3
E00084359,7.9,3.8,7,80.3,1
E00084360,3.4,6.5,1.7,86.3,2.1
E00084361,3.3,4.7,3,89.1,0
E00084362,7.3,3.9,7.3,81.2,0.3
E00084363,24.2,6.1,4.8,61.2,3.6
E00084365,10.4,17.4,6,63,3.1
E00084366,12.6,12.9,5.4,69.1,0
E00084367,20.7,3.9,2.7,67.9,4.8
E00084368,13.6,14.6,7,61.7,3.2
E00084369,6.5,3.4,7.4,79.1,3.7
E00084370,8.7,2.4,1.4,84.7,2.8
E00084371,9.5,15.9,6.6,63.4,4.7
E00084372,5.2,3.7,5.6,83,2.6
E00084373,24.6,6,3.6,63.5,2.4
E00084374,25.7,6.9,4.2,60.4,2.8
E00084375,12.5,5.2,7.5,73.1,1.6
E00084376,18.2,9.9,5.2,66.4,0.3
E00084377,17.5,10.2,3.5,66,2.8
E00084378,15.1,13.1,5.2,63.7,2.9
E00084379,13.3,12.5,4,64.5,5.6
E00084385,5.6,4.7,2.6,87.1,0
E00084386,7,10.2,1.7,79.1,2
E00084387,3.8,2.7,4.1,84.9,4.5
E00084388,7.3,3.2,0,88.7,0.8
E00084389,10.2,10.2,11.3,66,2.3
E00084391,17.3,12.7,4.3,64.3,1.4
E00084392,22.8,10.5,4.1,59.6,2.9
E00084393,28.4,9.2,2.6,52.3,7.5
E00084394,9.2,30.2,4.5,51.4,4.7
E00084395,8.1,31,1.8,53.5,5.6
E00084396,9.2,29.7,5.8,47.7,7.6
E00084397,14.6,28,5,50.8,1.6
E00084398,8.8,35.4,2.4,50,3.4
E00084399,12.4,16,4.6,63.1,3.9
E00084400,14.8,24.5,5,52.9,2.8
E00084401,10.2,22.9,4.3,56.4,6.2
E00084402,11.7,21.5,4.8,58.1,3.9
E00084403,42.4,8,4.1,40.8,4.7
E00084404,23.4,11.4,2.5,59.7,3
E00084405,12.2,27.7,2.8,51.2,6.2
E00084406,13.3,24.6,5.6,54,2.5
E00084407,14.2,34.3,5.1,43.8,2.6
E00084408,11.3,31.1,6.6,47.9,3.2
E00084409,19.5,16.6,2.9,57.2,3.8
E00084410,35.8,13.4,2,44.3,4.5
E00084411,20.7,12.9,3.3,59.5,3.5
E00084412,31.1,9.1,3.6,52.1,4.1
E00084413,23.1,6.5,5.2,58.2,7.1
E00084414,31.5,13.7,2.7,48.4,3.7
E00084415,10.5,11.6,6.2,69.2,2.4
E00084416,34.2,11.3,5.3,46.7,2.5
E00084417,21.3,13,3.9,56.5,5.4
E00084418,18.5,12.6,5.5,59.6,3.8
E00084419,3,2.6,3.7,88.9,1.8
E00084420,15.3,23.9,5.7,53.1,2
E00084421,15.3,10.1,4.3,70.2,0
E00084422,15.6,9.7,1,69.2,4.5
E00084423,2.2,5.9,3,87,1.9
E00084424,22.3,11.6,2.7,57.2,6.2
E00084425,15.3,13.8,3.4,65,2.5
E00084426,26.8,22.5,2,43,5.6
E00084427,15,27.1,4,48.5,5.5
E00084428,30.1,14.5,4.4,48.5,2.5
E00084429,13.8,0,2.2,81.2,2.8
E00084430,11.7,36.4,2.8,43.8,5.2
E00084431,8.8,40.4,2.5,44.8,3.4
E00084432,23.9,22.3,4.5,44.2,5
E00084433,16.7,28.2,3.8,47.2,4.2
