areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00084325,82.1,13.8,4.1
E00084326,72,21.3,6.7
E00084328,73.2,18,8.8
E00084329,83.2,12.1,4.6
E00084330,80.4,16,3.7
E00084331,62.9,23.4,13.7
E00084332,81.6,12.3,6.1
E00084333,83.7,13.3,3
E00084334,80.8,14.7,4.4
E00084336,83.8,10.8,5.4
E00084337,71.2,17.3,11.5
E00084338,80.7,13.4,5.9
E00084339,80,14.4,5.6
E00084340,79.6,15.4,5
E00084341,74.1,19.2,6.7
E00084342,81.4,14,4.5
E00084343,85.2,10.8,4
E00084344,81.9,12.6,5.6
E00084345,71,19.5,9.4
E00084347,77,16.4,6.7
E00084348,77.9,12,10.1
E00084349,80,14.4,5.6
E00084350,81.9,13.4,4.7
E00084351,84.1,9.7,6.3
E00084352,79.3,14.2,6.5
E00084353,80.8,12.8,6.4
E00084355,79.9,15.4,4.8
E00084356,83.8,12.6,3.6
E00084357,84.4,10.8,4.9
E00084358,84.5,11.4,4.1
E00084359,80.8,16,3.2
E00084360,74.4,18.7,6.9
E00084361,76.3,17.2,6.5
E00084362,79.2,14.9,5.9
E00084363,87.6,9.7,2.7
E00084365,82.3,12.2,5.5
E00084366,79.1,14.5,6.4
E00084367,84.6,12.7,2.7
E00084368,82.8,12.1,5.1
E00084369,86.9,10.7,2.4
E00084370,83.3,12.5,4.2
E00084371,83.3,12.4,4.2
E00084372,78.9,14.8,6.3
E00084373,80.1,15.4,4.5
E00084374,82.7,14.9,2.4
E00084375,84.2,12.2,3.6
E00084376,81.8,11,7.2
E00084377,86.6,9.2,4.2
E00084378,77.8,15.7,6.5
E00084379,87.6,8,4.4
E00084385,54.1,31.9,14
E00084386,83.2,10.7,6.1
E00084387,79.5,14.7,5.8
E00084388,79.4,16.6,4
E00084389,71.9,19,9.1
E00084391,80.5,13.5,6
E00084392,86.2,11.2,2.6
E00084393,87.1,11.6,1.3
E00084394,87.6,7.7,4.7
E00084395,71.4,20.5,8.1
E00084396,84.7,12.5,2.8
E00084397,87.3,8.4,4.2
E00084398,85.3,11.9,2.8
E00084399,83.2,12.2,4.5
E00084400,87.5,8.3,4.2
E00084401,83.9,11.5,4.6
E00084402,84.4,12.4,3.2
E00084403,92.2,5.7,2.1
E00084404,79.9,13.2,6.9
E00084405,81.5,12.2,6.2
E00084406,88.2,9,2.7
E00084407,82.7,11.4,5.8
E00084408,86.3,7.4,6.3
E00084409,88.4,8,3.5
E00084410,85,11.3,3.7
E00084411,85.1,12.3,2.6
E00084412,88.2,9.9,1.9
