areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00053356,37.1,35,11.9,16.1
E00053358,39.9,30.6,20.2,9.2
E00053367,38.3,41.4,10.5,9.8
E00053368,34.6,33.1,21.5,10.8
E00053402,33.1,34.6,15.4,16.9
E00053504,22.4,50,15.1,12.5
E00053505,40.7,28.6,12.1,18.6
E00053506,25,31.7,15,28.3
E00053507,16.3,32.6,24.4,26.7
E00053508,24.6,28.4,22.4,24.6
E00053509,20.7,32.2,23.1,24
E00053510,20.7,32.6,17,29.6
E00053511,69.9,14.3,6.8,9
E00053512,30.3,32.8,17.2,19.7
E00053513,22.3,34.6,14.6,28.5
E00053514,23.3,31.8,17.8,27.1
E00053515,29.6,26.8,22.5,21.1
E00053516,20.7,28.4,19,31.9
E00053517,45,25.7,15.6,13.8
E00053518,36.7,32.5,10.8,20
E00053519,6,30,21,43
E00053520,36.4,29.5,10.9,23.3
E00053521,20.7,34.1,14.8,30.4
E00053522,27.5,35.8,18.3,18.3
E00053523,46.7,29.7,7.7,15.9
E00053524,23.6,23.6,17.1,35.8
E00053525,29.8,29,15.3,26
E00053526,21.3,20.5,18.9,39.3
E00053527,29.6,32.2,19.1,19.1
E00053528,32.2,25.4,11.9,30.5
E00053529,46.5,21.3,12.3,20
E00053530,22.3,33.9,19,24.8
E00053531,26.7,35.1,13,25.2
E00053532,28.1,22.8,13.2,36
E00053533,21.8,30,18.2,30
E00053534,36.4,31,14.7,17.8
E00053535,28.3,28.3,13.8,29.7
E00053536,33.3,31.4,15.7,19.6
E00053537,39.4,20,16.7,23.9
E00053538,19,35.9,13.4,31.7
E00053539,19.2,29.6,8,43.2
E00053540,15.6,32.1,16.5,35.8
E00053541,26.9,28.5,20,24.6
E00053542,18.9,38.6,18.1,24.4
E00053543,33.9,41.9,14.5,9.7
E00053544,21.1,30.8,21.8,26.3
E00053545,29.8,38.2,13,19.1
E00053546,29.9,23.6,18.1,28.3
E00053603,36.7,10.8,10.8,41.7
E00053606,14.1,15.6,23,47.4
E00053607,13.8,23.8,15.4,46.9
E00053608,11.9,16.3,11.1,60.7
E00053609,18.6,29,16.6,35.9
E00053610,16.4,14.8,9.8,59
E00053611,28,28.8,19.7,23.5
E00053612,5.8,15.7,21.5,57
E00053613,14.1,7,25,53.9
E00053614,16.9,23.2,12,47.9
E00053742,39,37.7,8.9,14.4
E00053743,18.5,35.4,16.2,30
