areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00053356,21.5,48.6,22.9,6.9
E00053358,20.6,41.7,28.6,9.1
E00053367,22.6,41.4,30.8,5.3
E00053368,24.8,50.4,17.8,7
E00053402,9.2,48.5,34.6,7.7
E00053504,17.6,46.4,26.8,9.2
E00053505,26.4,40.5,22,11
E00053506,21.5,36.4,27.3,14.9
E00053507,22.2,47.4,28.1,2.2
E00053508,17.3,43.6,28.6,10.5
E00053509,23.8,44.3,26.2,5.7
E00053510,15.7,38.8,32.1,13.4
E00053511,58.2,26.1,13.4,2.2
E00053512,13.8,60.2,17.9,8.1
E00053513,34.6,42.3,16.2,6.9
E00053514,28.2,48.1,20.6,3.1
E00053515,35.9,43,14.8,6.3
E00053516,17.6,45.4,30.3,6.7
E00053517,42.5,36.8,13.2,7.5
E00053518,32.2,48.3,13.6,5.9
E00053519,8.9,38.6,33.7,18.8
E00053520,27.3,37.5,24.2,10.9
E00053521,7.2,45.7,35.5,11.6
E00053522,15.6,40.4,36.7,7.3
E00053523,32,49.7,14.4,3.9
E00053524,15.2,47.2,29.6,8
E00053525,22.7,50.8,23.5,3
E00053526,16.3,42.3,29.3,12.2
E00053527,23.7,45.6,26.3,4.4
E00053528,19,54.3,19,7.8
E00053529,32.9,46.5,17.4,3.2
E00053530,14.4,51.7,28,5.9
E00053531,15,54.9,23.3,6.8
E00053532,22.3,48.2,23.2,6.3
E00053533,26.4,40.9,24.5,8.2
E00053534,17.8,59.7,18.6,3.9
E00053535,20.7,45.2,29.6,4.4
E00053536,23,52,20.4,4.6
E00053537,30.1,40.4,23.5,6
E00053538,12.1,46.4,28.6,12.9
E00053539,14.3,49.2,27.8,8.7
E00053540,17.4,47.7,24.8,10.1
E00053541,20.3,50,23.4,6.3
E00053542,10.2,47.2,35.4,7.1
E00053543,13.7,50.8,29.8,5.6
E00053544,13.6,37.1,39.4,9.8
E00053545,20.1,46.3,26.9,6.7
E00053546,12.5,39.1,32,16.4
E00053603,38.3,40,16.7,5
E00053606,23.3,44.4,18,14.3
E00053607,32.1,51.1,12.2,4.6
E00053608,30.8,44.4,20.3,4.5
E00053609,35.2,40.1,16.9,7.7
E00053610,20.3,40.7,31.7,7.3
E00053611,33.1,49.6,12.8,4.5
E00053612,21.7,39.2,33.3,5.8
E00053613,28.1,46.1,20.3,5.5
E00053614,28.9,46.5,17.6,7
E00053742,28.9,45.6,20.1,5.4
E00053743,12.4,43.1,37.2,7.3
E00053744,13.2,48.2,30.7,7.9
E00053745,13.7,46,34.7,5.6
E00053746,28.5,46.2,21.5,3.8
E00053747,25.6,44.4,21.8,8.3
E00053748,29.7,45.2,21.9,3.2
E00053749,32.8,48.9,15.3,2.9
E00053750,24.8,53.5,16.3,5.4
E00053751,21.6,35.3,30.2,12.9
E00053752,27.8,57.6,14.6,0
E00053753,29.5,49.3,19.2,2.1
E00053754,26.7,45,25.8,2.5
E00053756,27.6,49.8,17.2,5.4
E00053757,41.3,36.5,14.4,7.7
E00053759,37.1,36.3,21.8,4.8
E00053760,12.7,48.4,26.2,12.7
E00053761,56.6,41.2,1.5,0.7
E00053762,34.6,39.8,18,7.5
E00053763,14.5,32.9,38.8,13.8
E00053764,18,50.8,23.8,7.4
E00053765,23,45.9,23,8.2
E00053766,30.3,41.8,25.4,2.5
E00053767,37.4,42.4,16.5,3.6
E00053768,34.4,45,17.9,2.6
E00053769,28.9,45.8,19,6.3
E00053770,18.3,48.7,27,6.1
E00053771,7.8,49.2,32,10.9
E00053772,19.4,56.5,18.5,5.6
E00053773,16,50.9,24.5,8.5
E00053774,23.2,46.5,23.9,6.3
E00053775,38.4,44.9,15.2,1.4
E00053776,27.8,50,19,3.2
E00053777,34.9,45.9,14,5.2
