areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00053356,77.2,2.8,19.9
E00053358,86.9,3.6,9.5
E00053367,84.7,2.3,13
E00053368,76.1,7.2,16.7
E00053402,91.9,2.8,5.3
E00053504,89.1,1.5,9.4
E00053505,85.9,2.7,11.4
E00053506,86.9,2.2,10.9
E00053507,81.4,6.9,11.7
E00053508,86,5.5,8.5
E00053509,79,3.6,17.5
E00053510,81.1,4.2,14.7
E00053511,69,2.3,28.6
E00053512,78.5,3.8,17.7
E00053513,69.4,2.5,28.1
E00053514,70.3,1.2,28.5
E00053515,79.1,2.6,18.3
E00053516,79.2,2,18.7
E00053517,76.8,4,19.2
E00053518,80.7,6.5,12.7
E00053519,85.4,4.2,10.4
E00053520,87.1,1.6,11.4
E00053521,85,3.2,11.9
E00053522,84.4,4.9,10.6
E00053523,84.7,3.5,11.7
E00053524,81.4,7,11.6
E00053525,74.9,9.9,15.2
E00053526,85.6,6.4,8.1
E00053527,86.5,2.8,10.7
E00053528,81.4,4.6,14.1
E00053529,78.3,4.5,17.3
E00053530,83.8,6.7,9.6
E00053531,86.6,3.4,10
E00053532,78.2,9.6,12.2
E00053533,84.2,4.5,11.3
E00053534,74.8,10,15.2
E00053535,80.1,4,16
E00053536,80.1,6.9,13
E00053537,77.2,4.8,17.9
E00053538,84.1,6.3,9.5
E00053539,82.9,9,8
E00053540,85.2,6.5,8.4
E00053541,76.1,7.6,16.3
E00053542,88.1,4.2,7.7
E00053543,86.4,1.2,12.4
E00053544,83.3,4,12.7
E00053545,81.6,2.8,15.6
E00053546,87.7,3.3,9
E00053603,84.9,5,10.1
E00053606,81.7,8.6,9.6
E00053607,71.1,13.9,15
E00053608,81.9,11.2,6.8
E00053609,73.6,13.4,13
E00053610,91.3,5.2,3.5
E00053611,72.1,9.7,18.2
E00053612,77.6,12.2,10.2
E00053613,83.6,10.6,5.8
E00053614,75.8,12.5,11.7
E00053742,84,2.5,13.5
E00053743,84.6,2.9,12.5
E00053744,79.7,3,17.3
E00053745,83.6,3.7,12.7
E00053746,73.7,7.6,18.8
E00053747,81.6,4.6,13.8
E00053748,80.7,3.6,15.7
E00053749,79.9,0.3,19.8
E00053750,78.9,5.3,15.8
E00053751,85.7,0.7,13.7
E00053752,81.8,0,18.2
E00053753,80.7,0.7,18.6
E00053754,83,1.9,15.1
E00053756,82.5,2.5,15
E00053757,63.2,8.1,28.7
E00053759,57.5,11.4,31.2
E00053760,88.6,1.4,9.9
E00053761,68.6,1.6,29.8
E00053762,61.5,13.5,25.1
E00053763,86,1,13
E00053764,83.9,1.3,14.8
E00053765,87.4,3,9.6
E00053766,85.8,2.8,11.3
E00053767,51.3,21.6,27.1
E00053768,48.6,22,29.3
E00053769,76.2,3.2,20.6
E00053770,86.3,3.1,10.6
E00053771,89,3.1,7.9
E00053772,73.5,5.3,21.2
E00053773,76.6,6.9,16.5
E00053774,86.5,2.9,10.7
E00053775,74.1,4.4,21.5
E00053776,68,11.3,20.7
E00053777,67.8,8.7,23.5
E00053778,79.9,6.2,13.9
E00053779,65.2,4.7,30.1
E00053780,75.3,3,21.6
E00053781,59.6,4.9,35.4
E00053783,69.3,3.4,27.3
E00053785,78.9,4,17
E00053880,90.5,0.7,8.8
E00053881,83.4,2.7,13.9
E00053882,93.8,0.3,5.9
E00053883,65.3,4,30.6
E00053884,83.3,2,14.7
E00053885,80.9,3,16.1
E00053886,78.7,1.8,19.6
E00053887,57.2,6.5,36.3
E00053888,91.7,3.1,5.2
E00053890,72.8,0,27.2
E00053891,79.7,0.3,20
E00053892,86,1.3,12.8
E00053893,71.8,0.8,27.4
E00053894,88.8,2.2,9
E00053895,89.7,2,8.3
E00053896,78.4,2.3,19.4
E00053897,82.2,4.8,13
E00053898,62.1,8.7,29.2
E00053899,66.7,3.6,29.7
E00053900,60.9,6.1,33
E00053902,90.2,1.8,7.9
E00053903,74.5,9.4,16.1
E00053904,76.4,2.2,21.4
E00053907,89.5,1.5,9
E00053908,87.6,2.7,9.7
E00053910,88.8,0.4,10.8
E00053911,89.5,0.3,10.1
E00053912,85.1,0,14.9
E00053913,89.7,0.7,9.6
E00053914,91.3,0.8,7.9
E00053915,89,1.3,9.7
E00053916,87.3,2.9,9.8
E00053917,92.2,2.7,5.1
E00053918,82.4,1,16.6
E00053919,81.7,2.1,16.2
E00053920,90,1.1,8.9
E00053921,86.9,1.2,11.9
E00053922,90.7,1.2,8.1
E00053923,87.9,0.6,11.5
E00053925,90.7,1.8,7.5
E00053926,82.7,5.3,12
E00053927,94.4,1.1,4.4
E00053928,94.6,1.3,4.1
E00053929,92.8,2.7,4.5
E00053930,89,3.1,7.8
E00053931,81.8,1.3,16.8
E00053932,92.4,1,6.6
E00053933,66.6,4.4,29.1
E00053934,71.3,0.7,28
E00054348,69.1,3.6,27.3
E00054354,90.2,0.3,9.5
E00054359,86.3,4.4,9.2
E00054360,80.8,1.2,18
E00054361,87.2,2.3,10.6
E00054367,82.5,1.6,16
E00054370,77.1,2.7,20.2
E00054371,88.5,0,11.5
E00054378,82.8,6.5,10.7
E00054382,80.8,2.5,16.7
E00054383,78,4.6,17.4
E00054384,78.9,4.5,16.6
E00054385,74.4,8.8,16.8
E00054386,75.6,5.2,19.1
E00054569,73.4,8.5,18.1
E00054570,75.3,8.1,16.7
E00054575,68.6,12,19.3
E00054576,77.9,11,11
E00054577,84,4.4,11.6
E00054578,77.7,15.8,6.5
E00054579,68,6.7,25.3
E00054580,76.8,14.7,8.5
E00054581,83.9,7.1,9
E00054583,81.6,9.3,9.1
E00054585,60.9,18.4,20.6
E00054587,75,17.3,7.7
E00054588,81.7,10.7,7.6
E00054589,87.5,6.8,5.7
E00054590,66.4,22.4,11.2
E00054592,84.5,10.4,5.1
E00054594,73.4,15,11.6
E00054595,62.8,27.2,10.1
E00054598,90.9,2.4,6.7
E00054599,76.9,9.4,13.7
E00054600,71.8,8.9,19.3
E00054602,84.7,4.9,10.5
E00054603,88.6,4.4,6.9
E00054604,68,3.1,28.9
E00054605,64.4,9.6,26.1
E00054606,79.1,5.2,15.7
E00054607,83,3.5,13.5
E00054608,84.7,5.8,9.5
E00054609,85.2,5.3,9.4
E00054610,71.2,9.4,19.4
E00054612,65.2,8,26.8
E00054613,83.8,7.2,8.9
E00056838,89.4,4.9,5.6
E00057705,86.5,1.3,12.2
E00057706,86.5,10.5,2.9
E00057707,96.1,1.1,2.9
E00057708,89.7,4.1,6.2
E00057709,91.9,2.8,5.3
E00058308,90.3,4.2,5.4
E00058315,85.7,4.7,9.7
E00058389,84.2,3.2,12.6
E00058391,92.7,3.3,4
E00058392,82.7,1.2,16.2
E00058393,74.5,4.5,21.1
E00058394,86.4,3.8,9.8
E00058396,89.1,7.9,3
E00058397,86.7,5.4,7.9
E00058398,82.3,8.1,9.6
E00058402,90.6,1.7,7.7
E00058403,94.4,0.9,4.7
E00058404,76.6,3.8,19.7
E00058405,82.1,2.5,15.4
E00058408,87.9,2.5,9.6
E00058409,89.7,6.4,3.9
E00058410,85.8,0.8,13.4
E00058411,83.9,2.9,13.2
E00058412,85.4,0.9,13.6
E00058414,84.8,1.9,13.4
E00058415,79.3,6.9,13.8
E00058417,88,1.7,10.3
E00058419,89.8,1.9,8.4
E00058420,86.7,2.2,11.1
E00058421,79.6,3.6,16.8
E00058422,82.9,5.1,12.1
E00058424,86.3,2,11.8
E00058425,77.7,11.2,11.2
E00058426,89.2,4.5,6.3
E00058427,88.3,3.7,8
E00058428,83.7,8,8.3
E00058429,80.7,8.7,10.6
E00058430,82.5,9.8,7.7
E00058441,86.5,2.8,10.7
E00058442,87.9,4,8.1
E00058443,90.6,1.5,7.9
E00058444,93.1,2.1,4.8
E00058445,88.1,0.9,11
E00058446,89.2,0.7,10.2
E00058447,90.1,1.5,8.4
E00058448,87.2,2.8,10
E00058449,96.9,1.7,1.4
E00058450,92.8,0.8,6.5
E00058455,91.5,2.2,6.3
E00058456,86.7,1.5,11.7
E00058459,80.5,3,16.5
E00058462,88.4,3.2,8.5
E00058463,77.7,7.3,15
E00176097,59.4,23.6,17
E00176135,84.2,3.2,12.6
E00176164,91,5.2,3.8
E00176176,88.5,2.5,9
E00176199,66.9,4.4,28.8
E00176214,90.1,5.5,4.5
E00177760,78.5,10.5,11
E00177761,82.3,11.4,6.3
E00177780,60.8,12.3,26.9
E00177782,67.9,7.1,25
E00177786,72.7,12.3,15
E00177788,86.4,0.9,12.7
E00177789,90.1,4,5.9
E00177792,91.2,4.4,4.4
E00177798,82,9.5,8.5
E00177802,84.6,6.8,8.5
E00177807,82.3,4,13.7
E00177819,83.9,6.5,9.7
E00177825,87.6,7.8,4.5
E00177826,92,1.3,6.7
E00177827,65.8,17.7,16.5
E00177829,83.9,7.9,8.2
E00177831,93,2.3,4.7
E00177832,86.2,6.2,7.7
E00177838,45.3,35.1,19.6
E00177845,85.2,9.2,5.6
E00177848,90.4,3.8,5.8
E00177859,91.7,0.6,7.7
E00177860,77.7,8.7,13.7
E00187063,78.1,13.6,8.2
E00187089,70.9,25.1,4
