areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00053356,95.6,1.3,3.2
E00053358,94.5,1.9,3.6
E00053367,95.8,2.3,1.9
E00053368,91.9,2.2,5.9
E00053402,95.8,1.1,3.2
E00053504,98,0.6,1.5
E00053505,96.9,0.8,2.2
E00053506,98.7,0.3,1
E00053507,92.3,1.3,6.4
E00053508,88.5,3,8.5
E00053509,96.4,0.3,3.2
E00053510,95.5,0.8,3.7
E00053511,94.9,0.5,4.7
E00053512,97.6,0,2.4
E00053513,95.8,1.7,2.5
E00053514,97.7,0.6,1.7
E00053515,92.2,2.3,5.5
E00053516,96.2,0.6,3.2
E00053517,95.5,0.4,4
E00053518,90.9,1.1,8
E00053519,86.8,4.5,8.7
E00053520,96.5,0.6,2.8
E00053521,95,1.8,3.2
E00053522,96.2,0,3.8
E00053523,96.2,0.3,3.5
E00053524,88.9,3.8,7.3
E00053525,89,2.1,8.9
E00053526,90.8,0.8,8.3
E00053527,95.9,0,4.1
E00053528,92.5,1.3,6.2
E00053529,93.5,1.2,5.3
E00053530,92,2.2,5.7
E00053531,95.1,1.2,3.7
E00053532,89.6,0.9,9.5
E00053533,95.8,0.3,3.8
E00053534,87.9,3.1,9
E00053535,94.9,1.6,3.5
E00053536,95.6,0,4.4
E00053537,95.9,0.2,3.9
E00053538,91.5,1,7.6
E00053539,89,2.2,8.8
E00053540,90.6,1.6,7.8
E00053541,86.8,5.7,7.5
E00053542,91.6,2.7,5.7
E00053543,98.4,0.8,0.8
E00053544,96.3,0.3,3.4
E00053545,96.3,0.9,2.8
E00053546,95.8,0.9,3.3
E00053603,91.2,2.7,6.1
E00053606,85.8,2,12.2
E00053607,76.7,8.4,14.9
E00053608,82.9,2.7,14.4
E00053609,84,2.9,13.2
E00053610,92.1,1.3,6.7
E00053611,91.7,0.6,7.7
E00053612,83.5,3.2,13.3
E00053613,85.7,3.4,10.8
E00053614,84.5,2,13.5
E00053742,97.2,0,2.8
E00053743,94.7,0.8,4.5
E00053744,97.3,1,1.7
E00053745,95.7,0.3,4
E00053746,93.3,1.8,4.8
E00053747,96.1,0.3,3.6
E00053748,96.1,0,3.9
E00053749,98.7,0.7,0.7
E00053750,94.4,0.3,5.3
E00053751,97.3,1,1.7
E00053752,98.6,0,1.4
E00053753,97.5,0.7,1.8
E00053754,98.1,0,1.9
E00053756,97,0.2,2.8
E00053757,93.1,1.6,5.2
E00053759,87.5,1.4,11.1
E00053760,96.9,1.7,1.4
E00053761,97.9,0.5,1.6
E00053762,87.2,0.9,11.9
E00053763,98.5,0.8,0.8
E00053764,96.5,1.9,1.6
E00053765,94.7,2.7,2.7
E00053766,93.7,0.7,5.6
E00053767,83.1,3.5,13.4
E00053768,80.3,5,14.7
E00053769,96,0.4,3.6
E00053770,96.9,0.7,2.4
E00053771,96.6,0.8,2.5
E00053772,97.1,0,2.9
E00053773,91.2,2.4,6.4
E00053774,96,1.4,2.6
E00053775,95.9,0.3,3.7
E00053776,90.6,1.4,8
E00053777,90,1.1,8.9
E00053778,92.6,2.5,4.9
E00053779,94.1,0.6,5.3
E00053780,96.3,0,3.7
E00053781,94.6,1.4,4
E00053783,96.3,0.5,3.2
E00053785,98.4,0,1.6
E00053880,98.7,1,0.3
E00053881,97.6,0.3,2
E00053882,99,0.7,0.3
E00053883,95.6,1.7,2.7
E00053884,98.8,0.4,0.8
E00053885,96.3,0.3,3.4
E00053886,96.4,0.9,2.7
E00053887,91.8,2.4,5.8
E00053888,96.8,0.4,2.9
E00053890,100,0,0
E00053891,98.7,0.6,0.6
E00053892,98.3,0.5,1.3
E00053893,98.7,0.4,0.8
E00053894,96,1.5,2.5
E00053895,95.1,2,2.9
E00053896,97.7,0,2.3
E00053897,94.5,0.4,5.2
E00053898,91.2,0.8,7.9
E00053899,96.7,0.4,2.9
E00053900,95.4,0.8,3.8
E00053902,96,0.9,3
E00053903,92.9,0.5,6.6
E00053904,98.7,0,1.3
E00053907,98.9,0.4,0.8
E00053908,97.8,0.5,1.6
E00053910,99.3,0,0.7
E00053911,98.6,0.7,0.7
E00053912,99.6,0,0.4
E00053913,97,1.3,1.7
E00053914,98.8,0.8,0.4
E00053915,96.3,2,1.7
E00053916,97.5,0.4,2.2
E00053917,98.8,0,1.2
E00053918,99.3,0.2,0.5
E00053919,96.4,1.2,2.4
E00053920,98.6,0.2,1.1
E00053921,97.7,1.7,0.6
E00053922,95.8,1.8,2.4
E00053923,98.7,0,1.3
E00053925,96.9,0.9,2.2
E00053926,94.3,0,5.7
E00053927,96.3,0,3.7
E00053928,98.1,0,1.9
E00053929,96.7,0.6,2.7
E00053930,94.6,0.8,4.7
E00053931,96.1,1.8,2.2
E00053932,96.7,1.7,1.7
E00053933,94.5,1.5,4.1
E00053934,96.5,0,3.5
E00054348,93.9,1.3,4.9
E00054354,98.2,1.5,0.3
E00054359,96.5,0.3,3.2
E00054360,99.2,0.4,0.4
E00054361,97.7,0,2.3
E00054367,98.7,0,1.3
E00054370,95.9,2,2
E00054371,100,0,0
E00054378,91.5,1,7.5
E00054382,98.2,0.7,1.1
E00054383,94.7,3.5,1.8
E00054384,94.4,1.1,4.5
E00054385,91.4,3.7,4.9
E00054386,96.3,0.3,3.4
E00054569,88.9,0.6,10.5
E00054570,87,3,9.9
E00054575,86.4,1.4,12.2
E00054576,87.1,2.3,10.6
E00054577,92.8,1.9,5.3
E00054578,84.4,1.6,14
E00054579,89.9,3.4,6.7
E00054580,84.5,2.8,12.7
E00054581,88.9,1.2,9.9
E00054583,86.8,2.9,10.2
E00054585,75.5,1.5,22.9
E00054587,79.8,2.8,17.4
E00054588,87,1.2,11.8
E00054589,88.8,3.1,8.1
E00054590,69.7,2.8,27.5
E00054592,87,1.2,11.8
E00054594,80.2,5,14.8
E00054595,67.5,5.8,26.7
E00054598,95.7,2.4,1.8
E00054599,88.9,1.1,10
E00054600,89.8,2.2,8
E00054602,94.9,0.5,4.6
E00054603,95,0.8,4.2
E00054604,90.8,7.7,1.5
E00054605,91.4,1.3,7.2
E00054606,92.1,2.1,5.9
E00054607,96.2,0.3,3.5
E00054608,93.4,1.1,5.6
E00054609,93.2,1.8,5.1
E00054610,88.6,3.6,7.7
E00054612,90.7,0.3,9
E00054613,85.7,5.7,8.6
E00056838,94.7,1.4,3.9
E00057705,98.4,0.3,1.3
E00057706,87.1,1.4,11.5
E00057707,96.4,1.8,1.8
E00057708,94.4,0.9,4.7
E00057709,98,0.6,1.4
E00058308,94.3,1.5,4.2
E00058315,94.7,1.7,3.7
E00058389,97.1,0.9,2
E00058391,92.5,3.8,3.8
E00058392,97.4,0,2.6
E00058393,95.1,2.5,2.5
E00058394,91.7,0.4,8
E00058396,89.3,3.3,7.4
E00058397,91.1,3,5.9
E00058398,88.5,2.8,8.7
E00058402,97.5,0.6,2
E00058403,96.5,2.4,1.2
E00058404,96.2,1.2,2.6
E00058405,96.4,0.4,3.2
E00058408,95.7,2.5,1.8
E00058409,91.6,1.5,6.9
E00058410,98.4,0.8,0.8
E00058411,95.1,1.6,3.2
E00058412,97.5,1.6,0.9
E00058414,98.9,0.7,0.4
E00058415,92.8,1,6.2
E00058417,97.7,0.3,2
E00058419,95.7,1.2,3.1
E00058420,95.9,1.4,2.7
E00058421,96.1,0.7,3.3
E00058422,93.8,1.6,4.7
E00058424,98,0.8,1.2
E00058425,88.7,1.8,9.5
E00058426,94.3,1.2,4.5
E00058427,95.2,1.4,3.4
E00058428,89.8,1.7,8.6
E00058429,88.1,1.9,10
E00058430,90.9,0.9,8.2
E00058441,95.2,0,4.8
E00058442,93.7,2.5,3.8
E00058443,96.6,0.8,2.7
E00058444,96.6,1.3,2.1
E00058445,97.3,1.2,1.5
E00058446,97.7,1,1.3
E00058447,96.1,1.2,2.7
E00058448,96,2,2
E00058449,96.2,1.4,2.4
E00058450,95.9,1.5,2.6
E00058455,97.2,0.4,2.4
E00058456,96.9,0.4,2.7
E00058459,95.2,2.2,2.6
E00058462,95.1,1.4,3.5
E00058463,94.8,1.2,4
E00176097,78.6,3.1,18.2
E00176135,96.8,0.4,2.9
E00176164,92.4,1.4,6.3
E00176176,98.2,0,1.8
E00176199,90.6,0.6,8.8
E00176214,92.5,2,5.5
E00177760,87.6,3,9.4
E00177761,85.7,0.6,13.7
E00177780,87.6,2,10.4
E00177782,91.6,0,8.4
E00177786,91.1,2.1,6.8
E00177788,99.1,0,0.9
E00177789,94.4,1.3,4.3
E00177792,93.8,1.3,4.9
E00177798,86,4.7,9.3
E00177802,89.8,4.2,5.9
E00177807,96.6,1.1,2.3
E00177819,94.5,0.6,4.9
E00177825,84.5,3.8,11.7
E00177826,96.4,2.1,1.6
E00177827,71.7,4.1,24.2
E00177829,90.7,1.5,7.8
E00177831,96.3,1.4,2.3
E00177832,86.8,1.9,11.3
