areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00085052,68.7,31.3
E00085054,73.1,26.9
E00085055,73.5,26.5
E00085058,71,29
E00085059,77,23
E00085061,74.3,25.7
E00085062,66.9,33.1
E00085063,80.5,19.5
E00085067,68.8,31.2
E00085068,63.5,36.5
E00085070,79,21
E00085072,76.2,23.8
E00085076,72.1,27.9
E00085157,64.8,35.2
E00085200,89,11
E00085201,81.1,18.9
E00085202,77.1,22.9
E00085203,82.4,17.6
E00085204,89.6,10.4
E00085205,79.1,20.9
E00085206,85.8,14.2
E00085207,85.1,14.9
E00085208,78.5,21.5
E00085209,87.3,12.7
E00085210,88.4,11.6
E00085211,75.6,24.4
E00085212,81.5,18.5
E00085213,90.2,9.8
E00085214,86.8,13.2
E00085215,86.8,13.2
E00085216,83.5,16.5
E00085217,84.8,15.2
E00085218,85.4,14.6
E00085219,84.9,15.1
E00085220,80.9,19.1
E00085221,79.5,20.5
E00085222,85,15
E00085233,82.5,17.5
E00085240,89.1,10.9
E00085241,89,11
E00085376,85,15
E00085377,95.2,4.8
E00085385,89,11
E00085400,85.1,14.9
E00085401,83.2,16.8
E00085402,90.3,9.7
E00085403,88.5,11.5
E00085404,90.1,9.9
E00085710,80.5,19.5
E00085711,82.5,17.5
E00085712,85.1,14.9
E00085713,92.2,7.8
E00085714,89.6,10.4
E00085715,85.9,14.1
E00085716,88.8,11.2
E00085717,88.9,11.1
E00085718,82.5,17.5
E00085719,88.4,11.6
E00085720,83.5,16.5
E00085721,88,12
E00085722,84.2,15.8
E00085723,92.1,7.9
E00085724,94.4,5.6
E00085725,91.2,8.8
E00085726,91.9,8.1
E00085727,89.9,10.1
E00085728,86.1,13.9
E00085729,86.4,13.6
E00085730,90.9,9.1
E00085731,87.8,12.2
E00085732,77.7,22.3
E00085733,90.6,9.4
E00085734,88.5,11.5
E00085735,79.6,20.4
E00085736,89.2,10.8
E00085737,77.3,22.7
E00085738,83,17
E00085739,82.7,17.3
E00085740,92.2,7.8
E00085745,86.8,13.2
E00085746,87.4,12.6
E00085750,82.9,17.1
E00085752,80.6,19.4
E00085753,77.2,22.8
E00085756,88.9,11.1
E00085757,82.8,17.2
E00085758,88.4,11.6
E00085759,89.1,10.9
E00085766,90.2,9.8
E00085770,83.9,16.1
E00085773,81.9,18.1
E00085774,84.6,15.4
E00085775,73.3,26.7
E00085776,69.4,30.6
E00085777,74.7,25.3
E00085778,67.3,32.7
E00085779,75.7,24.3
E00085780,77.7,22.3
E00085781,61,39
E00085782,85.6,14.4
E00085783,84.7,15.3
E00085784,81.3,18.8
E00085785,77.8,22.2
E00085786,81.8,18.2
E00085787,85.7,14.3
E00085788,86,14
E00085789,83.4,16.6
E00085790,81.6,18.4
E00085791,79.8,20.2
E00085792,86.7,13.3
E00085793,82.8,17.2
E00085794,74,26
E00085795,70,30
E00085796,79.6,20.4
E00085797,83.9,16.1
E00085798,82,18
E00085799,83.4,16.6
E00085800,77.9,22.1
E00085801,85.5,14.5
E00085802,70.6,29.4
E00085803,85.1,14.9
E00085804,83.1,16.9
E00085805,84.5,15.5
E00085806,83,17
E00085807,82.5,17.5
E00085808,80.7,19.3
E00085809,86.8,13.2
E00085810,78.1,21.9
E00085811,81.7,18.3
E00085812,82.8,17.2
E00085813,80.5,19.5
E00085814,78.2,21.8
E00085815,86.7,13.3
E00085816,73.4,26.6
E00085817,67.3,32.7
E00085818,85.2,14.8
E00085819,89.1,10.9
E00085820,82.1,17.9
E00085821,67.6,32.4
E00085822,87,13
E00085823,86.3,13.7
E00085824,82.2,17.8
E00085825,77.5,22.5
E00085826,72.5,27.5
E00085827,73.5,26.5
E00085828,73.3,26.7
E00085829,82.1,17.9
E00085830,84.5,15.5
E00085831,85.7,14.3
E00085832,83.6,16.4
E00085833,85.9,14.1
E00085834,86.1,13.9
E00085835,85.8,14.2
E00085836,76,24
E00085837,88.8,11.2
E00085838,91.2,8.8
E00159790,92.1,7.9
E00159791,94,6
E00159792,94.1,5.9
E00159793,95.1,4.9
E00159794,89.6,10.4
E00159795,89.3,10.7
E00159796,97.3,2.7
E00159797,96.7,3.3
E00159798,94.7,5.3
E00159799,93,7
E00159800,90.3,9.7
E00159801,89.2,10.8
E00159802,96.2,3.8
E00159803,89.1,10.9
E00159804,91.9,8.1
E00159805,88.8,11.2
E00159806,89.9,10.1
E00159807,94.3,5.7
E00159808,89.1,10.9
E00159809,88.4,11.6
E00159810,92.4,7.6
E00159811,86.7,13.3
E00159812,89.7,10.3
E00159813,97.8,2.2
E00159814,95.3,4.7
E00159815,94.6,5.4
E00159816,90.1,9.9
E00159817,95,5
E00159818,87.6,12.4
E00159819,95.4,4.6
E00159820,92.9,7.1
E00159821,97.7,2.3
E00159822,94.1,5.9
E00159823,95.4,4.6
E00159824,94.3,5.7
E00159825,92.4,7.6
E00159826,92.1,7.9
E00159827,92.9,7.1
E00159828,95.6,4.4
E00159829,94.4,5.6
E00159830,94.6,5.4
E00159831,95.6,4.4
E00159832,96.4,3.6
E00159833,91,9
E00159834,84.8,15.2
E00159835,92.2,7.8
E00159836,93.7,6.3
E00159837,90.9,9.1
E00159838,83.4,16.6
E00159839,95.2,4.8
E00159840,91,9
E00159841,91.2,8.8
E00159842,84.7,15.3
E00159843,89.7,10.3
E00159844,84.4,15.6
E00159845,88.8,11.2
E00159846,80.8,19.2
E00159847,83.1,16.9
E00159848,94.6,5.4
E00159849,88.5,11.5
E00159850,87.5,12.5
E00159851,93.3,6.7
E00159852,90.7,9.3
E00159853,96,4
E00159854,96,4
E00159855,93.3,6.7
E00159856,85.4,14.6
E00159857,92.9,7.1
E00159858,93.6,6.4
E00159859,83,17
E00159860,92.9,7.1
E00159861,88.4,11.6
E00159862,80.4,19.6
E00159863,93.6,6.4
E00159864,92.4,7.6
E00159865,95.4,4.6
E00159866,95.4,4.6
E00159867,95.7,4.3
E00159868,94.9,5.1
E00159869,94.6,5.4
E00159870,95.2,4.8
E00159871,96,4
E00159872,95.2,4.8
E00159873,93.3,6.7
E00159874,92.7,7.3
E00159875,93.1,6.9
E00159876,92,8
E00159877,95.4,4.6
E00159878,93.2,6.8
E00159879,94.8,5.2
E00159880,87.5,12.5
E00159881,88.2,11.8
E00159883,87.5,12.5
E00159884,91,9
E00159885,92.8,7.2
E00159886,91.2,8.8
E00159887,96.3,3.7
E00159888,87.1,12.9
E00159889,94.4,5.6
E00159890,96.2,3.8
E00159891,92.9,7.1
E00159892,89.8,10.2
E00159893,91.7,8.3
E00159894,94.6,5.4
E00159895,94.5,5.5
E00159896,93.1,6.9
E00159897,91,9
E00159898,93.8,6.2
E00159899,90.5,9.5
E00159900,94.5,5.5
E00159901,90.5,9.5
E00159902,95.3,4.7
E00159903,93.4,6.6
E00159904,94.2,5.8
E00159905,96.8,3.2
E00159906,94.1,5.9
E00159907,95.3,4.7
E00159908,91.6,8.4
E00159909,97.7,2.3
E00159910,95.1,4.9
E00159911,90.8,9.2
E00159912,95.2,4.8
E00159913,90.9,9.1
E00159914,91.2,8.8
E00159915,92.3,7.7
E00159916,92.4,7.6
E00159917,94,6
E00159919,92.9,7.1
E00159920,92.9,7.1
E00159921,87.3,12.7
E00159922,94.7,5.3
E00159923,92,8
E00159924,94.1,5.9
E00159925,91.9,8.1
E00159926,95.9,4.1
E00159927,86.8,13.2
E00159930,91.8,8.2
E00159931,87.6,12.4
E00159932,84.5,15.5
E00159933,95.3,4.7
E00159934,89.3,10.7
E00159935,94.5,5.5
E00159936,93.1,6.9
E00159937,92.2,7.8
E00159938,95,5
E00159939,92.2,7.8
E00159940,90.6,9.4
E00159941,93,7
E00159942,91.5,8.5
E00159943,90.2,9.8
E00159944,94.1,5.9
E00159945,89,11
E00159946,94.5,5.5
E00159947,92.5,7.5
E00159948,89.9,10.1
E00159949,95.5,4.5
E00159950,94.1,5.9
E00159951,92.1,7.9
E00159952,94.3,5.7
E00159953,94.6,5.4
E00159954,89,11
E00159955,91.8,8.2
E00159956,92,8
E00159957,95.5,4.5
E00159958,89.4,10.6
E00159959,94,6
E00159960,89.5,10.5
E00159961,92.5,7.5
E00159962,90,10
E00159963,91.5,8.5
E00159964,93.4,6.6
E00159965,90.2,9.8
E00159966,88.5,11.5
E00159967,91.7,8.3
E00159968,91.4,8.6
E00159969,96.4,3.6
E00159970,90,10
E00159971,89.7,10.3
E00159972,90.9,9.1
E00159973,87.7,12.3
E00159974,90.1,9.9
E00159975,89.9,10.1
E00159976,95,5
E00159977,95.1,4.9
E00159978,92.3,7.7
E00159979,94.9,5.1
E00159980,93.3,6.7
E00159981,92.2,7.8
E00159982,97.2,2.8
E00159983,97.2,2.8
E00159984,93.3,6.7
E00159985,89.7,10.3
E00159986,96.2,3.8
E00159987,92.3,7.7
E00159988,89.4,10.6
E00159989,88.8,11.2
E00159990,94.2,5.8
E00159991,91.9,8.1
E00159992,86.6,13.4
E00159993,82.5,17.5
E00159994,90.7,9.3
E00159995,77.1,22.9
E00162326,89.2,10.8
E00162327,84.5,15.5
E00162332,83.8,16.2
E00162333,84.6,15.4
E00162334,90.6,9.4
E00162336,88.6,11.4
E00162340,86.4,13.6
E00162341,90.4,9.6
E00162343,87.5,12.5
E00162344,88.8,11.2
E00162346,80.7,19.3
E00167744,90.7,9.3
E00167745,90.4,9.6
E00167746,93,7
E00167747,84.5,15.5
E00167748,93.4,6.6
E00167749,91.5,8.5
E00167750,87.6,12.4
E00172908,89.1,10.9
E00184742,94.2,5.8
E00184758,86.4,13.6
E00184776,88.6,11.4
E00184788,89.9,10.1
E00184813,82.1,17.9
