areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00085052,21.6,78.4
E00085054,41,59
E00085055,16.7,83.3
E00085058,13,87
E00085059,24.2,75.8
E00085061,21.3,78.7
E00085062,22.6,77.4
E00085063,41.3,58.7
E00085067,13.1,86.9
E00085068,16.8,83.2
E00085070,23.5,76.5
E00085072,34.3,65.7
E00085076,13.5,86.5
E00085157,27.5,72.5
E00085200,35.6,64.4
E00085201,37.4,62.6
E00085202,31.5,68.5
E00085203,36.6,63.4
E00085204,38.6,61.4
E00085205,46.7,53.3
E00085206,38.6,61.4
E00085207,56.8,43.2
E00085208,41.3,58.7
E00085209,43.4,56.6
E00085210,61.1,38.9
E00085211,45.7,54.3
E00085212,42.2,57.8
E00085213,33.4,66.6
E00085214,55.7,44.3
E00085215,46.1,53.9
E00085216,34.6,65.4
E00085217,33.3,66.7
E00085218,37.1,62.9
E00085219,33.8,66.3
E00085220,39,61
E00085221,41.6,58.4
E00085222,46.7,53.3
E00085233,41.5,58.5
E00085240,49.6,50.4
E00085241,55.1,44.9
E00085376,33.8,66.2
E00085377,48.2,51.8
E00085385,49.4,50.6
E00085400,47.5,52.5
E00085401,40.9,59.1
E00085402,36.4,63.6
E00085403,43,57
E00085404,47.9,52.1
E00085710,37.1,62.9
E00085711,36.1,63.9
E00085712,38.8,61.2
E00085713,46,54
E00085714,48.5,51.5
E00085715,35.9,64.1
E00085716,53.3,46.7
E00085717,38.3,61.7
E00085718,38.1,61.9
E00085719,34.8,65.2
E00085720,31.3,68.7
E00085721,38,62
E00085722,32.4,67.6
E00085723,44.4,55.6
E00085724,46.7,53.3
E00085725,60.9,39.1
E00085726,45.1,54.9
E00085727,37.2,62.8
E00085728,55.7,44.3
E00085729,22.4,77.6
E00085730,50.3,49.7
E00085731,41.8,58.2
E00085732,41.2,58.8
E00085733,26.6,73.4
E00085734,33.3,66.7
E00085735,41.6,58.4
E00085736,38.5,61.5
E00085737,33.2,66.8
E00085738,41.8,58.2
E00085739,36.6,63.4
E00085740,40.8,59.2
E00085745,58.2,41.8
E00085746,54,46
E00085750,57.9,42.1
E00085752,57.8,42.2
E00085753,29.8,70.2
E00085756,52.8,47.2
E00085757,41.3,58.7
E00085758,48.2,51.8
E00085759,56.4,43.6
E00085766,66.1,33.9
E00085770,41.6,58.4
E00085773,33.1,66.9
E00085774,34,66
E00085775,27.2,72.8
E00085776,38.3,61.7
E00085777,25,75
E00085778,31,69
E00085779,35.5,64.5
E00085780,30.9,69.1
E00085781,28.6,71.4
E00085782,44,56
E00085783,40.2,59.8
E00085784,27.6,72.4
E00085785,20.1,79.9
E00085786,26,74
E00085787,43.4,56.6
E00085788,42.9,57.1
E00085789,35.3,64.7
E00085790,42,58
E00085791,15.6,84.4
E00085792,52.8,47.2
E00085793,37.1,62.9
E00085794,28.9,71.1
E00085795,43.4,56.6
E00085796,20.4,79.6
E00085797,25.2,74.8
E00085798,30.5,69.5
E00085799,54.9,45.1
E00085800,25.1,74.9
E00085801,29.6,70.4
E00085802,20.1,79.9
E00085803,42.2,57.8
E00085804,44.3,55.7
E00085805,26.9,73.1
E00085806,37.8,62.2
E00085807,47.1,52.9
E00085808,41.5,58.5
E00085809,47.9,52.1
E00085810,45,55
E00085811,44.8,55.2
E00085812,41.2,58.8
E00085813,39.1,60.9
E00085814,37.4,62.6
E00085815,49.5,50.5
E00085816,15.4,84.6
E00085817,29.4,70.6
E00085818,37.8,62.2
E00085819,48.1,51.9
E00085820,45.3,54.7
E00085821,24.5,75.5
E00085822,63.5,36.5
E00085823,55.3,44.7
E00085824,52.9,47.1
E00085825,37.2,62.8
E00085826,32.1,67.9
E00085827,40.8,59.2
E00085828,32,68
E00085829,52.3,47.7
E00085830,45.5,54.5
E00085831,63.3,36.7
E00085832,49.1,50.9
E00085833,49.3,50.7
E00085834,62.1,37.9
E00085835,53.7,46.3
E00085836,33.2,66.8
E00085837,42.9,57.1
E00085838,36.7,63.3
E00159790,57.9,42.1
E00159791,51.8,48.2
E00159792,57.5,42.5
E00159793,51.3,48.7
E00159794,66.1,33.9
E00159795,43.7,56.3
E00159796,56.3,43.7
E00159797,65.4,34.6
E00159798,56.7,43.3
E00159799,53,47
E00159800,53,47
E00159801,57.6,42.4
E00159802,66.4,33.6
E00159803,48.6,51.4
E00159804,38.3,61.7
E00159805,31.5,68.5
E00159806,35.2,64.8
E00159807,34.3,65.7
E00159808,45.6,54.4
E00159809,43,57
E00159810,25.6,74.4
E00159811,47.7,52.3
E00159812,36.1,63.9
E00159813,49.4,50.6
E00159814,50.2,49.8
E00159815,39.6,60.4
E00159816,44.1,55.9
E00159817,44.3,55.7
E00159818,40.1,59.9
E00159819,51.8,48.2
E00159820,57.1,42.9
E00159821,55.9,44.1
E00159822,57.5,42.5
