areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00085052,69.5,1.6,28.1,0.8
E00085054,85.5,2.2,10.9,1.5
E00085055,74,1.3,23.8,0.9
E00085058,66.5,0.4,30.8,2.3
E00085059,81.4,0,16.4,2.3
E00085061,73.7,0.7,25,0.7
E00085062,85.8,0.6,13.1,0.6
E00085063,89.3,0,9.3,1.3
E00085067,76.5,0,22.1,1.4
E00085068,73,0,27,0
E00085070,82.3,0.4,16.4,0.9
E00085072,79.5,1.7,17.1,1.7
E00085076,78.7,0.9,19.3,1.2
E00085157,82.6,0,17.4,0
E00085200,93.2,0,5.9,0.9
E00085201,88.1,0.5,10.4,1
E00085202,94.6,0,4.2,1.1
E00085203,86.9,0,11.9,1.1
E00085204,93.2,0,4.6,2.1
E00085205,91.1,0,8.6,0.3
E00085206,90.3,0.3,9.4,0
E00085207,92.3,0.6,6,1.1
E00085208,91.6,0,7.7,0.6
E00085209,90.5,0.4,8.9,0.2
E00085210,91.2,0.5,7,1.3
E00085211,88,0.3,11,0.6
E00085212,93,1.5,4.6,0.9
E00085213,97,0,3,0
E00085214,87.9,1.1,10.2,0.8
E00085215,94.1,0.3,5.6,0
E00085216,91.6,0,8,0.3
E00085217,94.8,0,4.9,0.3
E00085218,86.2,0,13.5,0.2
E00085219,87.2,0,11.7,1
E00085220,92.9,0.6,6.5,0
E00085221,90.7,0,7.8,1.5
E00085222,86.8,1.2,9.5,2.5
E00085233,87.5,0.6,11,0.9
E00085240,89.7,0.3,10,0
E00085241,92.2,0,7.8,0
E00085376,97.1,0,2.6,0.4
E00085377,92.5,0,7.5,0
E00085385,93.5,0.7,5,0.7
E00085400,93.8,0,6.2,0
E00085401,90.7,0.4,8.5,0.4
E00085402,92.6,0.3,6.8,0.3
E00085403,94.3,0.3,5.1,0.3
E00085404,93.5,0.6,5.9,0
E00085710,88.2,0,11.5,0.4
E00085711,85.9,2.3,10.5,1.3
E00085712,86.6,0.2,12.9,0.2
E00085713,94.6,0.3,5.1,0
E00085714,90.2,0.3,8.9,0.6
E00085715,92,0,7.2,0.8
E00085716,91.1,0,8.9,0
E00085717,87.8,0,12.2,0
E00085718,92.1,0,7.4,0.5
E00085719,92.2,0.4,7.5,0
E00085720,86.4,0.9,11.9,0.9
E00085721,84.8,0.3,14.7,0.3
E00085722,94.3,0,5.7,0
E00085723,97,0.3,2.8,0
E00085724,91.4,0.5,7.6,0.5
E00085725,91.9,0.4,6.7,1.1
E00085726,92.2,1.8,6,0
E00085727,86.3,0,12.5,1.1
E00085728,92.9,0,7.1,0
E00085729,90.5,0,8.2,1.2
