areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00091014,94.4,3,0,2.6
E00091123,93.4,0.9,2.4,3.3
E00091124,91.4,2.6,3,3
E00091125,95.6,0.7,2,1.8
E00091126,97.1,1.7,0,1.1
E00091127,93.6,2.2,1.5,2.6
E00091128,89.6,4.9,2.2,3.3
E00091129,91,5.3,1.5,2.3
E00091136,87.3,6.4,2.5,3.9
E00091137,92.1,4.8,0.6,2.4
E00091138,89.2,6.3,1.8,2.7
E00091139,92.4,3.7,1.5,2.4
E00091140,90.8,3.7,2.2,3.4
E00091141,92.6,3.4,1.5,2.5
E00091142,90,3.4,2.3,4.3
E00091143,88,7.9,3,1.1
E00091144,91.4,3.3,1.7,3.6
E00091145,91.9,2.6,2.4,3.1
E00091146,90.4,3.6,2.6,3.4
E00091147,91.7,2.6,1.9,3.8
E00091148,88.6,4.8,3.3,3.3
E00091149,89.5,3,3.9,3.6
E00091150,87,4.2,2.3,6.5
E00091151,90.8,2.7,2.7,3.7
E00091152,90.3,4.9,1.4,3.5
E00091153,91.4,5,2.4,1.2
E00091154,90.4,3.1,1.4,5.2
E00091155,89,6.4,2,2.6
E00091156,89.1,4.5,2.5,4
E00091157,94.4,1.7,1,2.9
E00091158,90.7,4.9,1.2,3.3
E00091159,93,4.2,1.4,1.4
E00091160,91.9,2.5,0.7,4.9
E00091161,90.4,5,0.5,4.1
E00091162,95.8,1.5,1.5,1.1
E00091163,95.2,1,2.3,1.6
E00091164,93.8,2,1.6,2.6
E00091165,94,2,1.3,2.7
E00091166,92.1,2.3,2.3,3.3
E00091167,93.5,2.5,2.3,1.7
E00091168,92.5,3.5,1.2,2.9
E00091169,91.4,5.2,0.6,2.8
E00091170,87.2,5.3,1.9,5.6
E00091171,90.8,1.9,2.9,4.4
E00091172,94.4,2.6,1.6,1.4
E00091178,91.1,4.2,2.4,2.4
E00091179,93.4,2.2,1.1,3.3
E00091180,91.8,2.1,2.1,3.9
E00091181,90.6,2.9,0.6,5.8
E00091182,88.9,5.2,2.8,3.1
E00091183,90.3,4.5,2,3.2
E00091184,90.8,3,0.7,5.6
E00091193,89.8,4.6,2.2,3.4
E00091194,91.1,3.6,1.7,3.6
E00091199,91.2,4.8,2.2,1.8
E00091200,88.3,3.1,3.5,5.1
E00091201,88.8,5.8,1.5,3.8
E00091202,86,5.8,3.2,4.9
E00091203,87.6,6.4,1.9,4.1
E00091204,92.1,4,1.4,2.6
E00091205,91.5,4.6,1.5,2.3
