areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00091014,0.4,0,0,99.6,0
E00091123,0,0.6,1.7,92.6,5.1
E00091124,3.5,1.7,2.4,91.7,0.7
E00091125,1,3.1,2,90.2,3.7
E00091126,1.6,1.6,0.8,94.3,1.6
E00091127,0.2,3.8,0.6,93.7,1.7
E00091128,1.6,1.3,1.8,93.9,1.3
E00091129,1.9,2.7,0.2,94.9,0.2
E00091136,2.5,0,0.3,97,0.3
E00091137,0,0.6,0,99.4,0
E00091138,0,0,1.1,98.9,0
E00091139,1.4,0,0.6,97.7,0.3
E00091140,2.1,0,0.3,97.4,0.3
E00091141,0.5,0,0,99.1,0.5
E00091142,0.2,0,1.3,98.5,0
E00091143,4.1,0.4,2.6,91.9,1.1
E00091144,0.5,0,0,99,0.5
E00091145,1.4,0.2,0,97.7,0.7
E00091146,0.8,0,0,99.2,0
E00091147,0.9,0,2.7,93.7,2.7
E00091148,0,0,0,100,0
E00091149,0.6,0.9,1.7,96.5,0.3
E00091150,0.3,0.5,0.8,98.1,0.3
E00091151,0.2,0,1.9,97.2,0.7
E00091152,0.3,0,0.3,99.3,0
E00091153,0,1.1,0.2,97.3,1.3
E00091154,0.7,0,1,98.3,0
E00091155,0.4,0,0.2,99.4,0
E00091156,2.1,0.7,0,97.2,0
E00091157,5.3,0.2,2.2,90.5,1.8
E00091158,2.4,0,2.4,95.3,0
E00091159,2,0.7,1,94.2,2
E00091160,2.4,0,0.7,96.3,0.7
E00091161,2.2,0.9,0.4,96,0.4
E00091162,0,2.8,1.4,93.3,2.5
E00091163,0,3.2,1.5,93.5,1.8
E00091164,2.1,0.2,2.5,93.2,2.1
E00091165,0,0,1.2,97.5,1.2
E00091166,2.7,0,2.2,93.8,1.3
E00091167,1.6,0.5,1.7,95.5,0.7
E00091168,1.1,0.5,0.3,95.3,2.7
E00091169,0,3.3,0,94.7,2.1
E00091170,0,0,0,99.3,0.7
E00091171,1.2,1.2,1.5,95,1.2
E00091172,0,0.6,1.8,97.2,0.4
E00091178,2.8,0,0,97,0.3
E00091179,1,0,0.7,97.2,1
E00091180,1.9,1.2,0,96.3,0.5
E00091181,1.5,0.3,3.1,94.1,0.9
E00091182,1.7,2.4,2.4,93.2,0.3
E00091183,0.2,0.5,0.5,97.2,1.6
E00091184,2.8,0,0,97.2,0
E00091193,1.7,0,1,97.3,0
E00091194,1.3,0.3,0,97.1,1.3
E00091199,3.4,0,2.5,93.7,0.4
E00091200,1.1,0.7,1.8,96.4,0
E00091201,0.7,0,1.1,98.2,0
E00091202,0.3,0,0,97.8,2
E00091203,0,1.5,1.5,96.3,0.7
E00091204,1.8,0.2,1.8,94.5,1.8
E00091205,2.2,0,1.9,95.1,0.7
E00091206,0.4,0.4,2.6,96.7,0
E00091207,1.3,0,0,98.7,0
E00091208,3.6,0,1.2,92.8,2.4
E00091209,1.5,0.9,1.5,94.8,1.2
E00091210,0.8,0.8,1.3,97.1,0
E00091211,1.7,0.2,1,97.1,0
E00091212,1.3,0,0.5,98.2,0
E00091213,2.5,0.7,0,92.4,4.3
E00091214,1.6,0.8,1.6,94.9,1.2
E00091215,0.3,0.3,1.6,97,0.7
E00091216,0,0.3,1.8,97.9,0
E00091217,0.3,1.7,0.3,97.3,0.3
E00091218,1.7,1,3.4,93.9,0
E00091219,0.4,0,0,98.9,0.7
E00091220,1.5,1.5,1.8,95.2,0
E00091221,0.4,0.4,2.4,96.7,0
E00091223,0.8,1.3,1.8,95.6,0.3
E00091224,0,0,0.7,99,0.3
E00091225,0,0.5,0,98.9,0.5
E00091226,0,1.7,0,96.9,1.4
E00091228,1.4,1.1,1.8,94.8,0.9
E00091229,0.4,1.1,5.4,92.8,0.4
E00091230,1,0.3,1.6,96.5,0.6
E00091231,0.7,0.7,1,96.9,0.7
E00091232,3.4,2.9,3.2,90.5,0
E00091233,0.8,1.6,0.5,94.8,2.2
E00091234,0,0.7,0.7,98.5,0
E00091235,2.3,0.8,2.6,94,0.4
E00091236,0.3,0.9,4.1,94.3,0.3
E00091237,0.6,0,1.9,96.4,1.1
E00091238,3,2.7,1.1,92.9,0.3
E00091239,5.3,0,2.1,91.6,1.1
E00091240,2.3,2.3,0.3,95.1,0
E00091241,0,3.7,0.7,95.2,0.4
E00091242,3.5,0,1,95.5,0
E00091243,0,0.8,2.7,96.5,0
E00091244,0.6,1,3.3,95.1,0
E00091245,0.3,0,0,99.4,0.3
E00091246,1,0,2.4,96.4,0.2
E00091247,2.1,0.7,0,97.2,0
E00091249,0,0.4,1.5,98,0
E00091250,1.5,0.9,0.3,96.8,0.6
E00091251,0.7,0,1,98.3,0
E00091252,2,0,3,94.8,0.3
E00091253,0,0.3,1,98.7,0
E00091254,0,0.3,0.9,98.8,0
E00091255,1.8,0.4,0.7,97,0
E00091256,0,0,0.7,98,1.3
E00091257,1.9,0,1.6,95.5,1
E00091258,2.5,0,1.8,94.7,1.1
E00091259,0.7,0,1,97.9,0.3
E00091260,6.4,1.6,1.1,91,0
E00091261,0.4,0.2,0.4,99,0
E00091262,0,1,1.7,96.9,0.5
E00091263,2.5,2.2,1.2,94.2,0
E00091265,4.5,0.3,2.1,90.9,2.1
E00091266,0.6,0,0.3,98.4,0.6
E00091267,4.5,2.2,0.6,91.6,1.1
E00091270,2.6,0.4,1.8,94.1,1.1
E00091271,2.1,0.4,5.6,91.9,0
E00091272,2.9,0.6,2.9,91.9,1.7
E00091273,3.1,1.2,1.4,92.3,1.9
E00091275,2,1,1,94.9,1.2
E00091276,0.2,0.2,0,99.6,0
E00091277,0.2,0.4,2.1,97.3,0
E00091278,0,0.3,0.6,99.1,0
E00091279,0.4,0.2,1.7,97.7,0
E00091280,0,1.4,0.9,96.6,1.1
E00091281,1.5,0,2.4,95.8,0.3
E00091282,0.9,1.6,2.1,95.3,0
E00091283,0.3,0,1,98.7,0
E00091284,0,0.3,2,97.7,0
E00091285,1.8,0,1.2,97,0
E00091286,0,0,0.2,99,0.7
E00091287,3.4,0,1.4,94.9,0.3
E00091288,2.5,0,1.3,95.6,0.6
E00091289,4.7,0,1,93.9,0.3
E00091290,0.6,0,2,95.8,1.7
E00091291,1.5,2.6,0.6,93.8,1.5
E00091292,0.7,0,1.4,97.9,0
E00091293,3.3,2.7,1.5,92.6,0
E00091294,1,0,0,98,1
E00091295,0.8,0,0.2,99,0
E00091296,0.3,2,2.4,94.9,0.3
E00091297,0,0,2.2,97.5,0.4
E00091298,1.6,0.2,0.2,97.9,0
E00091299,0,0,0.9,98.1,0.9
E00091300,0.4,0.4,1.3,97.8,0
E00091301,0,0,2.3,97.1,0.6
E00091302,2.1,0,0.4,96.3,1.2
E00091303,0.3,0,0,99.7,0
E00091304,1.7,0.3,0.7,95.5,1.7
E00091305,0.5,0.2,0.5,97.3,1.4
E00091306,0,0.5,0.3,98.7,0.5
E00091307,0.2,1.2,1.4,97.1,0
E00091308,0.6,0,1.9,97.5,0
E00091309,1.2,0,1.8,96.4,0.6
E00091310,0.4,0.4,1.4,97.8,0
E00091311,0.2,1,2,96.3,0.5
E00091312,0.2,0,1.5,98,0.2
E00091313,2.8,0,1.4,95.7,0
E00091314,0.3,0.3,0.9,98.4,0
E00091315,1.7,1.7,0,95.7,0.9
E00091340,1.6,0,0.3,97.8,0.3
E00091341,0.3,0.3,1.3,97.7,0.3
E00091342,0,0.3,1.9,95.7,2.1
E00091343,1.6,0.4,2.3,93.4,2.3
E00091344,0.3,0,0.3,97.3,2
E00091345,0.4,2.1,0,97.2,0.4
E00091346,2.1,0,1.4,96.5,0
E00091347,0.3,0.3,0.3,97.9,1
E00091357,0.4,0.9,0.4,95.2,3
E00091358,2.1,0.3,1.2,96,0.3
E00091359,0.3,1.1,0.3,97.9,0.5
E00091360,0,0,0.7,98.6,0.7
E00091361,0,1.5,1.2,95.8,1.5
E00091362,0,0.7,1.8,96.5,1.1
E00091363,0.4,0,0,98.9,0.7
E00091364,0,1.4,2.4,95.1,1
E00091366,0,0.7,1.1,95.4,2.9
E00091367,0,0.3,2.1,94.5,3.1
E00091368,0,1.5,0.3,97.1,1.2
E00091369,0,0,3.3,95.4,1.3
E00091370,0,1.3,1.8,92.7,4.2
E00091371,0.3,0,0,97.6,2.1
E00091372,3.8,0,1.9,94.3,0
E00091380,0,0,0.8,99.2,0
E00091381,0.7,0,2.1,97.1,0.2
E00091382,1.7,0,0.8,96,1.5
E00091383,0.2,0.4,2.1,97.3,0
E00091384,1,0,2.2,95.9,0.8
E00133274,2,0,1,97,0
E00133275,0.6,0,1.7,97.7,0
E00133276,1,2.2,0.3,96.5,0
E00133277,1.4,0.3,2,96.3,0
E00133278,0,0,0,100,0
E00133279,0.4,0.7,0.4,98.6,0
E00133280,1.2,0,0,98.5,0.2
E00133281,0,0.9,2,96.8,0.3
E00133282,0.3,0.6,0.3,98.8,0
E00133283,0.3,0.3,0.7,98.7,0
E00133284,1.4,0,0,98.6,0
E00133285,0.3,0,0,97.9,1.8
E00133286,0,0,1.4,98.6,0
E00133287,0,0.3,0.3,98.3,1.1
E00133295,0,0.2,2.1,96.1,1.6
E00133296,0.3,1.4,1.7,96.6,0
E00133297,0,0.4,0.7,98.6,0.4
E00133298,0,0,2,97.6,0.4
E00133299,0.4,0.4,0,99.1,0
E00133300,1.1,0.8,0.8,97.3,0
E00133301,0.9,0.4,0.4,98.2,0
E00133302,0,0,4.3,95.7,0
E00133303,0,0,0,100,0
E00133306,1.4,2,0.6,94.5,1.4
E00133310,0,0.7,0,97.7,1.6
E00133311,0,0.9,1.2,97.8,0
E00133312,1.1,0,1.5,97.3,0
E00133313,2.7,0,0.4,96.9,0
E00133314,0.7,1,2.1,96.2,0
E00133315,1.3,1,1,96.1,0.7
E00133317,0.4,0.4,1.8,97.5,0
E00133318,0.5,0,0,99,0.5
E00133319,0,0,1.8,97.9,0.3
E00133320,2.4,0,0,96.4,1.2
E00133321,1.6,0,0.4,97.6,0.4
E00133322,1.7,0,0,97.9,0.4
E00133323,0.8,0.4,0.8,97.9,0
E00133324,3.6,0,1.4,95,0
E00133325,0.3,1,1,97.6,0
E00133327,0,1.1,1.4,97.5,0
E00133328,0.6,0.3,0.3,98.7,0
E00133330,0,0,1.8,98.2,0
E00133331,1.8,0,0.9,96.7,0.6
E00133332,1.5,0,0.2,98.3,0
E00133333,0.4,0.4,1.5,97.7,0
E00133334,0,0,0,100,0
E00133335,0.5,0,1.6,97.9,0
E00133336,0.9,0,0.3,98.3,0.6
E00133337,0,0,0.3,99.7,0
E00133338,3.6,1.4,0.6,93.6,0.8
E00133339,0,0,0.4,98.9,0.8
E00133341,0,0,0.4,99.6,0
E00133342,0,0.4,2.7,96.9,0
E00133343,3.8,0.6,1,94.2,0.3
E00133344,1.4,0,0.4,97.9,0.4
E00133345,0,0,2.3,97.7,0
E00133346,0.4,0,0.9,97.4,1.3
E00133347,1.6,0.8,2.1,95.6,0
E00133348,0,0,0.5,99.5,0
E00133349,0.4,0,0,99.6,0
E00133350,0,0,1.4,98.1,0.5
E00133351,0,0,0,100,0
E00133352,1.4,0,0.2,98.4,0
E00133353,0.4,1.8,0,97.8,0
E00133354,0,0,0.3,99.1,0.6
E00133355,0,0,1.1,98.9,0
E00133356,0.2,0.4,0.4,98.9,0
E00133357,0,0,0.4,99.6,0
E00133464,0.5,0,0.5,96.4,2.6
E00133465,2.4,0,0.7,96.9,0
E00133466,0.3,0,0.3,99.4,0
E00133467,0,0.4,1.6,98,0
E00133469,1.7,0.3,1,97,0
E00133470,0.4,0.4,1.7,97.5,0
E00133471,2.3,0,0,97.7,0
E00133472,2,0,1,96.7,0.3
E00133473,0.4,0.4,0,99.2,0
E00133474,3.1,0.4,0,95.1,1.3
E00133475,0.8,0,1.6,97.7,0
E00133476,0.5,0,0.5,99,0
E00133477,0.2,0.2,0.7,98.8,0
E00133478,0,0,2.8,97.2,0
E00133481,0.3,0.3,0.9,98.3,0.3
E00133482,0.9,0,0.6,98.2,0.3
E00133483,0.4,0.2,0.8,98.4,0.2
E00133484,1.1,0,0.4,98.5,0
E00133485,3,3.6,4.7,88.2,0.6
E00134251,0.5,0,0.9,98.6,0
E00134253,0.4,0.7,0.7,98.2,0
E00134254,0.3,1.6,0.3,97.9,0
E00134255,2,0.3,2,95.7,0
E00134256,0.4,0.8,0.4,98.4,0
E00134257,0.3,0.6,1,97.1,1
E00134370,0,0.3,0,99.7,0
E00134372,0,0.2,1.6,98.2,0
E00134373,0,0.8,1.3,98,0
E00134376,0,0,0,99.1,0.9
E00134378,0,0.6,0.3,99.1,0
E00134379,4.6,0,0.3,94.8,0.3
E00134380,0,0.2,0.7,98.6,0.5
E00134381,0.7,0.3,1.4,97.6,0
E00134382,0,0,5.5,93.6,0.9
E00134443,0.4,0,0,98.9,0.7
E00134444,2.2,0,0.6,95.3,1.9
E00134446,1.9,0,1.5,94.4,2.2
E00134447,1.1,0,1.9,96.6,0.4
E00134448,0.2,0.7,0.2,98.6,0.2
E00134449,3.5,0.4,2.3,91.9,1.9
E00134450,0.4,0,0.4,99.3,0
E00134451,4,0,0.4,95.6,0
E00134453,2.2,0,0.8,95.3,1.6
E00134454,0.8,0,4.1,95.1,0
E00134455,1,0.7,0.3,97.9,0
E00134456,1,0.5,2.4,93.2,2.9
E00134457,0,0,0,100,0
E00134458,0,0,0,99.6,0.4
E00134459,0.4,0.7,1.1,97.8,0
E00134460,0,0.3,0.8,98.9,0
E00134462,0.5,0,0.5,99.1,0
E00134463,1.7,0,0.8,96.9,0.6
E00134464,0.4,0,0.8,97.9,0.8
E00134465,0.3,0,2.1,97.6,0
E00134466,0.4,0,0,99.6,0
E00134467,1.1,0,0,98.5,0.4
E00134625,0.8,0,0,99.2,0
E00135385,0.5,0.3,1,98.2,0
E00135386,0,0,1.3,98.4,0.3
E00135390,3,0,1.8,95.3,0
E00135391,0,0,0.3,99.4,0.3
E00135392,0.7,0,0.3,99,0
E00135393,2.4,0,0.9,96.8,0
E00135394,0.3,0.3,0.6,98.7,0
E00135395,0,0,0.7,99.3,0
E00135396,0,0,0,100,0
E00135397,0.2,0.2,0,99.3,0.2
E00135413,0.3,0,0,99.5,0.3
E00135414,0.5,0,0.5,99,0
E00135415,0.6,0,1.5,97.9,0
E00135416,0.4,0,1.3,98.3,0
E00135417,1.4,0,1,97.6,0
E00135418,2.2,0.7,0.7,96.3,0
E00135419,0,0,0,99.6,0.4
E00135420,0,0,0.8,98.4,0.8
E00135421,0.5,3.9,4.6,89.2,1.7
E00135422,0.3,0.3,2.9,95.1,1.3
E00135423,4.3,2.8,13,68.3,11.8
E00135424,2.6,0,1.8,93.6,2.1
E00135425,1.4,2.7,2.5,92.1,1.4
E00135426,0,0,0,100,0
E00135427,0,1,0.3,98.6,0
E00135428,1.3,1.8,3.6,90.8,2.6
E00135429,0.3,0.8,2.5,96.4,0
E00135434,0.3,0.3,1.6,95.8,2
E00135435,1.7,0.2,1.2,96.8,0
E00135436,0,1.6,2.3,95.8,0.3
E00135437,0.9,0,1.2,97.8,0
E00135438,0,0.3,1.1,96.5,2.1
E00135439,0.4,0.4,0.8,98,0.4
E00135440,1.2,0,2,96.7,0
E00135441,0.7,0,2.1,96.3,0.9
E00135442,0,0,1.2,98.8,0
E00135443,0.5,0.3,0.5,98.7,0
E00135444,0.6,0.6,1.7,97.2,0
E00135445,0,0.4,2.2,95.6,1.8
E00135446,0,0.8,0,98.9,0.3
E00135447,0.6,0,0,99.4,0
E00135448,0,0,0,100,0
