areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00091014,10.6,18.7,52.8,17.9
E00091123,6.1,12.7,71.1,10.2
E00091124,6.3,22.7,64.8,6.3
E00091125,3.3,12,73.7,10.9
E00091126,5.3,21.1,63.2,10.5
E00091127,6.5,13.9,65.4,14.3
E00091128,10.4,14.4,63.4,11.9
E00091129,9.7,13,65.4,11.9
E00091136,7.9,18.3,61.6,12.2
E00091137,6.3,21.1,47.4,25.3
E00091138,14.7,12.6,63.2,9.5
E00091139,9.8,19.1,61.8,9.3
E00091140,11.7,17.5,57.9,12.9
E00091141,16.7,18.4,50,14.9
E00091142,7,17.2,54.8,21
E00091143,11.4,13.8,56.9,17.9
E00091144,11.6,26.7,48.3,13.4
E00091145,9.4,18.8,61.3,10.5
E00091146,6.5,17.3,64.3,11.9
E00091147,10.1,20.9,51.4,17.6
E00091148,7.6,18.6,63.4,10.3
E00091149,9.2,19.1,58.2,13.5
E00091150,10.9,19.7,58.5,10.9
E00091151,11.8,18.5,56.4,13.3
E00091152,7.6,21,58,13.4
E00091153,8.5,20.7,60.6,10.2
E00091154,10.6,17.1,56.1,16.3
E00091155,13.5,17.7,53.2,15.6
E00091156,10.9,21.9,55.2,12
E00091157,9.4,19.5,57.3,13.9
E00091158,8.7,18.1,61.6,11.6
E00091159,8.6,16.5,61.9,12.9
E00091160,7.4,17.4,61.2,14
E00091161,8.5,15.4,59.8,16.2
E00091162,11.4,19.3,61.4,7.9
E00091163,8.3,17.3,59.6,14.7
E00091164,10.6,17.9,62.8,8.7
E00091165,7.1,15.6,68.2,9.1
E00091166,8.5,16,63.2,12.3
E00091167,6.5,15.2,70,8.3
E00091168,5.2,18.6,64,12.2
E00091169,13.1,16.9,58.1,11.9
E00091170,8.9,17,61.5,12.6
E00091171,8.1,14.9,67.1,9.9
E00091172,3.9,15.8,68.1,12.2
E00091178,7.7,14.3,70.9,7.1
E00091179,5.6,17.3,66,11.1
E00091180,5.8,15.7,66.2,12.3
E00091181,8.5,14.7,68.2,8.5
E00091182,11,21.1,54.1,13.8
E00091183,9.8,16.4,67.2,6.6
E00091184,9,14.8,66.4,9.8
E00091193,10.3,15.3,58.6,15.7
E00091194,8.6,21,51.2,19.1
E00091199,11,18.3,55,15.6
E00091200,7.4,27.4,47.4,17.9
E00091201,4,14.4,71.2,10.4
E00091202,7.4,20.5,41,31.1
E00091203,13.3,22.7,50.8,13.3
E00091204,7.9,17.8,59.1,15.3
E00091205,4.5,22.5,57.7,15.3
E00091206,7.8,26.1,56.5,9.6
E00091207,6.5,23.9,58.7,10.9
E00091208,10.5,16.9,59.7,12.9
E00091209,4.1,18.4,61.2,16.3
E00091210,6.8,29.7,52.7,10.8
