areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00091014,5.8,23.3,70.9
E00091123,13.9,27.2,58.9
E00091124,4.6,46.4,49
E00091125,16.3,26,57.7
E00091126,15,28.6,56.5
E00091127,9.1,27.4,63.4
E00091128,13.6,23.8,62.6
E00091129,10.8,24.8,64.3
E00091136,5.5,21.8,72.7
E00091137,6,20.9,73.1
E00091138,5.4,23.1,71.4
E00091139,4,12,84
E00091140,5.6,23.2,71.1
E00091141,3.9,33,63.1
E00091142,3.7,31.3,65
E00091143,3.9,26,70.1
E00091144,5.9,27.1,67.1
E00091145,4.6,31.1,64.3
E00091146,3.7,33.2,63.1
E00091147,9.2,15.1,75.6
E00091148,4.7,32,63.3
E00091149,3.9,22.4,73.7
E00091150,6.3,28.6,65.1
E00091151,3.4,23.6,73
E00091152,6.8,30.3,62.9
E00091153,4.5,24.4,71
E00091154,5.9,27.4,66.7
E00091155,8.8,18.7,72.5
E00091156,6.5,25.9,67.6
E00091157,10.6,20.6,68.8
E00091158,4,18.8,77.2
E00091159,5.4,31,63.6
E00091160,10.1,32.4,57.4
E00091161,8.6,44.8,46.6
E00091162,10.9,41.9,47.3
E00091163,9.8,27.8,62.4
E00091164,13.9,28.9,57.2
E00091165,12.4,31.4,56.2
E00091166,4.9,54.1,41
E00091167,13.8,27.9,58.3
E00091168,6.1,30.9,63
E00091169,9.9,21.3,68.8
E00091170,1.5,33.1,65.4
E00091171,12.2,34.7,53.1
E00091172,8.4,25.3,66.2
E00091178,10.6,18.1,71.3
E00091179,13.9,26.1,60
E00091180,11.3,22.1,66.7
E00091181,5.8,29,65.2
E00091182,3.5,27,69.5
E00091183,8.3,25.7,66
E00091184,6.9,30.6,62.5
E00091193,6.9,22,71.1
E00091194,7.4,25.9,66.7
E00091199,6.3,36,57.7
E00091200,5.4,38.5,56.2
E00091201,6.5,33.3,60.1
E00091202,5.2,41,53.8
E00091203,6.5,27.4,66.1
E00091204,5.5,41.9,52.5
E00091205,3.4,48.3,48.3
E00091206,4.7,20.9,74.4
E00091207,1.6,35.7,62.7
E00091208,6.3,30.8,62.9
E00091209,6.8,23.3,69.9
E00091210,1.6,29.1,69.3
E00091211,6.2,20.1,73.7
E00091212,6,29.9,64.1
E00091213,5.8,43.5,50.7
E00091214,10.3,26.5,63.2
E00091215,4.2,35.4,60.4
E00091216,3.3,17.4,79.3
E00091217,1.6,27.2,71.2
E00091218,9,33.1,57.9
E00091219,6.1,27.2,66.7
E00091220,4.4,47.5,48.1
E00091221,3.4,53.4,43.2
E00091223,6.2,23.2,70.5
E00091224,3.8,32.1,64.1
E00091225,14.9,18.9,66.2
E00091226,3.3,29.3,67.5
E00091228,10.1,16.2,73.6
E00091229,5,29.2,65.8
E00091230,7.6,22,70.3
E00091231,6.3,26.4,67.3
E00091232,8.4,19.6,72
E00091233,7.8,28.1,64.1
E00091234,4.2,27.7,68.1
E00091235,0,33.9,66.1
E00091236,6.5,21,72.5
E00091237,4.5,32.3,63.2
E00091238,5.3,22.6,72.2
E00091239,6.3,52.1,41.7
E00091240,4.6,22.1,73.3
E00091241,4.8,31.7,63.5
E00091242,4.7,25,70.3
E00091243,4.1,19.6,76.4
E00091244,7.7,36.4,55.9
E00091245,6.3,32.5,61.3
E00091246,3.2,32.8,64
E00091247,4.4,44.7,50.9
E00091249,6,18.6,75.4
E00091250,6.1,34.1,59.8
E00091251,3.5,26.1,70.4
E00091252,9.6,34.8,55.6
E00091253,3,26.7,70.4
E00091254,3.8,23.1,73.1
E00091255,0.7,48.5,50.7
E00091256,0.9,67.9,31.2
E00091257,3,45.7,51.2
E00091258,6.3,33.9,59.8
E00091259,4.9,18.9,76.2
E00091260,0.9,56.5,42.6
E00091261,6.3,25.9,67.7
E00091262,9.4,20.8,69.8
E00091263,10.2,22,67.7
E00091265,12,20.5,67.5
E00091266,4.7,21.1,74.2
E00091267,2,47.5,50.5
E00091270,7.8,57.8,34.4
E00091271,18,39.3,42.6
E00091272,4.2,73.9,21.8
E00091273,20,25.3,54.7
E00091275,6.3,27.4,66.3
E00091276,9.2,27.2,63.6
E00091277,7.8,23.8,68.4
E00091278,3.8,41.9,54.4
E00091279,3.4,28,68.5
E00091280,7.2,30.1,62.7
E00091281,6.8,30.1,63
E00091282,9.2,26.6,64.1
E00091283,4.4,33.3,62.3
E00091284,5.2,22.6,72.3
E00091285,10.5,23.8,65.7
E00091286,7.2,20.5,72.3
E00091287,6.3,29.9,63.8
E00091288,6.3,25.4,68.3
E00091289,6.4,26.4,67.2
E00091290,14.1,26.7,59.3
E00091291,7.3,52,40.8
E00091292,3.2,52.9,43.9
E00091293,4.4,21.9,73.7
E00091294,7.6,15.9,76.4
E00091295,3.7,29.4,66.8
E00091296,2.3,28.1,69.5
E00091297,3.1,36.6,60.3
E00091298,3.1,29.2,67.7
E00091299,4.6,31.8,63.6
E00091300,8.2,45.9,45.9
E00091301,11.6,26.1,62.3
E00091302,0.8,36.9,62.3
E00091303,4.7,27.9,67.4
E00091304,9.8,34.1,56.1
E00091305,6.7,23.6,69.7
E00091306,4.9,25.6,69.5
E00091307,6.4,19.3,74.3
E00091308,2.9,23.7,73.4
E00091309,19.7,12.1,68.2
E00091310,4,18.4,77.6
E00091311,5.5,27.3,67.2
E00091312,4.5,19.7,75.8
E00091313,8.3,21.4,70.3
E00091314,4.8,27.6,67.6
E00091315,10.9,25.7,63.4
E00091340,4.5,24.1,71.4
E00091341,12.4,30.6,57
E00091342,18.8,22.7,58.6
E00091343,8.2,31.8,60
E00091344,8.5,36.9,54.6
E00091345,4,23,73
E00091346,4.3,44,51.8
E00091347,5.7,24.4,69.9
E00091357,2.1,55.9,42
E00091358,8.3,31.7,60
E00091359,9.1,20.8,70.1
E00091360,8.3,23.6,68.1
E00091361,17.5,21.7,60.8
E00091362,10.5,24.9,64.6
E00091363,7,26.6,66.4
E00091364,6.8,27.1,66.1
E00091366,6.9,26.7,66.4
E00091367,7.9,38.1,54
E00091368,16.2,22.3,61.5
E00091369,13.6,16.7,69.7
E00091370,18.3,13,68.7
E00091371,14.6,26.3,59.1
E00091372,5.9,21.8,72.3
E00091380,5.1,38.7,56.2
E00091381,4.5,18.1,77.4
E00091382,7.4,18.9,73.7
E00091383,6.8,18.6,74.6
E00091384,3.7,26.9,69.4
E00133274,5.7,23.7,70.6
E00133275,2.7,37.4,59.9
E00133276,6.8,23.8,69.4
E00133277,4,29.1,66.9
E00133278,4.3,21.7,73.9
E00133279,4.5,26.3,69.2
E00133280,11,23.1,65.9
E00133281,9.2,21.3,69.5
E00133282,6.6,29.1,64.2
E00133283,2.8,28.2,69
E00133284,5.9,19.7,74.3
E00133285,5.1,25.6,69.2
E00133286,3.3,23.9,72.8
E00133287,6.8,22.3,70.9
E00133295,8.3,19.2,72.5
E00133296,4.7,20.5,74.8
E00133297,7.2,24.3,68.5
E00133298,11.5,17.3,71.2
E00133299,3.3,27.5,69.2
E00133300,8.8,19.5,71.7
E00133301,7.3,27.1,65.6
E00133302,3.2,16.1,80.6
E00133303,6.3,26.3,67.4
E00133306,8.2,19,72.8
E00133310,11.7,32.7,55.6
E00133311,5.6,37.1,57.3
E00133312,5.9,35.3,58.8
E00133313,5.6,24.6,69.8
E00133314,9.5,37.3,53.2
E00133315,5.2,29.6,65.2
E00133317,4,31.5,64.5
E00133318,0,42.2,57.8
E00133319,5.5,36.6,57.9
E00133320,6.6,43.1,50.3
E00133321,2.3,40.6,57.1
E00133322,4.5,30.4,65.2
E00133323,4.4,31,64.6
E00133324,5.6,28.3,66.1
E00133325,6.4,36.2,57.4
E00133327,2.4,34.1,63.5
E00133328,1.3,46.1,52.6
E00133330,6.3,31,62.7
E00133331,5.1,38,57
E00133332,4.4,25.4,70.2
E00133333,2.5,47.1,50.4
E00133334,6.1,20.4,73.5
E00133335,6.1,23.8,70.1
E00133336,1.3,27,71.7
E00133337,2.1,27.1,70.8
E00133338,7.1,36.5,56.5
E00133339,11.6,21.4,67
E00133341,4.8,36.5,58.7
E00133342,1.5,36.6,61.8
E00133343,5.4,49.3,45.3
E00133344,4.4,34.8,60.7
E00133345,3.3,33.9,62.8
E00133346,5,33.1,62
E00133347,4,29.3,66.7
E00133348,0,68.1,31.9
E00133349,4.8,36.5,58.7
E00133350,4.8,31.7,63.5
E00133351,4.9,26.8,68.3
E00133352,9,21.7,69.3
E00133353,1,18.6,80.4
E00133354,4.2,21,74.8
E00133355,4.8,32.7,62.4
E00133356,3.8,18.4,77.8
E00133357,8,36.2,55.8
E00133464,8.9,20.3,70.9
E00133465,7.4,19,73.6
E00133466,7.5,23.3,69.2
E00133467,3.9,39.4,56.7
E00133469,4.9,23.9,71.1
E00133470,7.4,27.8,64.8
E00133471,3.6,32.4,64
E00133472,4.4,31.4,64.2
E00133473,3.4,44.9,51.7
E00133474,1.8,50.5,47.7
E00133475,8.9,17.9,73.2
E00133476,7.3,25.3,67.4
E00133477,3.9,39.3,56.7
E00133478,10,41.8,48.2
E00133481,3.3,27.6,69.1
E00133482,7.1,22.1,70.7
E00133483,6.1,23.9,70
E00133484,3.3,21,75.7
E00133485,13.4,19.4,67.2
E00134251,7.2,19.6,73.2
E00134253,3.9,26.4,69.8
E00134254,6.5,26.8,66.7
E00134255,2.8,20.3,76.9
E00134256,3.1,38.6,58.3
E00134257,7.3,32.1,60.6
E00134370,5,17,78
E00134372,9.4,21.5,69.1
E00134373,3.4,20.8,75.8
E00134376,3.7,22,74.3
E00134378,2.7,30.1,67.1
E00134379,4.7,22,73.2
E00134380,4.2,27.2,68.6
E00134381,3.6,25.2,71.2
E00134382,2.3,15.9,81.8
E00134443,3,51.2,45.8
E00134444,4.9,27.8,67.4
E00134446,1.6,51.9,46.5
E00134447,2.6,26.1,71.3
E00134448,1.1,30.1,68.8
E00134449,5.7,55,39.3
E00134450,3.1,30.5,66.4
E00134451,2.2,47.8,50
E00134453,4.5,39.7,55.8
E00134454,6.6,32,61.5
E00134455,1.5,23.5,75
E00134456,6.7,38.5,54.8
E00134457,0,46.4,53.6
E00134458,0,34.3,65.7
E00134459,4.9,24.4,70.7
E00134460,2.8,26.9,70.3
E00134462,3.4,32.8,63.8
E00134463,3.6,23.6,72.7
E00134464,3.5,19.3,77.2
E00134465,4.1,19.6,76.3
E00134466,3.7,44.9,51.5
E00134467,3.7,35.6,60.7
E00134625,9.1,27.3,63.6
E00135385,5.1,27.7,67.2
E00135386,6.9,25.2,67.9
E00135390,0,18.1,81.9
E00135391,2.6,21.9,75.5
E00135392,3.7,19.4,76.9
E00135393,1.4,29.9,68.7
E00135394,4.5,33.3,62.1
E00135395,7.2,24.6,68.1
E00135396,3.2,37.2,59.6
E00135397,5.6,19.8,74.7
E00135413,13,18.8,68.1
E00135414,10.1,16.5,73.4
E00135415,12.4,20.7,66.9
E00135416,2.9,41.7,55.3
E00135417,4.3,30.9,64.7
E00135418,0.8,23.2,76
E00135419,0,20.6,79.4
E00135420,3.3,29.5,67.2
E00135421,6.3,31.3,62.5
E00135422,3.5,31.9,64.5
E00135423,1.6,4.1,94.3
E00135424,6.5,24,69.5
E00135425,5.8,23.7,70.5
E00135426,9.2,17.1,73.7
E00135427,3.5,19.3,77.2
E00135428,6.4,23.8,69.8
E00135429,4,27.5,68.5
E00135434,5.8,23.3,70.8
E00135435,8.1,18.8,73.2
E00135436,7.2,27.3,65.5
E00135437,6.4,22.1,71.4
E00135438,2.6,20,77.4
E00135439,2.7,29.5,67.9
E00135440,3.3,39,57.7
E00135441,10.4,18.3,71.3
E00135442,1.9,26.4,71.7
E00135443,2.6,23,74.3
E00135444,15.3,23.6,61.1
E00135445,5.6,19.2,75.3
E00135446,6.3,27,66.7
E00135447,2.9,29.4,67.6
E00135448,0.8,28.1,71.1
E00135449,3.6,40.5,55.9
E00135450,1.5,35.3,63.2
E00135451,1.4,38.2,60.4
E00135452,3.3,23,73.7
E00135453,2.5,29.5,68
E00135454,2.3,38.8,58.9
E00135455,3.1,20.8,76.2
E00135456,3.2,41.6,55.2
E00135457,4.3,50.9,44.8
E00135458,0,45.5,54.5
E00135459,2.9,36.2,60.9
E00135460,3.9,37.4,58.7
E00135461,4.5,25.4,70.1
E00135462,4.8,25.8,69.4
