areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00091014,95.9,3.7,0.4
E00091123,57.1,28.7,14.2
E00091124,62.3,18.1,19.6
E00091125,50.4,36,13.6
E00091126,51.6,30.9,17.6
E00091127,66.8,22.4,10.8
E00091128,83.2,11.4,5.4
E00091129,84.3,11.1,4.7
E00091136,97.8,2.2,0
E00091137,97,3,0
E00091138,99.1,0.6,0.3
E00091139,98.5,0.9,0.6
E00091140,97,2.7,0.3
E00091141,97.7,1.9,0.5
E00091142,98,1.3,0.7
E00091143,96.6,3.4,0
E00091144,94.1,3.2,2.7
E00091145,98.1,1.6,0.2
E00091146,97.2,2.8,0
E00091147,97.5,1.2,1.2
E00091148,99.3,0.7,0
E00091149,97.9,2.1,0
E00091150,96.1,3,0.8
E00091151,98.1,1.2,0.7
E00091152,99.3,0.7,0
E00091153,96.5,2.5,0.9
E00091154,99.3,0.7,0
E00091155,98.3,1.3,0.4
E00091156,97.6,2,0.5
E00091157,77.5,16.6,5.9
E00091158,97.2,2,0.8
E00091159,94.2,4.5,1.4
E00091160,84,11.5,4.5
E00091161,85.8,9.2,5
E00091162,59.9,25.3,14.9
E00091163,60.5,24.9,14.6
E00091164,76,15.6,8.4
E00091165,55.8,29,15.2
E00091166,70.7,11.6,17.7
E00091167,67.4,23.2,9.4
E00091168,86.7,10.2,3.1
E00091169,89.8,6.3,3.9
E00091170,92.6,6.3,1.1
E00091171,77.2,13.8,8.9
E00091172,56.6,31.6,11.8
E00091178,87.5,8.9,3.6
E00091179,77.4,11.3,11.3
E00091180,73.7,19.5,6.9
E00091181,78.3,17.6,4.1
E00091182,94.8,3.8,1.4
E00091183,80.7,13.5,5.8
E00091184,92.3,6.5,1.3
E00091193,99,0.6,0.4
E00091194,98.4,0.8,0.8
E00091199,95.2,3.1,1.8
E00091200,92.3,5,2.7
E00091201,91.1,5.9,3
E00091202,96.6,1.7,1.7
E00091203,99.3,0.4,0.4
E00091204,88.8,6.7,4.6
E00091205,94.4,3.8,1.9
E00091206,97.4,1.9,0.7
E00091207,98.3,0.4,1.3
E00091208,96,3.1,0.9
E00091209,87.3,10.2,2.5
E00091210,97.5,1.7,0.8
E00091211,97,1.7,1.3
E00091212,97,2.5,0.5
E00091213,80,13.5,6.5
E00091214,96,2.4,1.6
E00091215,96.6,2.4,1
E00091216,97.5,1,1.6
E00091217,94.3,5.3,0.4
E00091218,89.8,5.6,4.6
E00091219,95.2,4,0.7
E00091220,92.1,5,2.8
E00091221,98.3,1.3,0.4
E00091223,91.3,7.3,1.4
E00091224,97.6,1.7,0.7
E00091225,98.3,1.7,0
E00091226,95.8,3.5,0.7
E00091228,95.3,3.1,1.7
E00091229,97.4,2.6,0
E00091230,93.1,4.6,2.3
E00091231,93.5,5.5,1
E00091232,94.4,4.3,1.3
E00091233,95.3,4.2,0.6
E00091234,97.4,0.7,1.9
E00091235,98.8,1.2,0
E00091236,92.8,5.6,1.6
E00091237,93.9,4,2
E00091238,96.9,1.7,1.4
E00091239,88.2,9.7,2.2
E00091240,96.3,3.4,0.3
E00091241,97.2,2.5,0.4
E00091242,95,4.3,0.7
E00091243,97.8,1.9,0.3
E00091244,94.6,4.1,1.3
E00091245,97,2.6,0.3
E00091246,95.5,4.2,0.2
E00091247,96.9,1,2.1
E00091249,94.9,4.6,0.5
E00091250,95.5,3,1.5
E00091251,98.6,0.7,0.7
E00091252,93.2,5.1,1.7
E00091253,97.6,1.7,0.7
E00091254,98.8,0.3,0.9
E00091255,98.5,1.1,0.4
E00091256,99.4,0,0.6
E00091257,92.4,7,0.7
E00091258,92.1,6.5,1.4
E00091259,97.3,2.4,0.3
E00091260,86.5,10.3,3.2
E00091261,98.8,1.2,0
E00091262,97.7,1.3,1
E00091263,97.5,1.9,0.6
E00091265,66.9,20.2,12.9
E00091266,84.1,10.3,5.6
E00091267,97.7,0.6,1.7
E00091270,68.5,18.5,13
E00091271,52.2,32.6,15.2
E00091272,68.8,12.9,18.2
E00091273,62.8,23.1,14.1
E00091275,97.2,2.3,0.5
E00091276,99.2,0.8,0
E00091277,97.4,2.4,0.2
E00091278,97.3,1.2,1.5
E00091279,99,1,0
E00091280,95,4.7,0.3
E00091281,97.2,1.9,0.9
E00091282,96.6,2.7,0.7
E00091283,97.6,1.9,0.5
E00091284,97.3,2.7,0
E00091285,99.1,0.9,0
E00091286,97,2.5,0.5
E00091287,92.4,6.9,0.7
E00091288,98.7,1.3,0
E00091289,93.7,6,0.4
E00091290,72.5,18.3,9.3
E00091291,72.9,18.2,8.9
E00091292,83.6,13.5,2.9
E00091293,95.8,3.9,0.3
E00091294,97.2,1.5,1.3
E00091295,97,2.6,0.4
E00091296,94.4,4.2,1.4
E00091297,99.3,0.4,0.4
E00091298,95,3.3,1.7
E00091299,97.8,1.9,0.3
E00091300,79.5,15.1,5.5
E00091301,100,0,0
E00091302,95.7,3.8,0.4
E00091303,96.2,2.7,1.1
E00091304,86.4,12.2,1.4
E00091305,94.7,5.3,0
E00091306,95.7,2.4,1.9
E00091307,96.9,2.6,0.5
E00091308,99.3,0,0.7
E00091309,97.5,2.5,0
E00091310,100,0,0
E00091311,97.5,2,0.5
E00091312,96.6,2.9,0.5
E00091313,99.4,0.3,0.3
E00091314,99,0.7,0.3
E00091315,99.6,0.4,0
E00091340,92.8,4.9,2.3
E00091341,80.3,15.6,4.2
E00091342,73.1,19.7,7.2
E00091343,84.6,10.4,5
E00091344,70.3,22.1,7.6
E00091345,91.6,7.7,0.7
E00091346,82.9,12,5.1
E00091347,96.8,2.1,1.1
E00091357,85.4,11.1,3.5
E00091358,74.3,20.1,5.6
E00091359,71.3,19.9,8.7
E00091360,81.6,14.7,3.7
E00091361,67.3,21.4,11.3
E00091362,56.8,32.9,10.3
E00091363,90.8,7,2.2
E00091364,78.8,17.5,3.6
E00091366,62.7,26.2,11
E00091367,61,28.4,10.6
E00091368,70.1,20.7,9.1
E00091369,80.1,16,3.9
E00091370,72.1,21.5,6.5
E00091371,66.9,23.2,9.9
E00091372,73.9,20.2,5.9
E00091380,99.6,0,0.4
E00091381,97.5,2.3,0.2
E00091382,97.8,1.1,1.1
E00091383,97.1,2.6,0.4
E00091384,98.1,1.9,0
E00133274,95.9,3.5,0.6
E00133275,98.8,0.9,0.3
E00133276,96.1,2.3,1.6
E00133277,96.5,1.7,1.7
E00133278,98.8,1.2,0
E00133279,97.5,2.5,0
E00133280,97,2.5,0.5
E00133281,98.5,1.5,0
E00133282,100,0,0
E00133283,98.7,1.3,0
E00133284,98.5,1.5,0
E00133285,97.3,1.2,1.5
E00133286,96.6,3.4,0
E00133287,98.3,1.7,0
E00133295,96.8,2.1,1.1
E00133296,99,0.7,0.3
E00133297,94.9,4,1.1
E00133298,92.9,4.1,2.9
E00133299,99.6,0.4,0
E00133300,95,4.4,0.6
E00133301,99.1,0.5,0.5
E00133302,98.7,0.6,0.6
E00133303,100,0,0
E00133306,84.6,10.3,5.1
E00133310,81,12.3,6.7
E00133311,93.9,4.5,1.6
E00133312,97.2,2.4,0.4
E00133313,94.5,4.7,0.8
E00133314,86.5,11.3,2.1
