areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00091014,89.8,10.2
E00091123,55.1,44.9
E00091124,58.6,41.4
E00091125,50.6,49.4
E00091126,48.2,51.8
E00091127,62.6,37.4
E00091128,79.4,20.6
E00091129,77.1,22.9
E00091136,93.7,6.3
E00091137,90.8,9.2
E00091138,93.9,6.1
E00091139,92.6,7.4
E00091140,93.8,6.2
E00091141,92.7,7.3
E00091142,95.8,4.2
E00091143,94.5,5.5
E00091144,92.9,7.1
E00091145,94.5,5.5
E00091146,94.7,5.3
E00091147,95.2,4.8
E00091148,95.7,4.3
E00091149,95.1,4.9
E00091150,93.7,6.3
E00091151,95.1,4.9
E00091152,96.6,3.4
E00091153,93.3,6.7
E00091154,98,2
E00091155,94,6
E00091156,93.6,6.4
E00091157,72.7,27.3
E00091158,92.5,7.5
E00091159,90.5,9.5
E00091160,82.8,17.2
E00091161,81.8,18.2
E00091162,57.7,42.3
E00091163,52.6,47.4
E00091164,73,27
E00091165,52.5,47.5
E00091166,67.3,32.7
E00091167,64.7,35.3
E00091168,85.1,14.9
E00091169,86.7,13.3
E00091170,89.1,10.9
E00091171,74.4,25.6
E00091172,56.4,43.6
E00091178,80.5,19.5
E00091179,72,28
E00091180,70.5,29.5
E00091181,76.9,23.1
E00091182,91.8,8.2
E00091183,80.5,19.5
E00091184,88.2,11.8
E00091193,93.3,6.7
E00091194,96,4
E00091199,86,14
E00091200,90.6,9.4
E00091201,88,12
E00091202,95.5,4.5
E00091203,95.6,4.4
E00091204,84.1,15.9
E00091205,88.8,11.2
E00091206,95.2,4.8
E00091207,96.2,3.8
E00091208,93.5,6.5
E00091209,82.6,17.4
E00091210,91.7,8.3
E00091211,91.5,8.5
E00091212,92.7,7.3
E00091213,78,22
E00091214,91.4,8.6
E00091215,94.1,5.9
E00091216,94.8,5.2
E00091217,94.2,5.8
E00091218,87.3,12.7
E00091219,93.6,6.4
E00091220,88.3,11.7
E00091221,97.6,2.4
E00091223,86.8,13.2
E00091224,92.4,7.6
E00091225,91.8,8.2
E00091226,89.5,10.5
E00091228,91.8,8.2
E00091229,92.8,7.2
E00091230,91.7,8.3
E00091231,91.5,8.5
E00091232,89.4,10.6
E00091233,93.5,6.5
E00091234,92.3,7.7
E00091235,97.4,2.6
E00091236,87.7,12.3
E00091237,91.4,8.6
E00091238,93.1,6.9
E00091239,81.1,18.9
E00091240,89.8,10.2
E00091241,92.8,7.2
E00091242,90.1,9.9
E00091243,96,4
E00091244,89.3,10.7
E00091245,94.9,5.1
E00091246,93.5,6.5
E00091247,93.8,6.2
E00091249,92.8,7.2
E00091250,91.8,8.2
E00091251,97.9,2.1
E00091252,87.5,12.5
E00091253,94.7,5.3
E00091254,96.6,3.4
E00091255,95.9,4.1
E00091256,94.2,5.8
E00091257,88.9,11.1
E00091258,90.6,9.4
E00091259,95.2,4.8
E00091260,77.7,22.3
E00091261,93.6,6.4
E00091262,95.9,4.1
E00091263,94.2,5.8
E00091265,60.9,39.1
E00091266,77,23
E00091267,90.6,9.4
E00091270,66.7,33.3
E00091271,48.2,51.8
E00091272,61,39
E00091273,54,46
E00091275,93.4,6.6
E00091276,96.3,3.7
E00091277,93.6,6.4
E00091278,92.1,7.9
E00091279,96.7,3.3
E00091280,91.4,8.6
E00091281,93.4,6.6
E00091282,92.8,7.2
E00091283,93.6,6.4
E00091284,94.2,5.8
E00091285,96.4,3.6
E00091286,93.2,6.8
E00091287,87.2,12.8
E00091288,96.2,3.8
E00091289,90.2,9.8
E00091290,66.9,33.1
E00091291,63.5,36.5
E00091292,83,17
E00091293,89.4,10.6
E00091294,92.4,7.6
E00091295,93.3,6.7
E00091296,90.2,9.8
E00091297,97.1,2.9
E00091298,91.6,8.4
E00091299,94.9,5.1
E00091300,77.8,22.2
E00091301,99.4,0.6
E00091302,91.7,8.3
E00091303,92,8
E00091304,82.5,17.5
E00091305,94.2,5.8
E00091306,92.4,7.6
E00091307,93.6,6.4
E00091308,97.5,2.5
E00091309,95.7,4.3
E00091310,99.6,0.4
E00091311,96.3,3.7
E00091312,93.5,6.5
E00091313,96.3,3.7
E00091314,94.9,5.1
E00091315,93.6,6.4
E00091340,88.7,11.3
E00091341,75.5,24.5
E00091342,73.5,26.5
E00091343,79.5,20.5
E00091344,65.9,34.1
E00091345,89.8,10.2
E00091346,81.7,18.3
E00091347,94.1,5.9
E00091357,81.9,18.1
E00091358,73.8,26.2
E00091359,68,32
E00091360,77.4,22.6
E00091361,65.7,34.3
E00091362,59.3,40.7
E00091363,88.3,11.7
E00091364,73.4,26.6
E00091366,62.6,37.4
E00091367,54.5,45.5
E00091368,67.5,32.5
E00091369,74,26
E00091370,72.1,27.9
E00091371,66.5,33.5
E00091372,73.7,26.3
E00091380,96.9,3.1
E00091381,93.6,6.4
E00091382,94.1,5.9
E00091383,94.7,5.3
E00091384,94.5,5.5
E00133274,94.1,5.9
E00133275,96.3,3.7
E00133276,91.3,8.7
E00133277,92.3,7.7
E00133278,95.3,4.7
E00133279,94.6,5.4
E00133280,93.8,6.2
E00133281,97.4,2.6
E00133282,97.7,2.3
E00133283,97.7,2.3
E00133284,93.5,6.5
E00133285,97,3
E00133286,96.8,3.2
E00133287,95.2,4.8
E00133295,95.3,4.7
E00133296,95.5,4.5
E00133297,90.4,9.6
E00133298,93.1,6.9
E00133299,97.8,2.2
E00133300,92,8
E00133301,95.6,4.4
E00133302,92,8
E00133303,96.9,3.1
E00133306,80.3,19.7
E00133310,79.6,20.4
E00133311,88.9,11.1
E00133312,94.7,5.3
E00133313,90.3,9.7
E00133314,84.5,15.5
E00133315,90.2,9.8
E00133317,90.5,9.5
E00133318,92.2,7.8
E00133319,87.6,12.4
E00133320,75.6,24.4
E00133321,91.7,8.3
E00133322,94.9,5.1
E00133323,91.7,8.3
E00133324,77.7,22.3
E00133325,91.5,8.5
E00133327,85.9,14.1
E00133328,86.3,13.8
E00133330,94,6
E00133331,82.4,17.6
E00133332,90.5,9.5
E00133333,95.4,4.6
E00133334,97.4,2.6
E00133335,94.1,5.9
E00133336,95.4,4.6
E00133337,95.4,4.6
E00133338,90.6,9.4
E00133339,95.1,4.9
E00133341,96.7,3.3
E00133342,95.4,4.6
E00133343,85.1,14.9
E00133344,93.3,6.7
E00133345,94.4,5.6
E00133346,96.1,3.9
E00133347,93.5,6.5
E00133348,96.3,3.7
E00133349,95.8,4.2
E00133350,93.5,6.5
E00133351,97.8,2.2
E00133352,93.6,6.4
E00133353,95.6,4.4
E00133354,96.6,3.4
E00133355,97.2,2.8
E00133356,94.5,5.5
E00133357,97.2,2.8
E00133464,95.3,4.7
E00133465,92.9,7.1
E00133466,95.8,4.2
E00133467,96.5,3.5
E00133469,96.3,3.7
E00133470,89.9,10.1
E00133471,93,7
E00133472,90.4,9.6
E00133473,93.3,6.7
E00133474,86.2,13.8
E00133475,97.7,2.3
E00133476,95.7,4.3
E00133477,91.7,8.3
E00133478,93.3,6.7
E00133481,95.7,4.3
E00133482,94.1,5.9
E00133483,97.1,2.9
E00133484,94.3,5.7
E00133485,92.3,7.7
E00134251,91.4,8.6
E00134253,93.3,6.7
E00134254,93.9,6.1
E00134255,93.6,6.4
E00134256,96.8,3.2
E00134257,85.4,14.6
E00134370,97.7,2.3
E00134372,95.9,4.1
E00134373,95.7,4.3
E00134376,90.1,9.9
E00134378,93.8,6.2
E00134379,95.8,4.2
E00134380,92.9,7.1
E00134381,94.2,5.8
E00134382,89.9,10.1
E00134443,90.2,9.8
E00134444,91.9,8.1
E00134446,87.7,12.3
E00134447,92.7,7.3
E00134448,96.2,3.8
E00134449,90.9,9.1
E00134450,95.7,4.3
E00134451,92.3,7.7
E00134453,90.9,9.1
E00134454,88.6,11.4
E00134455,92,8
E00134456,90.2,9.8
E00134457,93.2,6.8
E00134458,95.6,4.4
E00134459,92.9,7.1
E00134460,98.3,1.7
E00134462,96.3,3.7
E00134463,92.4,7.6
E00134464,97.5,2.5
E00134465,91.6,8.4
E00134466,95.4,4.6
E00134467,91.2,8.8
E00134625,85.5,14.5
E00135385,96.7,3.3
E00135386,97,3
E00135390,91.1,8.9
E00135391,96.9,3.1
E00135392,97.4,2.6
E00135393,95.6,4.4
E00135394,96.8,3.2
E00135395,97.3,2.7
E00135396,93.1,6.9
E00135397,92.9,7.1
E00135413,98.9,1.1
E00135414,94.1,5.9
E00135415,97.2,2.8
E00135416,95.2,4.8
E00135417,96.2,3.8
E00135418,96.3,3.7
E00135419,96.8,3.2
E00135420,96.9,3.1
E00135421,80.8,19.2
E00135422,86.5,13.5
E00135423,15.8,84.2
E00135424,89.8,10.2
E00135425,62.6,37.4
E00135426,89.3,10.7
E00135427,95.2,4.8
E00135428,80.9,19.1
E00135429,87.7,12.3
E00135434,86.8,13.2
E00135435,91.2,8.8
E00135436,92.9,7.1
E00135437,87.7,12.3
E00135438,88.7,11.3
E00135439,95.9,4.1
E00135440,94.3,5.7
E00135441,92.7,7.3
E00135442,92.3,7.7
E00135443,96.9,3.1
E00135444,93.8,6.2
E00135445,94.4,5.6
E00135446,95.2,4.8
E00135447,98.1,1.9
E00135448,96.9,3.1
E00135449,96.4,3.6
E00135450,99,1
E00135451,94.4,5.6
E00135452,96.3,3.7
E00135453,93.9,6.1
E00135454,96.2,3.8
E00135455,96.2,3.8
E00135456,97.1,2.9
E00135457,97.3,2.7
E00135458,96.4,3.6
E00135459,97.8,2.2
E00135460,97.8,2.2
E00135461,95.5,4.5
E00135462,95.6,4.4
E00135463,94.6,5.4
E00135464,93.9,6.1
E00135465,97.3,2.7
E00135466,94.2,5.8
E00135467,97.4,2.6
E00135468,98.2,1.8
E00135469,94.4,5.6
E00135470,96.1,3.9
E00135471,88.6,11.4
E00135472,94,6
E00135475,90.4,9.6
E00135476,89.1,10.9
E00135479,93.7,6.3
E00135481,95.3,4.7
E00135483,97,3
E00135484,97,3
E00135485,95.1,4.9
E00135486,87.1,12.9
E00135487,93.8,6.2
E00135488,96,4
E00135489,96.9,3.1
E00135490,95.3,4.7
E00135492,95.5,4.5
E00135493,92.3,7.7
E00135494,94.8,5.2
E00135495,97.6,2.4
E00135496,95.8,4.2
E00135497,96.9,3.1
E00135498,70.5,29.5
E00135500,74.3,25.7
E00135501,76.3,23.7
E00135502,88.8,11.2
E00135503,71.1,28.9
E00135504,85.1,14.9
E00135505,67.8,32.2
E00135506,66.6,33.4
E00135507,72.3,27.7
E00135508,74.7,25.3
E00135509,73.6,26.4
E00135510,77.1,22.9
E00135511,74.7,25.3
E00135512,65.2,34.8
E00135513,72,28
E00135514,73.1,26.9
E00135515,62.4,37.6
E00135516,92.4,7.6
E00135517,95.7,4.3
E00135518,98.7,1.3
E00135519,96.5,3.5
E00135520,98.5,1.5
E00135521,94.6,5.4
E00135522,93.9,6.1
E00135523,94.9,5.1
E00135524,90.7,9.3
E00135525,73.5,26.5
