areacd,country_of_birth_3a-001,country_of_birth_3a-002
W00003479,96.4,3.6
W00003480,97.3,2.7
W00003482,95.1,4.9
W00003493,97.2,2.8
W00003494,97.2,2.8
W00003495,94.5,5.5
W00003630,95.2,4.8
W00003631,98.1,1.9
W00003636,95.5,4.5
W00003637,97.9,2.1
W00003638,96,4
W00003639,95,5
W00003640,98.8,1.2
W00003641,98,2
W00003642,94,6
W00003643,95.9,4.1
W00003644,91,9
W00003645,94.2,5.8
W00003646,88.6,11.4
W00003664,94.1,5.9
W00003670,96.8,3.2
W00003671,97.2,2.8
W00003672,96,4
W00003673,96.4,3.6
W00003674,95.5,4.5
W00003675,95.4,4.6
W00003676,94,6
W00003677,97.4,2.6
W00003678,96.9,3.1
W00003681,96.5,3.5
W00003682,96.3,3.7
W00003683,95.9,4.1
W00003684,95.9,4.1
W00003692,95.3,4.7
W00003693,94.4,5.6
W00003695,94,6
W00003696,97.5,2.5
W00003697,98,2
W00003811,97.5,2.5
W00003812,94.7,5.3
W00003813,96.4,3.6
W00003814,96.2,3.8
W00003815,95.9,4.1
W00010004,95.9,4.1
