areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
W00003479,41.4,58.6
W00003480,42.8,57.2
W00003482,37.5,62.5
W00003493,34.9,65.1
W00003494,39.4,60.6
W00003495,34.5,65.5
W00003630,29,71
W00003631,27.4,72.6
W00003636,28.6,71.4
W00003637,25.2,74.8
W00003638,22.7,77.3
W00003639,26.8,73.2
W00003640,21.2,78.8
W00003641,36.8,63.2
W00003642,28.4,71.6
W00003643,24,76
W00003644,32.5,67.5
W00003645,27.7,72.3
W00003646,26.9,73.1
W00003664,24.8,75.2
W00003670,27.9,72.1
W00003671,27.4,72.6
W00003672,45.3,54.7
W00003673,39,61
W00003674,28.4,71.6
W00003675,43.3,56.7
W00003676,34.4,65.6
W00003677,29.7,70.3
W00003678,34.8,65.2
W00003681,28.5,71.5
W00003682,23.8,76.2
W00003683,37.2,62.8
W00003684,38.5,61.5
W00003692,25.6,74.4
W00003693,31.5,68.5
W00003695,31.2,68.8
W00003696,36.7,63.3
W00003697,27.8,72.2
W00003811,34,66
W00003812,38,62
W00003813,34.3,65.7
W00003814,31.7,68.3
W00003815,42.4,57.6
W00010004,28.7,71.3
