areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00003479,11.5,37.5,31.3,19.8
W00003480,7.1,24.1,39.3,29.5
W00003482,11.8,42.5,29.9,15.7
W00003493,0.7,34.3,41.4,23.6
W00003494,6.7,35.6,37,20.7
W00003495,4.5,42,37.5,16
W00003630,3.6,22.3,42.8,31.3
W00003631,6.3,35,40,18.8
W00003636,19.2,49.5,26.3,5.1
W00003637,7.6,44.1,34.7,13.6
W00003638,5,28.6,40,26.4
W00003639,5,29.8,43.8,21.5
W00003640,7.6,50.6,27.9,14
W00003641,18.8,41.9,30.8,8.5
W00003642,33.9,41.1,20.2,4.8
W00003643,25.9,44,25,5.2
W00003644,14.8,56.3,21.9,7
W00003645,20.2,50.4,22.7,6.7
W00003646,17.5,49.2,23.3,10
W00003664,4.3,33.3,41.9,20.4
W00003670,9.7,37.2,30.3,22.8
W00003671,4.6,36.1,40.6,18.7
W00003672,0.9,38.7,37.7,22.6
W00003673,0,39.1,34.4,26.6
W00003674,6.8,30.7,38.6,23.9
W00003675,9.4,34,35.8,20.8
W00003676,6.3,39.6,40.5,13.5
W00003677,0.9,37.3,32.7,29.1
W00003678,14.5,30.9,30.9,23.6
W00003681,6.3,31.9,45.8,16
W00003682,6.5,37.4,36.7,19.4
W00003683,4.4,35.1,35.1,25.4
W00003684,4,43.6,32.7,19.8
W00003692,7,30.4,43,19.6
W00003693,9.8,39.8,31.6,18.8
W00003695,13.9,34.1,32.9,19.1
W00003696,14.8,50.8,23.8,10.7
W00003697,6.9,37.2,37.2,18.6
W00003811,5.9,32.6,37.8,23.7
W00003812,0.7,34.8,44.4,20
W00003813,11.3,31.5,40.3,16.9
W00003814,8.4,30.8,33.6,27.3
W00003815,15.5,36.2,30.9,17.4
W00010004,2.3,31.1,43.5,23.2
