geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00098518,92.7,3.7,2,1.7
E00098520,83.2,8.6,2.9,5.3
E00098521,88.5,4.6,3.1,3.8
E00098522,86.3,7.1,2.4,4.3
E00098523,80.7,12.1,2.7,4.5
E00098524,90.4,3.7,2.7,3.2
E00098525,89.1,5.7,1.8,3.4
E00098526,86.3,5.4,1.1,7.2
E00098527,89,4.8,1.5,4.8
E00098552,84.4,6.4,2,7.2
E00098553,90.5,5.6,1.9,1.9
E00098558,83.8,7.2,4.5,4.5
E00098559,88.8,3.2,4.5,3.5
E00098560,88.9,5.5,2,3.6
E00098561,85.8,5.3,2.6,6.3
E00098562,88.1,7.1,0.4,4.4
E00098563,88.3,4.5,2.3,5
E00098564,90,1.6,6.3,2.1
E00098570,88,7.2,1.2,3.6
E00098629,85.4,3.9,2.6,8.2
E00098630,87.3,7.7,2.1,2.8
E00098631,87.6,4.1,0.6,7.6
E00098632,88.2,6.6,2.3,2.9
E00098633,90.7,6.1,1.6,1.6
E00098634,88.8,7.3,0.9,3
E00098635,87.9,3.2,5.1,3.8
E00098636,85.9,4.5,4.2,5.5
E00098637,86.9,5.6,2.7,4.8
E00098638,88,4.2,2.5,5.3
E00098639,83,9.4,4,3.6
E00098640,87.4,6.2,2.7,3.7
E00098644,87.8,5.9,3.3,3
E00098645,84.7,8,2.9,4.4
E00098651,91.1,3.8,2.4,2.7
E00098652,87.4,6.5,2,4.1
E00098653,88.1,6.8,1.5,3.6
E00098723,92.7,2.3,2.3,2.7
E00098724,85.1,9.1,1.5,4.4
E00098725,90.2,2.1,3.7,4
E00098726,88,8.1,2.2,1.7
E00098727,87.9,5.9,3.5,2.7
E00098728,92.9,4.3,1.2,1.6
E00098729,89.4,5.3,1.9,3.4
E00098730,89.8,4.1,3,3
E00098731,87.3,6.9,1.4,4.5
E00098732,87.9,3.1,2.8,6.2
E00098733,83.9,6.3,3.9,5.9
E00098734,91.5,3.6,2.6,2.2
E00098735,93.3,3.8,1.3,1.6
E00098736,86.9,8.4,2.3,2.3
E00098851,92,3.6,2,2.4
E00098855,90,4.6,1.5,3.9
E00098856,91.7,3.2,2.3,2.8
E00098857,88.3,4.3,1.7,5.7
E00098859,90.4,2.6,1.8,5.1
E00098860,90.2,5.3,1.9,2.7
E00098861,89.6,5.8,2.5,2.1
E00098863,86.4,3.5,4.1,5.9
E00098870,89.6,3.9,3.9,2.6
E00100064,88,4.1,2.1,5.8
E00100071,92,1.4,1.7,4.9
E00100072,93.9,1,1,4.1
E00100074,82.8,9.9,2.6,4.7
E00100075,88.6,5.1,1.5,4.8
E00100077,88.6,3.3,3.3,4.9
E00100079,92.3,2.9,1.2,3.6
E00100082,90.4,1.9,1.9,5.8
E00100184,85.2,4.6,3.7,6.5
E00100185,87.1,8.1,1.8,2.9
E00100186,88.6,3.9,3.1,4.3
E00100187,84.8,4.7,3.9,6.6
E00100188,87.8,4.9,4.6,2.7
E00100189,87,6.9,2.5,3.6
E00100190,87.6,5.3,1.9,5.3
E00100191,83,4.9,6,6
E00100192,88.5,3,4.3,4.3
E00100193,89.6,5.2,1.6,3.6
E00100194,84.6,5.2,4.1,6
E00100196,88.1,5.1,2.8,4
E00100197,86.6,6,2.5,5
E00100198,86.4,8.7,1.9,3
E00100199,88.4,1.7,5.4,4.5
E00100200,87.2,3.4,2.2,7.2
E00100201,86.8,3.5,4.1,5.6
E00100202,91.5,2.7,3.5,2.3
E00100204,90.6,4.9,1.2,3.2
E00100205,86.6,5.7,3.4,4.4
