geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00098518,95.3,2.5,1.4,0.8,0
E00098520,98,0.8,0.4,0.8,0
E00098521,95.9,3.7,0.4,0,0
E00098522,98.2,1.8,0,0,0
E00098523,97.4,1.5,0,0,1.1
E00098524,95.5,2,1.5,1,0
E00098525,98.7,1.3,0,0,0
E00098526,97.2,1.7,0.3,0.3,0.3
E00098527,96.8,2.1,1.1,0,0
E00098552,96.6,1.5,0.8,0.4,0.8
E00098553,94.3,2.9,1.6,0.2,1.1
E00098558,98.3,1.7,0,0,0
E00098559,94,3,1.5,1,0.5
E00098560,96.6,1.9,0,0.8,0.8
E00098561,94.7,2.9,1.9,0.5,0
E00098562,97.9,2.1,0,0,0
E00098563,96.9,3.1,0,0,0
E00098564,94.1,3,1.5,1.5,0
E00098570,96.1,2.7,0.8,0.4,0
E00098629,97.5,0,2.5,0,0
E00098630,99,1,0,0,0
E00098631,98.5,0.9,0,0.6,0
E00098632,94.3,1.6,1.1,3,0
E00098633,97.2,2.8,0,0,0
E00098634,94.7,4.4,0.9,0,0
E00098635,88.9,3.3,4.5,2.4,0.9
E00098636,93.4,2.8,3.4,0,0.3
E00098637,95.9,2.3,1.8,0,0
E00098638,91.5,2.3,5.2,1,0
E00098639,92.6,4.9,0.4,0.4,1.8
E00098640,96,2.4,1.7,0,0
E00098644,97.7,2,0,0.3,0
E00098645,98.1,1.7,0,0.2,0
E00098651,94.5,2.6,1.9,0.3,0.6
E00098652,99.3,0.3,0,0.3,0
E00098653,99.7,0.3,0,0,0
E00098723,94.1,1,3.5,1,0.3
E00098724,98.3,1.7,0,0,0
E00098725,98.3,1,0.7,0,0
E00098726,97.6,1.7,0.2,0.2,0.2
E00098727,96.2,1.9,1.9,0,0
E00098728,95.9,2.1,0.6,0.6,0.9
E00098729,95.7,2.9,0.9,0.3,0.3
E00098730,94.5,2.8,1.4,0.7,0.7
E00098731,98.7,1.3,0,0,0
E00098732,95.7,2.8,1.2,0.3,0
E00098733,94.8,4.1,1.1,0,0
E00098734,95.1,2.6,1.3,0.6,0.4
E00098735,97.1,2.1,0,0.3,0.6
E00098736,99,0.3,0,0,0.6
E00098851,94,2.2,0,1.5,2.2
E00098855,96.6,3.4,0,0,0
E00098856,94.8,2.2,1.3,0.9,0.9
E00098857,95.6,4,0,0.4,0
E00098859,93,4.6,1.4,0.7,0.4
E00098860,98.2,1.5,0.4,0,0
E00098861,99.2,0.8,0,0,0
E00098863,95.9,3.8,0,0.3,0
E00098870,94.4,4.4,0.4,0,0.8
E00100064,98.4,1.6,0,0,0
E00100071,98.4,0.6,0.3,0,0.6
E00100072,95.1,3.9,0.3,0.6,0
E00100074,98.3,1.7,0,0,0
E00100075,92.8,5.8,1,0.3,0
E00100077,97.7,2.3,0,0,0
E00100079,94.4,4,1.1,0.4,0
E00100082,98.2,1.1,0.4,0,0.4
E00100184,96.8,1.8,0.9,0.5,0
E00100185,97.1,2.1,0.3,0,0.5
E00100186,98.8,1.2,0,0,0
E00100187,96.4,1.8,1.5,0.4,0
E00100188,96.4,2.2,0,0.4,1.1
E00100189,95.5,3.4,0,0.3,0.7
E00100190,98.7,0.4,0.9,0,0
E00100191,98.1,1.4,0.5,0,0
E00100192,94.4,2.4,0.4,1.6,1.2
E00100193,98.5,1.5,0,0,0
E00100194,98.9,1.1,0,0,0
