geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00041369,13.7,17.3,61.9,7.2
E00041390,16.4,13.8,38.2,31.6
E00041577,22.1,22.8,22.8,32.4
E00041580,24.3,14.8,44.3,16.5
E00041591,23.3,30.7,25.2,20.9
E00041597,22.5,40.5,23.4,13.5
E00041598,30.6,40.3,0.8,28.2
E00041633,28.3,30.7,34.6,6.3
E00041634,9.6,11.9,68.9,9.6
E00041635,50.7,24.3,17.6,7.4
E00041636,7.1,15.6,44.3,33
E00041637,20.6,6.3,44.4,28.6
E00041638,25.8,18.3,45.8,10
E00041639,22.6,32.3,13.7,31.5
E00041640,41.8,35.3,17,5.9
E00041641,14.3,13.6,67.3,4.8
E00041642,15,12.9,60.7,11.4
E00041643,23,22.1,46,8.8
E00041644,25.6,29.9,37.6,6.8
E00041645,14,11.8,65.6,8.6
E00041646,11.2,8.2,73.5,7.1
E00041647,3.9,10.5,82.9,2.6
E00041648,7.6,6.9,81.7,3.8
E00041649,3.7,12.7,62.9,20.8
E00041650,15,9.3,72.9,2.8
E00041651,36.3,17.5,6.3,40
E00041652,7.6,8.4,80.9,3.1
E00041653,23.6,18.9,35.8,21.7
E00041654,11.2,10.2,58.2,20.4
E00041657,13.6,22.9,47.1,16.4
E00041658,11.4,11.4,67.5,9.8
E00041659,28.4,23.5,45.1,2.9
E00041660,10.5,18.4,46.5,24.6
E00041663,22.1,22.1,26.3,29.5
E00041665,34.5,62.8,0,2.7
E00041666,14.4,13.4,58.8,13.4
E00041667,2.3,0.6,80.7,16.5
E00041668,17.1,21.6,46.8,14.4
E00041672,16.7,24.2,47.7,11.4
E00041675,26.5,27.4,33.6,12.4
E00041676,22.6,21.8,44.4,11.3
E00041679,20.7,28.9,41.3,9.1
E00041680,18.9,25.2,48.8,7.1
E00041682,28.3,22.6,43.4,5.7
E00041717,12,15.8,54.9,17.3
E00041718,21.7,20.9,42.6,14.7
E00041719,16.9,17.6,53.7,11.8
E00041720,58.6,22.1,13.6,5.7
E00041721,12.4,10.7,64.6,12.4
E00041722,11.8,28.4,44.1,15.7
E00041723,2.6,8.5,82.9,6
E00041724,14.5,26.4,45.5,13.6
E00041725,43.5,33,19.1,4.3
E00041726,37.9,24.2,11.4,26.5
E00041727,22.6,22.6,43.8,10.9
E00041728,34.5,23.9,29.2,12.4
E00041729,73,21.4,0,5.6
E00041730,26.6,20.3,43.8,9.4
E00041731,25.5,45.1,18.3,11.1
E00041732,48.6,17.1,29.5,4.8
E00041733,34.2,35.1,1.8,28.8
E00041734,46.9,36.3,0.9,15.9
E00041735,55,36.4,0,8.5
E00041736,17.3,18.1,52.8,11.8
E00041737,23.6,27.3,32.7,16.4
E00041738,64.8,31.3,0.8,3.1
E00041739,25,19.2,51,4.8
E00041740,20.5,24.2,38.6,16.7
E00041741,9,9,73.9,8.2
E00041742,3.5,8.8,80.5,7.1
E00041743,10.9,14.3,65.5,9.2
E00041744,14.7,11.2,68.5,5.6
E00041745,9.2,9.9,71.8,9.2
E00041746,22.3,16.2,55.4,6.2
E00041747,34.3,28.6,15.7,21.4
E00041748,24,28,33,15
E00041749,35.5,21.5,31.4,11.6
E00041784,13.8,16.4,62.1,7.8
E00041785,55.9,35.6,1.7,6.8
E00041786,24.8,24.8,17.8,32.6
E00041787,26.3,36,30.7,7
E00041788,23.6,36.2,30.7,9.4
E00041789,35,30.1,24.4,10.6
E00041790,41.8,32.7,15.5,10
E00041791,38,30.6,22.2,9.3
E00041792,47.4,36.8,15.8,0
E00041793,23.2,26.4,36.8,13.6
E00041794,15,23.3,52.6,9
E00041795,22.6,30.8,40.6,6
E00041796,20.8,29.5,44.3,5.4
E00041797,15.2,29.7,45.7,9.4
E00041798,54.8,44.2,0,1
E00041799,22.7,28.6,31.9,16.8
E00041800,28.7,32,27,12.3
E00041801,34,29.8,1.4,34.8
E00041802,17.9,15.4,48.8,17.9
E00041803,22,15.4,51.6,11
E00041804,39.5,25,1.6,33.9
E00041805,61.2,25.6,5.8,7.4
E00041806,14.7,23.3,6.2,55.8
E00041807,30.6,29.7,36.9,2.7
E00041809,32.2,24.6,0.8,42.4
E00041810,23.4,31.4,35.8,9.5
E00041811,41.7,25.2,24.3,8.7
