geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00041369,22,29.8,21.3,27
E00041390,42.9,31.2,9.7,16.2
E00041577,34.3,39.6,18.7,7.5
E00041580,37.5,32.1,18.8,11.6
E00041591,26.2,36,22.6,15.2
E00041597,31.2,34.9,19.3,14.7
E00041598,38.2,36.6,12.2,13
E00041633,30.4,33.6,20,16
E00041634,69.6,17.8,4.4,8.1
E00041635,31.3,38.1,19.4,11.2
E00041636,38.4,31.8,13.3,16.6
E00041637,44.4,28.6,19,7.9
E00041638,31.7,38.3,15.8,14.2
E00041639,47.2,22,17.9,13
E00041640,23.2,35.8,23.2,17.9
E00041641,39.7,27.4,17.1,15.8
E00041642,29.1,42.6,17.7,10.6
E00041643,33,28.6,12.5,25.9
E00041644,38.8,38.8,14.7,7.8
E00041645,25.8,33.3,26.9,14
E00041646,24.7,37.1,19.6,18.6
E00041647,19.5,36.4,19.5,24.7
E00041648,29,32.1,20.6,18.3
E00041649,37.9,28.6,11.7,21.8
E00041650,56.2,26.7,10.5,6.7
E00041651,25.6,46.3,14.6,13.4
E00041652,20.8,30,24.6,24.6
E00041653,59.1,27.3,5.5,8.2
E00041654,53.7,24.2,11.6,10.5
E00041657,57.6,31.7,4.3,6.5
E00041658,50.8,29.2,10.8,9.2
E00041659,28.7,37.6,16.8,16.8
E00041660,38.6,37.7,14,9.6
E00041663,51.1,30.9,9.6,8.5
E00041665,5.4,38.9,25.5,30.2
E00041666,34.3,24.2,17.2,24.2
E00041667,84.7,12.4,1.7,1.1
E00041668,29.4,22.9,23.9,23.9
E00041672,22.9,28.2,23.7,25.2
E00041675,26.5,35.4,14.2,23.9
E00041676,31.6,28.7,17.6,22.1
E00041679,27.5,25.8,25.8,20.8
E00041680,25.2,33.1,20.5,21.3
E00041682,37.5,37.5,12.5,12.5
E00041717,51.1,25.2,13,10.7
E00041718,18.6,47.3,22.5,11.6
E00041719,41.2,36.8,12.5,9.6
E00041720,35.3,41.7,15.1,7.9
E00041721,23.2,40.1,20.9,15.8
