geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00041369,69.4,9,21.6
E00041390,54,9.1,36.8
E00041577,65.8,9.9,24.3
E00041580,64.7,6.6,28.6
E00041591,87,1,11.9
E00041597,82.1,2.9,15
E00041598,85,4.9,10.2
E00041633,76.4,4.5,19.1
E00041634,68.4,1.4,30.1
E00041635,85.8,0.7,13.5
E00041636,56.1,20,23.9
E00041637,63.6,4.7,31.8
E00041638,75.5,2.6,21.9
E00041639,69,5.7,25.3
E00041640,87.9,1.1,11
E00041641,73.3,7.9,18.9
E00041642,73.6,3.8,22.6
E00041643,76.2,1.1,22.7
E00041644,73.7,2.7,23.7
E00041645,54.5,14.2,31.3
E00041646,54.3,7.4,38.3
E00041647,67,9,24
E00041648,59.7,4,36.3
E00041649,55.2,17.6,27.2
E00041650,58.4,5.4,36.2
E00041651,76,3.4,20.6
E00041652,56.5,4.7,38.7
E00041653,68,2.8,29.3
E00041654,63.4,11.6,25
E00041657,79.8,1.8,18.4
E00041658,66.5,3.1,30.4
E00041659,76.7,1.7,21.6
E00041660,74,6.1,19.9
E00041663,78.9,1.8,19.3
E00041665,96.9,0.2,2.9
E00041666,73.9,8.1,17.9
E00041667,45.6,9.7,44.7
E00041668,70.9,3.6,25.5
E00041672,63.2,5.8,31
E00041675,65.5,6.7,27.8
E00041676,72.5,6.6,20.9
E00041679,77.2,1.6,21.2
E00041680,76.7,2.3,21
E00041682,80.1,1.4,18.5
E00041717,69.6,4.9,25.5
E00041718,81.9,1.3,16.8
E00041719,75.2,0.4,24.4
E00041720,89.2,1.4,9.4
E00041721,73.2,0.7,26.1
E00041722,72.3,3.6,24.1
E00041723,48,17.3,34.7
E00041724,76.6,1.4,22
E00041725,82,1.4,16.6
E00041726,76.4,12.3,11.3
E00041727,79.1,1.4,19.5
E00041728,83.8,1.7,14.6
E00041729,88.8,0.4,10.8
E00041730,78.1,0,21.9
E00041731,83.7,2.8,13.4
E00041732,77.5,1,21.5
E00041733,89.4,1,9.5
E00041734,86.5,0,13.5
E00041735,91.1,0.3,8.6
E00041736,67.3,7.1,25.6
E00041737,75.2,1.2,23.6
E00041738,93.5,0.3,6.2
E00041739,83.7,0,16.3
E00041740,76.5,4.9,18.6
E00041741,66.1,5.5,28.5
E00041742,52.6,19.3,28.1
E00041743,63.8,8.6,27.6
E00041744,65.4,4.6,30
E00041745,62.3,4.9,32.7
E00041746,71,2.1,26.9
E00041747,84.3,1.9,13.7
E00041748,83.8,1.2,15
E00041749,72.7,0.9,26.4
E00041784,74.9,1.6,23.5
E00041785,87.8,1.5,10.7
E00041786,73.4,7.1,19.5
E00041787,79.8,2.3,17.9
E00041788,74.3,2.4,23.3
E00041789,85.4,0.4,14.2
E00041790,88,0.4,11.6
E00041791,80.2,1.2,18.5
E00041792,90.5,0.4,9.1
E00041793,80.6,1.9,17.5
E00041794,73.6,2,24.4
E00041795,81.2,3,15.8
E00041796,79.1,3.9,17
E00041797,80.4,1.9,17.7
E00041798,90.2,1.2,8.6
E00041799,73.5,3.6,22.9
E00041800,77.2,5.7,17.1
E00041801,91.1,1.4,7.5
