geography_code,disability_3a-001,disability_3a-002
E00041369,21.8,78.2
E00041390,39.6,60.4
E00041577,22.8,77.2
E00041580,28.2,71.8
E00041591,20.6,79.4
E00041597,18.8,81.2
E00041598,13.8,86.2
E00041633,23.4,76.6
E00041634,42.8,57.2
E00041635,30.4,69.6
E00041636,21.9,78.1
E00041637,26.4,73.6
E00041638,31.9,68.1
E00041639,19.8,80.2
E00041640,20.2,79.8
E00041641,26.9,73.1
E00041642,28.7,71.3
E00041643,32.6,67.4
E00041644,24.6,75.4
E00041645,29.9,70.1
E00041646,26.9,73.1
E00041647,20,80
E00041648,24.6,75.4
E00041649,22.6,77.4
E00041650,43.2,56.8
E00041651,36,64
E00041652,21.4,78.6
E00041653,31,69
E00041654,31,69
E00041657,27.8,72.2
E00041658,36.4,63.6
E00041659,23,77
E00041660,34.1,65.9
E00041663,36.3,63.7
E00041665,12.6,87.4
E00041666,22.5,77.5
E00041667,42.2,57.8
E00041668,20.8,79.2
E00041672,27.2,72.8
E00041675,23.2,76.8
E00041676,20.8,79.2
E00041679,21.1,78.9
E00041680,23.5,76.5
E00041682,23.9,76.1
E00041717,38.6,61.4
E00041718,26.1,73.9
E00041719,31.3,68.7
E00041720,27.6,72.4
E00041721,24.2,75.8
E00041722,23.3,76.7
E00041723,19.5,80.5
E00041724,21.6,78.4
E00041725,23.7,76.3
E00041726,18.2,81.8
E00041727,27.9,72.1
E00041728,20.6,79.4
E00041729,23.2,76.8
E00041730,28,72
E00041731,19,81
E00041732,35.6,64.4
E00041733,14.4,85.6
E00041734,18.1,81.9
E00041735,14.7,85.3
E00041736,28.9,71.1
E00041737,26.3,73.7
E00041738,14.1,85.9
E00041739,24.2,75.8
E00041740,19.5,80.5
E00041741,28.3,71.7
E00041742,21.3,78.7
E00041743,26.8,73.2
E00041744,26.9,73.1
E00041745,33.4,66.6
E00041746,25.5,74.5
E00041747,21.8,78.2
E00041748,24.8,75.2
E00041749,31.6,68.4
E00041784,20.8,79.2
E00041785,12.7,87.3
E00041786,19.9,80.1
E00041787,23.9,76.1
E00041788,24.7,75.3
E00041789,20.4,79.6
E00041790,20.5,79.5
E00041791,21.7,78.3
E00041792,17.4,82.6
E00041793,22.5,77.5
E00041794,28,72
E00041795,28.4,71.6
E00041796,23.5,76.5
E00041797,22.1,77.9
E00041798,18.4,81.6
E00041799,26.9,73.1
E00041800,20.6,79.4
E00041801,12.8,87.2
E00041802,33.5,66.5
E00041803,22.4,77.6
E00041804,16.6,83.4
E00041805,24.9,75.1
E00041806,18.9,81.1
E00041807,24.9,75.1
E00041809,21.7,78.3
E00041810,20.9,79.1
E00041811,20.8,79.2
E00041812,21,79
E00042008,13.6,86.4
E00042009,25.1,74.9
E00042010,40.8,59.2
E00042011,26.3,73.7
E00042012,26.1,73.9
E00042013,23.9,76.1
E00042014,26.9,73.1
E00042015,30.2,69.8
E00042016,33.1,66.9
E00042017,29.3,70.7
E00042018,24.2,75.8
E00042019,48.4,51.6
E00042020,15,85
E00042021,23.2,76.8
E00042022,26.5,73.5
E00042023,21.9,78.1
E00042024,19.6,80.4
E00042025,26.2,73.8
E00042026,16,84
E00042027,25.2,74.8
E00042028,12.1,87.9
E00042029,22.7,77.3
E00042030,29.2,70.8
E00042031,24.8,75.2
E00042032,25.9,74.1
E00042033,19.4,80.6
E00042034,13.3,86.7
E00042035,22.5,77.5
E00042036,26.7,73.3
E00042037,16.3,83.7
E00042038,21.6,78.4
E00042039,18.7,81.3
E00042040,22.6,77.4
E00042041,22.1,77.9
E00042107,23.3,76.7
E00042108,22.1,77.9
E00042109,31.1,68.9
E00042110,21.6,78.4
E00042113,24.1,75.9
E00042115,26.2,73.8
E00042116,20.1,79.9
E00042117,15.4,84.6
E00042118,35.4,64.6
E00042120,30.9,69.1
E00042121,23.8,76.2
E00042122,22.7,77.3
E00042123,14.7,85.3
E00042124,18.8,81.2
E00042130,29.2,70.8
E00042131,29.3,70.7
E00042132,23.2,76.8
E00042133,30.4,69.6
E00042135,36.5,63.5
E00042137,29.2,70.8
E00042138,18.6,81.4
E00042139,37.3,62.7
E00042547,26.1,73.9
E00042548,15.9,84.1
E00042549,27.1,72.9
E00042550,25.3,74.7
E00042551,27.9,72.1
E00042552,40.1,59.9
E00042553,20.9,79.1
E00042554,22.2,77.8
E00042555,24.2,75.8
E00042561,25,75
E00042563,31.3,68.8
E00042565,21.3,78.7
E00042566,19.2,80.8
E00042567,28,72
E00042568,27.2,72.8
E00042569,29.8,70.2
E00042570,24.8,75.2
E00042571,32.6,67.4
E00042572,24.3,75.7
E00042573,24.7,75.3
E00042574,24.8,75.2
E00042575,24.6,75.4
E00042740,18.9,81.1
E00042741,24.2,75.8
E00042743,36.6,63.4
E00042745,31.5,68.5
E00042746,22.9,77.1
E00042747,20.6,79.4
E00042748,19.6,80.4
E00042752,47.4,52.6
E00042753,40,60
E00042754,27.9,72.1
E00042756,21.4,78.6
E00042757,21,79
E00042758,28.8,71.2
E00042759,37.6,62.4
E00042761,29.8,70.2
E00042762,30.4,69.6
E00042763,31.6,68.4
E00042764,25.1,74.9
E00042766,38.4,61.6
E00042767,21.9,78.1
E00042771,24.7,75.3
E00042777,14.4,85.6
E00042778,28.8,71.2
E00042779,22.3,77.7
E00042801,21.8,78.2
E00043806,14.4,85.6
E00043810,25.2,74.8
E00043811,21.5,78.5
E00043852,12.9,87.1
E00043855,19.1,80.9
E00043856,21.7,78.3
E00043857,34.6,65.4
E00043859,21.5,78.5
E00043862,16,84
E00043864,34.6,65.4
E00043866,17.6,82.4
E00043877,14.5,85.5
E00043878,23.1,76.9
E00043879,20.9,79.1
E00043880,25.6,74.4
E00043881,21.6,78.4
E00043882,12.6,87.4
E00043883,15.9,84.1
E00043884,12.6,87.4
E00043886,36.4,63.6
E00043888,24.7,75.3
E00043889,33.5,66.5
E00043890,21.1,78.9
E00043891,25,75
E00043892,27.3,72.7
E00043893,25.6,74.4
E00043894,20.3,79.7
E00043895,23.2,76.8
E00043896,23.7,76.3
E00043897,26.5,73.5
E00043898,27.3,72.7
E00043899,21.1,78.9
E00043900,28.8,71.2
E00043930,32.5,67.5
E00043936,16.7,83.3
E00043937,29.1,70.9
E00043938,27.7,72.3
E00043939,19.7,80.3
E00043940,21.2,78.8
E00043941,24,76
E00043942,22.2,77.8
E00043943,16,84
E00043946,29.9,70.1
E00043947,33.1,66.9
E00043949,27.8,72.2
E00043950,25,75
E00043951,25.1,74.9
E00043952,21.2,78.8
E00043953,29,71
E00043954,28.1,71.9
E00043955,20.4,79.6
E00043958,19.9,80.1
E00043969,27.8,72.2
E00043974,22.4,77.6
E00043975,26.1,73.9
E00043977,27.1,72.9
E00043978,29.8,70.2
E00166169,29,71
E00166214,16.7,83.3
E00170020,34.6,65.4
E00170021,23.4,76.6
E00170023,19.2,80.8
E00170024,8.4,91.6
E00170030,6.3,93.7
E00170187,13.4,86.6
E00170188,8.5,91.5
E00175562,25.8,74.2
E00175582,27,73
E00182862,52.8,47.2
E00182863,22.1,77.9
E00182877,6,94
E00182886,20.6,79.4
E00182887,24.7,75.3
E00182889,8.4,91.6
