areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00001592,29.6,14.5,41.9,14
E00001593,27.2,16.7,36.8,19.3
E00001594,26.5,14.8,40.7,17.9
E00001595,21.7,22.6,39.1,16.5
E00001597,27.7,16.9,39.9,15.5
E00001601,28.8,18.4,42.3,10.4
E00001602,28.7,15.6,37.1,18.6
E00001603,32.9,19,32.3,15.8
E00001604,24.9,17.7,37,20.4
E00001606,26.3,16.8,43.1,13.8
E00001608,22.3,21.2,39.1,17.3
E00001609,23.5,15.1,41.2,20.2
E00001610,34.7,14.1,38.8,12.4
E00001611,25.4,17.9,38.2,18.5
E00001612,34.9,20.5,33.1,11.4
E00001613,25.9,17.3,38.4,18.4
E00001614,22.3,16.5,48.9,12.2
E00001615,22.6,13.7,52.4,11.3
E00001616,37.7,19.2,32.5,10.6
E00001617,26,21,42,11
E00001618,23.7,21.1,38.9,16.3
E00001619,25.6,16.3,46.5,11.6
E00001620,29.9,19.7,38.6,11.8
E00001621,33.6,16,28.2,22.1
E00001622,23.1,22.5,40.6,13.8
E00001623,26.6,22.3,26.6,24.5
E00001624,19.5,18.8,38.3,23.4
E00001625,27.3,30.3,33.3,9.1
E00001626,34.5,18.2,26.7,20.6
E00001627,26.9,26.3,30.1,16.7
E00001628,30.7,24.1,30.1,15.1
E00001629,27.9,19.9,36,16.2
E00001630,35,23,28.4,13.7
E00001631,32.2,21.1,31.1,15.6
E00001633,30.2,15.1,29.1,25.6
E00001634,36.1,20.3,24.1,19.5
E00001635,43.9,19.3,23.6,13.2
E00001636,34.1,21.5,26.7,17.8
E00001637,26.1,30.1,26.1,17.6
E00001638,31,25.9,21.3,21.8
E00001639,36.8,15,27.1,21.1
E00001640,33.2,19.3,26.7,20.8
E00001641,40.9,28,21.5,9.7
E00001642,27.1,26,28.2,18.8
E00001643,28.3,22.5,35.3,13.9
E00001644,41.8,19.4,24.1,14.7
E00001645,37.2,19.7,25.5,17.6
E00001646,30.2,26.2,26.8,16.8
E00001647,30,17.7,33.2,19.1
E00001648,41.7,18,25.9,14.4
E00001649,33.8,21.4,27.9,16.9
E00001650,30.8,16.8,31.5,21
E00001651,35.3,17.9,32.1,14.7
E00001652,37.2,15.8,26.2,20.8
E00001653,26.8,18.5,30.6,24.2
E00001654,33.5,15.9,32.9,17.7
E00001655,42.3,16,25,16.7
E00001656,34.2,22.8,25.4,17.5
E00001657,32.6,18.6,27.9,20.9
E00001658,39.1,18,24.1,18.8
E00001659,35.4,21.3,25,18.3
E00001660,29.8,22,28.6,19.6
E00001661,32.5,17.8,35.5,14.2
E00001728,32.9,16.5,37.1,13.5
E00001729,28.4,24.5,36.8,10.3
