areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00001592,54.8,45.2
E00001593,52,48
E00001594,55.9,44.1
E00001595,43.4,56.6
E00001597,47,53
E00001601,53.3,46.7
E00001602,64.5,35.5
E00001603,55,45
E00001604,46.9,53.1
E00001606,53.1,46.9
E00001608,39.7,60.3
E00001609,46,54
E00001610,57.6,42.4
E00001611,57.2,42.8
E00001612,38.6,61.4
E00001613,60.7,39.3
E00001614,58.8,41.2
E00001615,62.3,37.7
E00001616,36.3,63.7
E00001617,46.2,53.8
E00001618,52,48
E00001619,51.2,48.8
E00001620,43.1,56.9
E00001621,47.5,52.5
E00001622,49.8,50.2
E00001623,26.4,73.6
E00001624,62.9,37.1
E00001625,47.9,52.1
E00001626,52.4,47.6
E00001627,49.8,50.2
E00001628,42.2,57.8
E00001629,43.7,56.3
E00001630,49,51
E00001631,37.3,62.7
E00001633,38.2,61.8
E00001634,31.5,68.5
E00001635,38.1,61.9
E00001636,26.3,73.7
E00001637,34.6,65.4
E00001638,41.2,58.8
E00001639,25.4,74.6
E00001640,42.6,57.4
E00001641,21.3,78.7
E00001642,39.9,60.1
E00001643,49.4,50.6
E00001644,45.9,54.1
E00001645,46.4,53.6
E00001646,29.4,70.6
E00001647,45.7,54.3
E00001648,35,65
E00001649,45.7,54.3
E00001650,33.8,66.2
E00001651,50,50
E00001652,37,63
E00001653,41.5,58.5
E00001654,41.8,58.2
E00001655,37.7,62.3
E00001656,52.4,47.6
E00001657,27.2,72.8
E00001658,33.5,66.5
E00001659,39.1,60.9
E00001660,42.1,57.9
E00001661,38,62
E00001728,59.8,40.2
E00001729,55.8,44.2
E00001730,59.3,40.7
E00001731,49,51
E00001732,53.3,46.7
E00001733,66.1,33.9
E00001734,51.1,48.9
E00001735,62.8,37.2
E00001736,57,43
E00001737,42.1,57.9
E00001738,38,62
E00001739,57,43
E00001740,63.6,36.4
E00001741,62.7,37.3
E00001742,62.2,37.8
E00001743,60.5,39.5
E00001744,58,42
E00001745,58.8,41.2
E00001746,50.6,49.4
E00001747,57.5,42.5
E00001748,55,45
E00001749,61.2,38.8
E00001750,28,72
E00001751,42.8,57.2
E00001752,50.2,49.8
E00001753,60.6,39.4
E00001754,58.5,41.5
E00001755,54.7,45.3
E00001756,52.5,47.5
E00001757,35.1,64.9
E00001758,58.8,41.2
E00001759,56.6,43.4
E00001760,48.6,51.4
E00001764,55.1,44.9
E00001765,49.3,50.7
E00001766,53.5,46.5
E00001767,41.5,58.5
E00001768,38.6,61.4
E00001769,58.7,41.3
E00001770,47.2,52.8
E00001771,31.5,68.5
E00001772,44,56
E00001773,32,68
E00001774,44.4,55.6
E00001775,53,47
E00001776,38.5,61.5
E00001777,53.7,46.3
E00001778,55.6,44.4
E00001779,32.6,67.4
E00001784,51.3,48.7
E00001785,48.4,51.6
E00001793,57.3,42.7
E00001794,53.4,46.6
E00001795,41.1,58.9
E00001796,57.2,42.8
E00001797,52.2,47.8
E00001798,57.4,42.6
E00001800,46,54
E00001802,32.1,67.9
E00001803,38.6,61.4
E00001806,47,53
E00001807,58.7,41.3
E00001808,37,63
E00001809,54.5,45.5
E00001810,60.6,39.4
E00001811,58.3,41.7
E00001812,44.6,55.4
E00001815,57.2,42.8
E00001816,47.7,52.3
E00001817,48.9,51.1
E00001818,39.6,60.4
E00001819,52.1,47.9
E00001820,57.7,42.3
E00001823,37.1,62.9
E00001824,37.9,62.1
E00001825,38.4,61.6
E00001829,35.4,64.6
E00001830,33.2,66.8
E00001843,47.3,52.7
E00001904,62,38
E00001905,36.9,63.1
E00001906,58.3,41.7
E00001907,31.6,68.4
E00001908,45.6,54.4
E00001909,47.5,52.5
E00001910,19.7,80.3
E00001911,53.4,46.6
E00001912,53.9,46.1
E00001913,41.8,58.2
E00001914,51.2,48.8
