areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00000055,21.5,53.8,18.5,6.2
E00000059,61.9,37.2,0.9,0
E00000060,29.3,36,32,2.7
E00000070,32.9,43.4,19.6,4.2
E00000071,33.9,55.4,9.8,0.9
E00000072,29.2,47.5,19.2,4.2
E00000073,30.8,47.9,15.4,6
E00000074,24.5,45.3,22.6,7.5
E00000075,33.9,47.5,15.3,3.4
E00000076,35.2,33.3,25.9,5.6
E00000077,37,44.9,13.4,4.7
E00000078,25.4,55.3,14.9,4.4
E00000079,30.1,49.3,14.7,5.9
E00000080,40.5,44.8,11,3.8
E00000081,39.2,42.4,14.4,4
E00000082,23.2,48.8,24,4
E00000083,27.4,47.9,17.9,6.8
E00000084,31.3,41.7,20.9,6.1
E00000085,30.6,45,21.6,2.7
E00000086,27.3,53.7,13.2,5.8
E00000087,36.2,40.4,17,6.4
E00000088,35.2,48.3,13.8,2.8
E00000089,30.1,48,21.1,0.8
E00000090,31,48.7,15.9,4.4
E00000091,39.6,46.5,11.4,2.5
E00000092,30,40.7,23.6,5.7
E00000093,41.3,47.9,8.3,2.5
E00000094,35,43.8,16.8,4.4
E00000095,34.5,44,18,3.5
E00000096,35.3,48.7,10.9,5
E00000097,32.6,50.4,14,3.1
E00000098,22.9,48.6,26.7,1.9
E00000099,42.4,48.5,7.6,1.5
E00000100,28.8,47.9,15.8,7.5
E00000101,21.4,48.2,25,5.4
E00000102,21.9,41.9,21,15.2
E00000103,25.5,40.7,26.9,6.9
E00000104,27.9,48.8,17.1,6.2
E00000106,26.7,41.4,25,6.9
E00000107,25.9,54.1,14.1,5.9
E00000108,27.2,48.2,19.3,5.3
E00000109,25.6,45.9,20.3,8.3
E00000110,31.6,49.1,15.8,3.5
E00000111,24,52.1,21.9,2.1
E00000112,23.1,56.4,11.1,9.4
E00000113,19.3,48,19.3,13.3
E00000114,29.6,45.2,18.3,7
E00000115,27.9,50,13.9,8.2
E00000116,22,52.5,20.3,5.1
E00000117,43,45,10,2
E00000118,20.3,46.6,26.3,6.8
E00000119,46.3,39,11.4,3.3
E00000120,20.7,52.1,25.6,1.7
E00000121,41.6,40.1,12.4,5.8
E00000122,25.9,46.6,20.7,6.9
E00000123,44,34,17,5
E00000124,32.8,43.2,21.6,2.4
E00000125,36.2,39.7,15.6,8.5
E00000128,27,54.1,15.3,3.6
E00000129,43.9,33.1,18,5
E00000130,29.8,43.5,21.4,5.3
E00000131,41.6,43.6,10.7,4
E00000132,34.1,48.8,14,3.1
E00000133,32.2,49.2,16.1,2.5
E00000134,31.5,44.4,20.4,3.7
E00000167,22.5,44.1,25.5,7.8
E00000168,23,39.8,26.1,11.2
E00000169,51.1,34,12.8,2.1
E00000170,27.1,33.8,26.3,12.8
E00000171,32,42.2,18.8,7
E00000172,20.5,52.3,23.2,4
E00000173,31.7,48.4,16.1,3.7
E00000174,28.8,41.6,23.2,6.4
E00000175,32.2,48.3,16.9,2.5
E00000176,28,43.2,20.3,8.5
E00000177,51,37.5,9.4,2.1
E00000178,30.5,41.2,20.6,7.6
E00000179,28,44.9,22.9,4.2
E00000180,21.6,52.6,20.6,5.2
E00000182,21.6,43.2,24.3,10.8
E00000187,42.7,35,15.4,6.8
E00000188,19.4,43.5,26.9,10.2
E00000190,30.1,43.7,15.5,10.7
E00000198,54.5,31.3,14.1,0
E00000199,40.8,41.5,14.8,2.8
E00000200,27.6,40.7,25.2,6.5
E00000201,44.6,46.4,8,0.9
E00000202,30.3,46.2,19.7,3.8
E00000203,27.1,45.7,24,3.1
E00000204,36.8,45.1,15.3,2.8
E00000205,40.2,42.6,14.2,3
E00000206,54.5,37.1,8.3,0
E00000207,39,41,16.2,3.8
E00000208,36,39.6,21.6,2.9
E00000209,26.3,47.4,24.6,1.8
E00000210,27.5,53.5,14.8,4.2
E00000211,34.7,50.8,14.5,0
E00000212,60.2,28.4,10.2,1.1
E00000213,42.3,43.7,11.3,2.8
E00000214,28.8,51.7,16.1,3.4
E00000215,25.2,51.5,16.5,6.8
E00000216,41.7,33.3,19.2,5.8
E00000217,36.1,46.3,13.9,3.7
E00000218,34.2,46.2,15.4,4.3
E00000219,25.2,52.9,18.5,3.4
E00000220,60.1,28.1,9.8,2
E00000221,32.6,46.1,16.3,5
E00000222,36.5,45.3,17.5,0.7
E00000223,49.3,43,7,0.7
E00000224,33.6,38.2,23.6,4.5
E00000225,35.3,45.6,14.7,4.4
E00000226,36.9,45.9,13.5,3.6
E00000227,42,27.7,24.4,5.9
E00000228,35.9,51.1,10.7,2.3
E00000229,42.7,41.1,16.1,0
E00000230,25.2,47.7,22.5,4.5
E00000231,34.7,42.4,20.3,2.5
E00000232,32.8,35.3,21.8,10.1
E00000234,42.7,42.7,11.3,3.3
E00000237,37.7,48.1,13,1.3
E00000252,38.7,44.5,14.6,2.2
E00000255,41.2,46.6,11.5,0.8
E00000259,40.2,47.7,9.3,2.8
E00000261,43.2,46.8,7.2,2.7
E00000265,47.7,38.5,10,3.8
E00000266,23.6,52.8,17.1,6.5
E00000267,31.2,51.4,16.5,0.9
E00000268,33.3,44.4,15.6,6.7
E00000269,26.3,44.5,22.6,6.6
E00000270,23,49.2,24.6,3.3
E00000271,33.6,40.2,21.5,4.7
E00000272,24.8,55,18.6,1.6
E00000273,26.6,47.7,22,3.7
E00000274,26,51.9,18.3,3.8
E00000275,45,39.4,11.9,3.8
E00000276,40.2,47.3,9.8,2.7
E00000277,25.7,56.6,14.7,2.9
E00000278,38,47.2,12,2.8
E00000279,48.3,39,11,1.7
E00000280,31.1,57.1,9.2,2.5
E00000282,39.4,40.4,19.3,0.9
E00000283,25,47.3,24.1,3.6
E00000284,33.9,46.8,18.5,0.8
E00000285,24.7,42.7,25.8,6.7
E00000286,35.2,44.5,14.8,5.5
E00000287,45,40.5,12.2,2.3
E00000288,41.2,46.7,10.4,1.6
E00000289,32.2,40.7,20.3,6.8
E00000290,35.4,46,15.9,2.7
E00000291,32.4,37,26.9,3.7
E00000292,30.3,44,22.9,2.8
E00000293,27.6,48.6,20,3.8
E00000294,35.2,39.4,16.2,9.2
E00000295,33.9,40.5,22.3,3.3
E00000296,33.3,45.2,18.5,3
E00000297,31.8,45,17.8,5.4
E00000298,29.8,44.3,19.1,6.9
E00000299,39.1,41.4,12.5,7
E00000300,35.8,50.6,10.8,2.8
E00000301,40.4,39.7,17.8,2.1
E00000302,34.4,47.3,16,2.3
E00000303,28.3,50.7,14.5,6.5
E00000304,58.3,32.5,7.5,1.7
E00000305,49.7,34.8,11.8,3.7
E00000306,32.5,50.9,11.4,5.3
E00000307,27.2,48.5,19.1,5.1
