geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00037894,28.7,38.5,11.9,21
E00037895,41.5,34.6,13.8,10
E00037896,19.6,15.3,44.2,20.9
E00037924,54,31.9,3.5,10.6
E00038274,56.3,34.5,1.4,7.7
E00038275,48.8,39.4,0.8,11
E00038276,39.1,51.8,0,9.1
E00038277,35.9,52.1,0,12
E00038278,47,34.1,6.8,12.1
E00038279,38.3,39.1,3,19.5
E00038280,10.4,13.6,69.6,6.4
E00038281,41.3,38,13.2,7.4
E00038282,58,33.3,1.3,7.3
E00038283,43.1,49.5,3.5,4
E00038284,17.9,26,38.2,17.9
E00038285,48.8,33.1,12.4,5.8
E00038286,47.6,32.4,13.1,6.9
E00038287,34.4,41.8,13.9,9.8
E00038288,23.4,29,33.9,13.7
E00038289,34.6,39.3,2.8,23.2
E00038290,49.7,28.6,2.7,19
E00038291,48.4,34.4,5.7,11.5
E00038292,37.9,31.5,17.7,12.9
E00038293,27.4,10.5,53.2,8.9
E00038294,54.3,31.2,5.1,9.4
E00038295,36.2,34.6,14.2,15
E00038296,23.5,22.8,36,17.6
E00038297,56.4,29.3,6.8,7.5
E00038298,53.6,25.9,2.7,17.9
E00038299,57.6,20.5,0.8,21.2
E00038300,50.4,32.8,0.8,16
E00038301,38.7,28.8,15.3,17.1
E00038302,43.6,40.6,0,15.8
E00038303,54.4,29.9,4.8,10.9
E00038305,52.6,31,6,10.3
E00038306,48.5,47.6,1,2.9
E00038307,73.7,20.2,1.8,4.4
E00038308,65.8,28.1,0.9,5.3
E00038309,73.3,14.5,1.2,10.9
E00038310,54.6,25.2,4.2,16
E00038311,28.4,34.3,16.4,20.9
E00038312,50,40.2,0.9,8.9
E00038313,16.8,21.9,46,15.3
E00038314,16.6,35.4,17.1,30.9
E00038315,36.3,28.2,14.5,21
E00038316,26,40.3,0,33.8
E00038317,33.7,44.6,5.4,16.3
E00038318,42.1,31.4,8.3,18.2
E00038319,52.1,34.7,5.8,7.4
E00038320,19,34.5,37.1,9.5
E00038321,27,34,20.6,18.4
E00038322,19.5,26,43.1,11.4
E00038639,48.6,34.2,4.8,12.3
E00038640,56.2,36.4,2.5,5
E00038641,25,36,14,25
E00038642,24.2,39.6,27.5,8.7
E00038643,20.1,13.7,44.6,21.6
E00038644,28.9,19.1,34.9,17.1
E00038645,16.9,22,40.7,20.3
E00038646,28.1,17.2,37.5,17.2
E00038647,14.8,38.3,34.6,12.3
E00038648,11.4,10.7,56.4,21.4
