geography_code,sex-001,sex-002
E00085052,44.2,55.8
E00085054,53.1,46.9
E00085055,53.2,46.8
E00085058,45.4,54.6
E00085059,56.6,43.4
E00085061,45.1,54.9
E00085062,54.3,45.7
E00085063,51.1,48.9
E00085067,50.2,49.8
E00085068,49.4,50.6
E00085070,51.3,48.7
E00085072,50.7,49.3
E00085076,54.7,45.3
E00085157,48.7,51.3
E00085200,49.8,50.2
E00085201,49.8,50.2
E00085202,53.8,46.2
E00085203,50.4,49.6
E00085204,54.6,45.4
E00085205,49.3,50.7
E00085206,56.3,43.7
E00085207,52.8,47.2
E00085208,53.5,46.5
E00085209,54.6,45.4
E00085210,52,48
E00085211,53.2,46.8
E00085212,48.6,51.4
E00085213,53.4,46.6
E00085214,50.5,49.5
E00085215,52.2,47.8
E00085216,51.1,48.9
E00085217,54.1,45.9
E00085218,53.7,46.3
E00085219,49.7,50.3
E00085220,50.6,49.4
E00085221,47.4,52.6
E00085222,50.2,49.8
E00085233,53,47
E00085240,49,51
E00085241,49.9,50.1
E00085376,54.9,45.1
E00085377,48,52
E00085385,50.6,49.4
E00085400,50.3,49.7
E00085401,56,44
E00085402,52.3,47.7
E00085403,52.8,47.2
E00085404,52.8,47.2
E00085710,49.3,50.7
E00085711,55.8,44.2
E00085712,53.5,46.5
E00085713,54.2,45.8
E00085714,51.1,48.9
E00085715,43.4,56.6
E00085716,48.6,51.4
E00085717,48.2,51.8
E00085718,51.2,48.8
E00085719,50.7,49.3
E00085720,55.4,44.6
E00085721,51.1,48.9
E00085722,54.4,45.6
E00085723,48.5,51.5
E00085724,54.8,45.2
E00085725,52.3,47.7
E00085726,49,51
E00085727,48.9,51.1
E00085728,52.6,47.4
E00085729,52.7,47.3
E00085730,50.7,49.3
E00085731,52,48
E00085732,54.8,45.2
E00085733,46.5,53.5
E00085734,51.4,48.6
E00085735,51.7,48.3
E00085736,51.7,48.3
E00085737,50.6,49.4
E00085738,52.6,47.4
E00085739,50.5,49.5
E00085740,52.6,47.4
E00085745,50.5,49.5
E00085746,49.1,50.9
E00085750,51,49
E00085752,50.1,49.9
E00085753,49,51
E00085756,49.4,50.6
E00085757,52.1,47.9
E00085758,48.8,51.2
E00085759,46.9,53.1
E00085766,49.4,50.6
E00085770,49.7,50.3
E00085773,49.3,50.7
E00085774,56.2,43.8
E00085775,51.3,48.7
E00085776,54.5,45.5
E00085777,57.5,42.5
E00085778,51.9,48.1
E00085779,52,48
E00085780,53.8,46.2
E00085781,53.8,46.2
E00085782,48.3,51.7
E00085783,54.9,45.1
E00085784,50.8,49.2
E00085785,54.7,45.3
E00085786,56,44
E00085787,49.4,50.6
E00085788,49.3,50.7
E00085789,53.7,46.3
E00085790,53.2,46.8
E00085791,57.9,42.1
E00085792,53.9,46.1
E00085793,50.4,49.6
E00085794,47.9,52.1
E00085795,56.5,43.5
E00085796,53.2,46.8
E00085797,51.4,48.6
E00085798,56.4,43.6
E00085799,50.9,49.1
E00085800,51.3,48.7
E00085801,58.3,41.7
E00085802,53.2,46.8
E00085803,53.2,46.8
E00085804,48,52
E00085805,48.4,51.6
E00085806,54.9,45.1
E00085807,50.5,49.5
E00085808,51.1,48.9
E00085809,56.3,43.8
E00085810,50.6,49.4
E00085811,49.3,50.7
E00085812,54.5,45.5
E00085813,52.5,47.5
E00085814,55.2,44.8
E00085815,49.7,50.3
E00085816,58.2,41.8
E00085817,57,43
E00085818,56.3,43.7
E00085819,52.6,47.4
E00085820,49.2,50.8
E00085821,55.1,44.9
E00085822,50.2,49.8
E00085823,52.3,47.7
E00085824,53.7,46.3
E00085825,51.4,48.6
E00085826,53.2,46.8
E00085827,55.2,44.8
E00085828,49.3,50.7
E00085829,50.6,49.4
E00085830,54.9,45.1
E00085831,49.2,50.8
E00085832,53.5,46.5
E00085833,53.2,46.8
E00085834,50.3,49.7
E00085835,55.3,44.7
E00085836,50.3,49.7
E00085837,54,46
E00085838,50.7,49.3
E00159790,54,46
E00159791,51.7,48.3
E00159792,53.1,46.9
E00159793,52,48
E00159794,49.3,50.7
E00159795,51.2,48.8
E00159796,52.9,47.1
E00159797,50.4,49.6
E00159798,48.9,51.1
E00159799,50.8,49.2
E00159800,47.8,52.2
E00159801,52,48
E00159802,48.4,51.6
E00159803,48.7,51.3
E00159804,58.5,41.5
E00159805,45.4,54.6
E00159806,47.6,52.4
E00159807,52,48
E00159808,53.1,46.9
E00159809,52.2,47.8
E00159810,50.5,49.5
E00159811,56.3,43.8
E00159812,56.1,43.9
E00159813,47.8,52.2
E00159814,55.6,44.4
E00159815,52.4,47.6
E00159816,52.2,47.8
E00159817,51.4,48.6
E00159818,51,49
E00159819,50.5,49.5
E00159820,49,51
E00159821,52.6,47.4
E00159822,50.4,49.6
E00159823,54,46
E00159824,50.2,49.8
E00159825,50,50
E00159826,47.1,52.9
E00159827,42.4,57.6
E00159828,53.7,46.3
E00159829,53.4,46.6
E00159830,52.2,47.8
E00159831,54.1,45.9
E00159832,47.6,52.4
E00159833,52.2,47.8
E00159834,47.2,52.8
E00159835,48.4,51.6
E00159836,49.3,50.7
E00159837,46.6,53.4
E00159838,54.5,45.5
E00159839,54.4,45.6
E00159840,51.7,48.3
E00159841,51.9,48.1
E00159842,53.6,46.4
E00159843,49.3,50.7
E00159844,51.9,48.1
E00159845,50.7,49.3
E00159846,55.6,44.4
E00159847,53.1,46.9
E00159848,49.9,50.1
E00159849,54.9,45.1
E00159850,58.2,41.8
E00159851,52.4,47.6
E00159852,52.5,47.5
E00159853,53.9,46.1
E00159854,54.7,45.3
E00159855,52.9,47.1
E00159856,51.6,48.4
E00159857,47.5,52.5
E00159858,49.8,50.2
E00159859,57.1,42.9
E00159860,51.9,48.1
E00159861,50.9,49.1
E00159862,47.2,52.8
E00159863,47.6,52.4
E00159864,50.6,49.4
E00159865,46.4,53.6
E00159866,53,47
E00159867,50.7,49.3
E00159868,49.7,50.3
E00159869,50.3,49.7
E00159870,50.3,49.7
E00159871,52.5,47.5
E00159872,49.7,50.3
E00159873,51.1,48.9
E00159874,54.5,45.5
E00159875,49.3,50.7
E00159876,50.5,49.5
E00159877,51.5,48.5
E00159878,50.2,49.8
E00159879,45.1,54.9
E00159880,49.8,50.2
E00159881,51.2,48.8
E00159883,48,52
E00159884,49.2,50.8
E00159885,48.4,51.6
E00159886,51.2,48.8
E00159887,52.7,47.3
E00159888,51.7,48.3
E00159889,54.1,45.9
E00159890,59.7,40.3
E00159891,45.9,54.1
E00159892,50,50
E00159893,50.6,49.4
E00159894,54,46
E00159895,49.7,50.3
E00159896,53.8,46.2
E00159897,51,49
E00159898,49.1,50.9
E00159899,48.8,51.2
E00159900,54.6,45.4
E00159901,50,50
E00159902,47.4,52.6
E00159903,52.7,47.3
E00159904,54.3,45.7
E00159905,55.2,44.8
E00159906,58.1,41.9
E00159907,51,49
E00159908,51.8,48.2
E00159909,54.4,45.6
E00159910,50.8,49.2
E00159911,55.5,44.5
E00159912,50.5,49.5
E00159913,46.8,53.2
E00159914,52.9,47.1
E00159915,54.2,45.8
E00159916,50.9,49.1
E00159917,49.5,50.5
E00159919,55.5,44.5
E00159920,52.2,47.8
E00159921,48.3,51.7
E00159922,52.6,47.4
E00159923,56.3,43.7
E00159924,53.6,46.4
E00159925,52.6,47.4
E00159926,52.5,47.5
E00159927,48.5,51.5
E00159930,55.8,44.2
E00159931,58.8,41.3
E00159932,48,52
E00159933,50.8,49.2
E00159934,54.4,45.6
E00159935,50.5,49.5
E00159936,50.3,49.7
E00159937,49.8,50.2
E00159938,51.4,48.6
E00159939,52.1,47.9
E00159940,56.8,43.2
E00159941,51.6,48.4
E00159942,52.4,47.6
E00159943,57.4,42.6
E00159944,49.8,50.2
E00159945,53.2,46.8
E00159946,50.3,49.7
E00159947,45,55
E00159948,51.6,48.4
E00159949,52.6,47.4
E00159950,53.4,46.6
E00159951,53.6,46.4
E00159952,50.5,49.5
E00159953,57.1,42.9
E00159954,53.2,46.8
E00159955,52.2,47.8
E00159956,53.2,46.8
E00159957,54.5,45.5
E00159958,55.6,44.4
E00159959,52.8,47.2
E00159960,46.8,53.2
E00159961,54.2,45.8
E00159962,52.4,47.6
E00159963,50.6,49.4
E00159964,48.6,51.4
E00159965,50.9,49.1
E00159966,52.5,47.5
