geography_code,heating_type_3a-001,heating_type_3a-002
E00085195,0.8,99.2
E00085196,2.5,97.5
E00085197,0,100
E00085198,1.6,98.4
E00085199,0.7,99.3
E00085223,1.4,98.6
E00085224,0.9,99.1
E00085225,0.6,99.4
E00085226,1.8,98.2
E00085227,1.5,98.5
E00085228,2.2,97.8
E00085229,3.8,96.2
E00085230,1.5,98.5
E00085231,3,97
E00085232,5.4,94.6
E00085234,0.8,99.2
E00085235,0,100
E00085236,0.9,99.1
E00085237,0,100
E00085238,0,100
E00085239,0,100
E00085378,0.8,99.2
E00085379,0.9,99.1
E00085380,2.9,97.1
E00085381,0,100
E00085383,0,100
E00085384,0,100
E00085386,0.9,99.1
E00085387,0,100
E00085388,1.9,98.1
E00085389,0.8,99.2
E00085390,0,100
E00085391,0.9,99.1
E00085392,0.9,99.1
E00085393,2.2,97.8
E00085394,1.2,98.8
E00085395,2.4,97.6
E00085396,0.8,99.2
E00085397,0,100
E00085398,0,100
E00085399,0,100
E00085405,0.9,99.1
E00085406,2.1,97.9
E00085407,0,100
E00085408,0.7,99.3
E00085747,2.7,97.3
E00085761,0.7,99.3
E00085763,0,100
E00085764,0.8,99.2
E00085767,0.9,99.1
E00085768,0,100
E00161228,0.8,99.2
E00161229,0.9,99.1
E00161230,0,100
E00161231,0,100
E00161232,1.8,98.2
E00161233,2.1,97.9
E00161234,1.2,98.8
E00161235,0,100
E00161236,0.8,99.2
E00161237,2.1,97.9
E00161238,12.1,87.9
E00161239,1.5,98.5
E00161240,1.7,98.3
E00161241,2.1,97.9
E00161242,0,100
E00161243,1.6,98.4
E00161244,0,100
E00161245,1.8,98.2
E00161359,0,100
E00161360,1.3,98.7
E00161361,1.4,98.6
E00161363,1.1,98.9
E00161364,0,100
E00161365,0.8,99.2
E00161366,0.8,99.2
E00161367,2.4,97.6
E00161368,1.6,98.4
E00161369,0.8,99.2
E00161370,0,100
E00161371,0,100
E00161373,0,100
E00161374,0.8,99.2
E00161375,0.8,99.2
E00161566,2.7,97.3
E00161567,1.3,98.7
E00161568,1.3,98.7
E00161569,0,100
E00161570,1.9,98.1
E00161571,0,100
E00161572,1,99
E00161573,0,100
E00161574,0,100
E00161575,0.8,99.2
E00161576,2.9,97.1
E00161577,0,100
E00161578,0,100
E00161579,1.8,98.2
E00161580,0,100
E00161581,0.8,99.2
E00161582,3.1,96.9
E00161583,1.6,98.4
E00161584,0,100
E00161585,0,100
E00161586,0.8,99.2
E00161631,2.2,97.8
E00161632,2.2,97.8
E00161983,4.5,95.5
E00161984,0.6,99.4
E00161985,1.4,98.6
E00161990,1.6,98.4
E00161992,1.6,98.4
E00161993,0,100
E00161995,0,100
E00161997,0,100
E00161998,0,100
E00161999,0,100
E00162000,0.5,99.5
E00162001,0,100
E00162002,0.8,99.2
E00162003,0.9,99.1
E00162004,2.9,97.1
E00172909,0.8,99.2
E00188577,3.6,96.4
E00188622,0,100
E00188639,0,100
E00188656,0,100
E00188661,0,100
E00188663,0.8,99.2
