geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00085195,94.2,1.8,4
E00085196,89.2,2.1,8.7
E00085197,96.7,0,3.3
E00085198,90.2,3,6.7
E00085199,94.9,2.2,3
E00085223,83,1.3,15.7
E00085224,94.3,2.5,3.2
E00085225,90.2,3.2,6.6
E00085226,87,3.3,9.7
E00085227,90.3,1.3,8.5
E00085228,94.5,1.5,4
E00085229,86.5,1.6,11.9
E00085230,93,1.7,5.3
E00085231,91.4,2.7,5.9
E00085232,90,2.9,7.2
E00085234,87.9,1.6,10.4
E00085235,84,1.7,14.4
E00085236,92,1.9,6.1
E00085237,89.6,0.6,9.8
E00085238,90.8,0.6,8.7
E00085239,89.6,1.8,8.5
E00085378,96.1,2,2
E00085379,95.9,2.2,1.8
E00085380,94.6,1.6,3.8
E00085381,95.2,1.1,3.7
E00085383,92.9,0.6,6.5
E00085384,89.6,4.7,5.7
E00085386,95.8,1.7,2.5
E00085387,98.9,0,1.1
E00085388,96.5,1.1,2.5
E00085389,95.5,1,3.5
E00085390,95.6,3.4,1
E00085391,92.3,3.4,4.4
E00085392,96.8,0.4,2.8
E00085393,90.3,2.8,6.9
E00085394,84.6,5,10.4
E00085395,87.2,3.6,9.2
E00085396,92.2,3.3,4.5
E00085397,95.2,1.5,3.3
E00085398,86,2.4,11.6
E00085399,92.6,3.5,3.9
E00085405,95.6,0,4.4
E00085406,96.1,1.2,2.7
E00085407,96.4,0,3.6
E00085408,95.1,1.1,3.8
E00085747,78.6,4.2,17.2
E00085761,88.9,1.6,9.6
E00085763,92.5,1.8,5.7
E00085764,88.2,3.4,8.4
E00085767,91.5,2.4,6.1
E00085768,90.1,2.5,7.4
E00161228,97.3,0.7,2
E00161229,96.7,1.7,1.7
E00161230,95.8,1.4,2.8
E00161231,90.9,3.6,5.5
E00161232,97.7,0.5,1.8
E00161233,95.8,1.1,3.1
E00161234,95.6,2.4,1.9
E00161235,95.3,1.1,3.6
E00161236,94.2,0.6,5.1
E00161237,95.8,1,3.1
E00161238,94.6,0.4,5
E00161239,92.2,1.1,6.7
E00161240,92.7,1.6,5.8
E00161241,92.8,2.1,5.1
E00161242,95.9,0.7,3.4
E00161243,98.2,0.7,1.1
E00161244,94.4,1.1,4.4
E00161245,95.5,1.4,3.1
E00161359,93.4,1.5,5.1
E00161360,95.9,0.8,3.3
E00161361,95,0.7,4.3
E00161363,97.4,0,2.6
E00161364,95.9,1.8,2.3
E00161365,95.8,0,4.2
E00161366,92.5,2.7,4.8
E00161367,95.7,2.2,2.2
E00161368,90,0.6,9.4
E00161369,96,2.8,1.2
E00161370,96,1,3
E00161371,95.7,0.7,3.5
E00161373,95.9,1.2,2.9
E00161374,98.6,0,1.4
E00161375,88.5,1.3,10.2
E00161566,96.3,0.7,3
E00161567,93.8,1.6,4.6
E00161568,93.8,2.3,3.9
E00161569,94.7,2.8,2.5
E00161570,94.3,3.6,2.1
E00161571,96.3,0.3,3.4
E00161572,94,0.7,5.4
E00161573,96.7,1.8,1.4
E00161574,94.6,1.5,3.9
E00161575,98.2,0,1.8
E00161576,84.9,5.6,9.4
E00161577,94.5,0.4,5
E00161578,93.9,1.4,4.7
E00161579,97.3,0.4,2.2
E00161580,97.7,1.3,1
E00161581,96.8,1.6,1.6
E00161582,92.7,0.3,7
E00161583,98,0.4,1.6
E00161584,95.4,2,2.6
E00161585,96.2,1.5,2.3
E00161586,95,2.9,2.2
E00161631,91.7,6.2,2.1
E00161632,95.5,1.7,2.8
E00161983,92.9,2.7,4.4
E00161984,95.8,1,3.1
E00161985,94.9,2,3.1
E00161990,92.5,2.3,5.2
E00161992,95,1.2,3.7
E00161993,91.4,2.2,6.5
E00161995,96.4,1.4,2.1
E00161997,92.9,3,4.1
E00161998,94.6,1.2,4.2
E00161999,91.9,1.2,6.9
E00162000,96.4,1.1,2.5
E00162001,94.2,2.7,3.1
E00162002,90.9,4,5.1
E00162003,96,0.9,3.1
E00162004,93.2,3.6,3.1
E00172909,94.7,0,5.3
E00188577,95.2,1.8,3
E00188622,96.9,0,3.1
E00188639,92.6,2.5,4.9
E00188656,94.8,1.5,3.7
E00188661,91.3,3.3,5.4
E00188663,91.9,4.2,3.9
