geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00085195,94.6,3.9,0,1.6
E00085196,86.7,1.7,6.7,5
E00085197,98.5,1.5,0,0
E00085198,84,6.4,4.8,4.8
E00085199,96.3,2.2,1.5,0
E00085223,85.5,4.1,2.8,7.6
E00085224,93.3,3.3,0,3.3
E00085225,86.3,3.9,2,7.8
E00085226,88.9,2.8,2.8,5.6
E00085227,82.4,5.3,6.1,6.1
E00085228,86.7,8.1,1.5,3.7
E00085229,82.9,4.8,4.8,7.6
E00085230,87.1,6.1,2.3,4.5
E00085231,91,3,3,3
E00085232,87.5,9.8,1.8,0.9
E00085234,76.3,16.1,4.2,3.4
E00085235,79.4,9.9,1.5,9.2
E00085236,90.6,1.9,1.9,5.7
E00085237,76.8,15.2,4.5,3.6
E00085238,94.4,2.8,0.7,2.1
E00085239,90.6,3.4,1.7,4.3
E00085378,97.6,1.6,0,0.8
E00085379,94.6,3.6,0.9,0.9
E00085380,92.6,5.1,1.5,0.7
E00085381,92.9,5.7,0.7,0.7
E00085383,95.3,2,0,2.7
E00085384,95.4,3.7,0.9,0
E00085386,96.2,2.8,0,0.9
E00085387,98.7,0,1.3,0
E00085388,98.1,0,1.9,0
E00085389,95.9,1.6,1.6,0.8
E00085390,99,1,0,0
E00085391,92.2,6,0,1.7
E00085392,99,1,0,0
E00085393,91.9,2.2,1.5,4.4
E00085394,85.5,4.8,6,3.6
E00085395,88.9,7.1,2.4,1.6
E00085396,95.8,3.4,0,0.8
E00085397,95.1,0.8,2.4,1.6
E00085398,86,5,3.3,5.8
E00085399,90.3,7.1,0.9,1.8
E00085405,94.6,4.5,0,0.9
E00085406,95.8,1,2.1,1
E00085407,94.7,4.5,0.8,0
E00085408,97.2,2.1,0.7,0
E00085747,82.2,6.5,3.7,7.5
E00085761,89.7,4.8,2.8,2.8
E00085763,90.8,7.1,0,2.1
E00085764,89.4,9.8,0,0.8
E00085767,90.4,8.7,0,0.9
E00085768,91.5,5.1,0.8,2.5
E00161228,99.2,0.8,0,0
E00161229,100,0,0,0
E00161230,98.2,0,0,1.8
E00161231,96.9,1,0,2.1
E00161232,99.1,0.9,0,0
E00161233,98.6,1.4,0,0
E00161234,98.8,0.6,0,0.6
E00161235,98.7,0.7,0,0.7
E00161236,98.4,0.8,0.8,0
E00161237,97.9,2.1,0,0
E00161238,94.4,3.2,0,2.4
E00161239,97.7,0,1.5,0.8
E00161240,97.5,1.7,0.8,0
E00161241,99.3,0.7,0,0
E00161242,100,0,0,0
E00161243,98.4,1.6,0,0
E00161244,98.1,1.9,0,0
E00161245,95.5,4.5,0,0
E00161359,96.5,1.4,1.4,0.7
E00161360,98.7,1.3,0,0
E00161361,97.3,1.4,0,1.4
E00161363,97.3,2.2,0.5,0
E00161364,98.5,0,1.5,0
E00161365,98.3,0.8,0,0.8
E00161366,96.2,3.1,0,0.8
E00161367,97.6,0,0,2.4
E00161368,94.5,3.1,1.6,0.8
E00161369,100,0,0,0
E00161370,100,0,0,0
E00161371,99.2,0.8,0,0
E00161373,94.3,5.7,0,0
E00161374,100,0,0,0
E00161375,96.9,1.5,0,1.5
E00161566,97.3,2.7,0,0
E00161567,98,2,0,0
E00161568,96.7,2.6,0,0.7
E00161569,97.9,0.7,1.4,0
E00161570,99.4,0.6,0,0
E00161571,96.7,3.3,0,0
E00161572,97,3,0,0
E00161573,99.1,0.9,0,0
E00161574,96.9,2.3,0,0.8
E00161575,98.4,0,0,1.6
E00161576,96,2.8,0,1.1
E00161577,96.1,1.6,0,2.4
E00161578,98,1.3,0,0.7
E00161579,99.1,0.9,0,0
E00161580,99.3,0.7,0,0
E00161581,99.2,0,0,0.8
E00161582,97.6,2.4,0,0
E00161583,98.4,0.8,0,0.8
E00161584,98.4,1.6,0,0
E00161585,100,0,0,0
E00161586,98.5,0,0.8,0.8
E00161631,97.7,2.3,0,0
E00161632,96.4,1.4,0.7,1.4
E00161983,97.3,2.7,0,0
E00161984,96.1,2.6,0.6,0.6
E00161985,99.3,0,0,0.7
E00161990,95.9,1.5,1,1.5
E00161992,96.9,1.6,0,1.6
E00161993,97.1,0.7,1.4,0.7
E00161995,99.1,0.9,0,0
E00161997,97.6,1.5,1,0
E00161998,100,0,0,0
E00161999,95.9,4.1,0,0
E00162000,97.4,1,0,1.6
E00162001,97.1,2.1,0,0.7
E00162002,96.1,2.3,0,1.6
E00162003,99.1,0.9,0,0
E00162004,97.7,2.3,0,0
E00172909,94.4,2.4,0.8,2.4
E00188577,97.2,2.1,0.7,0
E00188622,98.4,0,0,1.6
E00188639,94.8,1.7,1.7,1.7
E00188656,93.5,4.6,0.9,0.9
E00188661,98.3,0.8,0.8,0
E00188663,96,3.2,0,0.8
